date,Generator_speed,Rotor_speed,Gearbox_oil_tem,Generator_bearing_tem_drive,Generator_bearing_tem_nondrive,wind_speed,active_power
2017-01-01 00:00:53.000,1105.645765,8.444281,48.799999,29.799999,37.099998,2.426558,17.787955
2017-01-01 00:12:53.000,1094.716216,8.428272999999999,48.799999,30.799999,39.099998,2.808133,21.199412
2017-01-01 00:22:53.000,1095.40588,8.426272,48.799999,30.799999,40.099998,2.052607,11.420799
2017-01-01 06:52:53.000,1098.689267,8.438278,35.799999,19.799999,17.1,2.959136,20.351092
2017-01-01 07:02:53.000,1098.074533,8.424271000000001,36.799999,19.799999,18.1,2.755586,64.006609
2017-01-01 07:12:53.000,1098.704267,8.430274,36.799999,19.799999,19.1,2.81504,60.332812
2017-01-01 07:22:53.000,1107.444819,8.420269000000001,37.799999,21.799999,20.1,4.017855,196.065953
2017-01-01 07:32:53.000,1099.94859,8.470294,38.799999,22.799999,22.1,6.320464,235.280625
2017-01-01 07:42:53.000,1101.192986,8.4803,39.799999,22.799999,23.1,4.806335,236.887672
2017-01-01 07:52:53.000,1269.168044,9.778958,40.799999,24.799999,25.1,5.502936,362.7595
2017-01-01 08:02:53.000,1419.691782,10.941547,42.799999,25.799999,27.1,6.002376,508.4335
2017-01-01 08:12:53.000,1575.1782460000004,12.152161,43.799999,26.799999,30.1,6.420602,697.7739999999999
2017-01-01 08:22:53.000,1520.815729,11.705936,45.799999,27.799999,36.099998,7.58852,624.302062
2017-01-01 08:32:53.000,1410.741367,10.86951,46.799999,27.799999,39.099998,5.638114,502.684781
2017-01-01 08:42:53.000,1124.671132,8.664392999999999,47.799999,26.799999,39.099998,4.682903,253.787562
2017-01-01 08:52:53.000,1128.089379,8.66039,47.799999,26.799999,38.099998,5.2661190000000015,253.547438
2017-01-01 09:02:53.000,1106.005561,8.428272999999999,47.799999,26.799999,38.099998,4.074362000000002,191.037297
2017-01-01 09:12:53.000,1094.491352,8.436277,47.799999,26.799999,38.099998,3.470992,99.839328
2017-01-01 09:22:53.000,1101.657786,8.436277,47.799999,27.799999,39.099998,3.388725,67.14814799999999
2017-01-01 09:32:53.000,1100.638254,8.434275999999999,47.799999,28.799999,40.099998,3.495445,98.906102
2017-01-01 09:42:53.000,1098.854128,8.428272999999999,47.799999,28.799999,40.099998,3.585974,97.942336
2017-01-01 09:52:53.000,1098.839127,8.434275999999999,47.799999,28.799999,39.099998,4.571326,184.161484
2017-01-01 10:02:53.000,1103.44184,8.4803,47.799999,26.799999,37.099998,4.307921,235.770219
2017-01-01 10:12:53.000,1203.786119,9.160645,47.799999,26.799999,37.099998,5.605985,298.330844
2017-01-01 10:22:53.000,1237.2342119999996,9.464798,48.799999,26.799999,37.099998,5.424288,329.141094
2017-01-01 10:32:53.000,1169.093703,8.974549,48.799999,27.799999,38.099998,4.102633,280.61275
2017-01-01 10:42:53.000,1094.866222,8.418268,49.799999,28.799999,39.099998,3.277214,177.682094
2017-01-01 10:52:53.000,1102.512384,8.454286,49.799999,28.799999,39.099998,4.616803,232.832531
2017-01-01 11:02:53.000,1107.609753,8.484301,49.799999,27.799999,38.099998,5.6725970000000006,235.360781
2017-01-01 11:12:53.000,1100.84819,8.412265,49.799999,26.799999,36.099998,3.619012,192.482953
2017-01-01 11:22:53.000,1397.413102,10.627388,50.799999,26.799999,36.099998,6.339861,466.747406
2017-01-01 11:32:53.000,1479.406606,11.355758,51.799999,26.799999,37.099998,5.40487,572.581
2017-01-01 11:42:53.000,1167.1596439999996,8.980553,51.799999,27.799999,39.099998,4.489763,281.185719
2017-01-01 11:52:53.000,1231.59704,9.504819,51.799999,28.799999,40.099998,4.834009,332.261281
2017-01-01 12:02:53.000,1098.944132,8.418268,51.799999,28.799999,39.099998,3.735759,168.011516
2017-01-01 12:12:53.000,1155.705364,8.790457,51.799999,26.799999,37.099998,5.213037,261.865781
2017-01-01 12:22:53.000,1194.460762,9.082605,51.799999,26.799999,37.099998,4.747401,290.366688
2017-01-01 12:32:53.000,1213.291266,9.294712,51.799999,26.799999,37.099998,4.12878,312.0515
2017-01-01 12:42:53.000,1108.659214,8.446282,51.799999,26.799999,37.099998,3.15498,166.202516
2017-01-01 12:52:53.000,1105.240967,8.430274,52.799999,27.799999,38.099998,5.307831,223.815594
2017-01-01 13:02:53.000,1102.497384,8.458289,52.799999,28.799999,39.099998,4.123912000000002,156.526531
2017-01-01 13:12:53.000,1146.739948,8.732427000000001,52.799999,28.799999,39.099998,5.165355,257.902438
2017-01-01 13:22:53.000,1094.686287,8.438278,52.799999,27.799999,38.099998,3.817905,152.841016
2017-01-01 13:32:53.000,1108.49428,8.452285,52.799999,26.799999,36.099998,5.112671,232.998469
2017-01-01 13:42:53.000,1100.428391,8.432275,52.799999,26.799999,36.099998,5.143919,206.080828
2017-01-01 13:52:53.000,1099.858732,8.446282,52.799999,26.799999,37.099998,4.648535,140.9385
2017-01-01 14:02:53.000,1093.84669,8.450284,52.799999,26.799999,38.099998,4.707057,194.753344
2017-01-01 14:12:53.000,1094.191485,8.430274,52.799999,27.799999,39.099998,2.759864,80.291562
2017-01-01 14:22:53.000,1102.40738,8.430274,52.799999,28.799999,39.099998,3.682926,142.61531200000005
2017-01-01 14:32:53.000,1107.804616,8.430274,52.799999,27.799999,39.099998,3.802258,112.256695
2017-01-01 14:42:53.000,1099.198996,8.432275,52.799999,26.799999,37.099998,1.966455,8.717792999999999
2017-01-01 14:53:53.000,1095.360951,8.448283,51.799999,26.799999,37.099998,2.829471,75.936305
2017-01-01 15:04:53.000,1093.381962,8.420269000000001,51.799999,26.799999,37.099998,2.984538,33.352242
2017-01-01 15:14:53.000,1106.065491,8.430274,51.799999,27.799999,38.099998,2.915852,24.540055
2017-01-01 19:35:54.000,1093.411963,8.434275999999999,41.799999,25.799999,27.1,3.352331,82.089438
2017-01-01 19:45:54.000,1106.275427,8.434275999999999,42.799999,25.799999,28.1,3.608173,108.838266
2017-01-01 19:55:54.000,1100.4733199999996,8.434275999999999,43.799999,26.799999,29.1,4.0065040000000005,143.670578
2017-01-01 20:05:54.000,1099.94859,8.434275999999999,43.799999,27.799999,30.1,3.561203,109.768914
2017-01-01 20:15:54.000,1098.614336,8.434275999999999,44.799999,27.799999,31.1,3.147991,93.557461
2017-01-01 20:25:54.000,1094.731216,8.438278,44.799999,28.799999,33.099998,3.840718,94.647719
2017-01-01 20:35:54.000,1105.795626,8.436277,44.799999,29.799999,34.099998,3.018994,38.608176
2017-01-01 21:50:54.000,1135.240812,8.692407000000001,41.799999,28.799999,31.1,3.434429,253.457156
2017-01-01 22:00:54.000,1284.59523,9.822981,43.799999,28.799999,31.1,5.946092,369.23
2017-01-01 22:10:54.000,1402.870413,10.76946,45.799999,28.799999,33.099998,6.090681,485.039344
2017-01-01 22:20:54.000,1389.917019,10.595373,46.799999,29.799999,35.099998,5.775903,461.55775
2017-01-01 22:30:54.000,1522.25506,11.679921,48.799999,30.799999,37.099998,6.565405,621.882875
2017-01-01 22:40:54.000,1675.162584,12.850515,49.799999,31.799999,43.099998,6.89637,827.173875
2017-01-01 22:50:54.000,1603.873694,12.26822,49.799999,31.799999,46.099998,6.819960000000001,720.4555
2017-01-01 23:00:54.000,1513.4545050000004,11.511837,48.799999,30.799999,48.099998,6.898913,596.7136879999998
2017-01-01 23:10:54.000,1490.366084,11.491827,50.799999,30.799999,48.099998,6.154966,587.837125
2017-01-01 23:20:54.000,1250.202608,9.608872,50.799999,29.799999,48.099998,5.850287000000002,344.288188
2017-01-01 23:30:54.000,1217.878978,9.294712,50.799999,28.799999,46.099998,4.564464,313.12375
2017-01-01 23:40:54.000,1478.941878,11.317738,51.799999,28.799999,46.099998,6.975575,561.0050620000002
2017-01-01 23:50:54.000,1587.981781,12.176173,52.799999,29.799999,48.099998,6.79852,701.099812
2017-01-02 00:00:54.000,1357.323451,10.461303,49.799999,29.799999,51.099998,5.721794999999998,445.128594
2017-01-02 00:10:54.000,1322.615962,10.079109,50.799999,30.799999,51.099998,5.441281,397.57800000000003
2017-01-02 00:20:54.000,1224.595539,9.370751,50.799999,30.799999,48.099998,5.46702,319.553844
2017-01-02 00:30:54.000,1127.684653,8.60036,50.799999,29.799999,45.099998,5.523458,246.74825
2017-01-02 00:40:54.000,1100.98305,8.426272,50.799999,28.799999,42.099998,4.132764,191.011188
2017-01-02 00:50:54.000,1105.615691,8.518319,50.799999,28.799999,42.099998,4.534912,240.766484
2017-01-02 01:00:54.000,1294.625106,9.977058,51.799999,28.799999,42.099998,5.26469,386.416719
2017-01-02 01:10:54.000,1413.005294,10.901526,52.799999,28.799999,42.099998,6.786718,497.748531
2017-01-02 01:20:54.000,1435.508983,11.02359,52.799999,29.799999,44.099998,6.1671239999999985,523.592813
2017-01-02 01:30:54.000,1251.8218,9.650892,49.799999,29.799999,43.099998,4.649285,350.5075
2017-01-02 01:40:54.000,1376.138882,10.599375,50.799999,28.799999,41.099998,6.389869999999998,463.963688
2017-01-02 01:50:54.000,1440.2615560000004,11.039598,51.799999,27.799999,40.099998,5.485084,523.934969
2017-01-02 02:00:54.000,1473.784434,11.317738,52.799999,26.799999,40.099998,7.071916000000001,553.990562
2017-01-02 02:10:54.000,1701.0096620000004,13.034609,51.799999,26.799999,41.099998,5.1479620000000015,861.804375
2017-01-02 02:20:54.000,1325.704486,10.175159,49.799999,27.799999,44.099998,4.3152599999999985,411.342219
2017-01-02 02:30:54.000,1185.540348,9.038583,50.799999,28.799999,45.099998,4.997097,286.562344
