,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category
7546,1257.2763699999996,9.66278,51.5,34.6,41.8,5.96359,349.22384,13
7551,1385.89,10.63926,51.5,34.6,41.8,5.74943,466.97416,13
7556,1418.00594,10.9174,51.5,34.6,41.8,5.91971,507.86316,13
7561,1407.41059,10.7133,51.5,34.6,41.8,6.1786699999999986,474.93762,13
7566,1366.77059,10.5232,52.5,34.6,41.8,5.4186,455.83022,13
7571,1429.96683,10.9294,52.5,34.6,41.8,5.38034,507.97897,13
7576,1362.79349,10.46517,52.5,34.6,41.8,5.8579300000000005,445.03181,13
7581,1267.91662,9.65877,52.5,34.6,41.8,4.78448,348.92144,9
7586,1097.31239,8.43217,52.5,34.6,41.8,4.39776,209.18569,5
7591,1101.93465,8.426160000000001,52.5,34.6,41.8,3.29885,90.62905,3
7596,1097.2672699999996,8.426160000000001,52.5,34.6,41.8,3.13571,31.54496,3
7601,1106.0767,8.426160000000001,51.5,34.6,41.8,3.75244,120.59233,5
7606,1097.11726,8.426160000000001,51.5,34.6,41.8,3.7296,82.69954,5
7611,1102.97014,8.45018,51.5,34.6,41.8,3.25773,93.13227,3
7616,1095.33134,8.43017,51.5,34.6,41.8,4.92885,181.4428,9
7621,1107.80255,8.42416,51.5,34.6,41.8,3.79164,142.23289,5
7626,1104.53089,8.43217,50.5,34.6,41.8,3.5731,146.72763999999995,5
7631,1095.81155,8.43217,50.5,34.6,41.8,4.685230000000002,210.26894,9
7636,1108.71799,8.43217,50.5,34.6,41.8,4.8392,226.3643,9
7641,1095.51146,8.43417,50.5,33.6,41.8,5.122999999999999,172.79908999999995,9
7646,1149.34305,8.81035,50.5,33.6,41.8,4.76842,266.92353,9
7651,1188.66255,9.1105,50.5,33.6,41.8,5.29041,293.02031,9
7656,1189.92314,9.13852,50.5,33.6,41.8,5.01737,295.48406,9
7661,1101.1542,8.43417,50.5,33.6,41.8,5.22117,223.47891,9
7666,1093.7106,8.426160000000001,50.5,33.6,41.8,5.06867,213.46655,9
7671,1101.8745800000004,8.426160000000001,50.5,33.6,41.8,4.42154,148.00241,5
7676,1099.17323,8.42817,50.5,33.6,41.8,3.87062,160.70738,5
7681,1098.90309,8.426160000000001,50.5,33.6,41.8,3.3025300000000004,101.14752,3
7686,1096.36691,8.45018,50.5,33.6,41.8,3.03682,103.15799999999999,3
7691,1108.55289,8.436169999999999,50.5,33.6,41.8,3.76283,113.92951,5
7696,1100.614,8.44017,50.5,33.6,41.8,4.56043,173.23372,9
7701,1142.13956,8.720310000000001,50.5,33.6,40.8,5.19377,258.12895,9
7706,1144.52566,8.71631,50.5,33.6,40.8,4.86598,258.17048,9
7711,1319.87243,10.14701,50.5,33.6,40.8,5.0603,406.77116,9
7716,1359.82215,10.46117,50.5,33.6,40.8,5.93423,447.28622,13
7721,1179.49297,9.00845,50.5,33.6,40.8,5.90636,283.4575,13
7726,1743.5467,13.38662,50.5,33.6,40.8,7.85301,1015.26938,6
7731,1499.54107,11.44165,50.5,33.6,40.8,7.4607800000000015,580.1605599999998,10
7736,1099.63849,8.410160000000001,51.5,33.6,40.8,3.64953,99.18758,5
7741,1346.42048,10.29709,51.5,33.6,40.8,6.40126,409.87528,10
7746,1496.02945,11.37963,51.5,33.6,41.8,5.567080000000002,569.0395599999998,13
7751,1634.02259,12.58222,52.5,33.6,41.8,7.279260000000002,781.54894,4
7756,1749.5197100000007,13.48266,53.5,34.6,41.8,7.7767,1155.04825,6
7761,1635.1331699999996,12.53019,54.5,34.6,42.8,6.39264,753.30062,1
7766,1704.85756,13.1525,55.5,34.6,42.8,8.58003,885.43244,4
7771,1652.5268,12.70228,55.5,35.6,43.8,7.30165,810.26544,4
7776,1630.09069,12.41814,56.5,35.6,43.8,5.22932,761.05656,13
7781,1678.83475,12.86036,56.5,35.6,44.8,6.64032,827.20775,1
7786,1338.66163,10.24707,56.5,35.6,44.8,7.10112,415.01366,10
7791,1525.77409,11.7298,56.5,36.6,45.8,6.50035,629.53906,10
7796,1216.23109,9.32461,56.5,36.6,45.8,4.97329,316.35894,9
7801,1422.5981,10.87938,56.5,36.6,45.8,6.08536,491.56062,13
7806,1121.54935,8.628260000000001,56.5,36.6,45.8,3.79607,248.31239,5
7811,1313.43422,10.06297,56.5,36.6,45.8,5.82314,394.26641,13
7816,1524.63348,11.62375,56.5,36.6,45.8,6.97995,615.95156,10
7821,1114.33077,8.522210000000001,56.5,36.6,45.8,3.70102,190.16447,5
7826,1188.49746,9.15853,55.5,36.6,45.8,4.89472,300.41356,9
7831,1146.2214800000004,8.81035,55.5,36.6,45.8,4.6163,264.76572000000004,9
7836,1097.04218,8.442169999999999,55.5,36.6,45.8,3.27188,126.7546,3
7844,1102.2198,8.416160000000001,54.5,36.6,45.8,4.45498,208.05906,9
7849,1096.1418199999996,8.426160000000001,54.5,36.6,45.8,3.3277400000000004,70.12559,3
7854,1105.92662,8.43417,53.5,36.6,45.8,3.98068,116.37122,5
7859,1102.00965,8.42416,53.5,36.6,45.8,4.17833,139.30888000000002,5
7864,1102.44489,8.42817,53.5,36.6,45.8,4.0961,227.78617000000003,5
7869,1102.14479,8.43217,52.5,36.6,45.8,3.33886,125.30865,3
7874,1266.29581,9.60875,52.5,36.6,44.8,5.54333,339.10475,13
7879,1095.42144,8.426160000000001,52.5,36.6,44.8,2.14926,6.00436,3
7884,1251.37844,9.62676,52.5,36.6,44.8,5.62079,344.05853,13
7889,1319.31714,10.117,52.5,36.6,44.8,5.32974,409.33175,13
7894,1095.93168,8.43417,52.5,36.6,44.8,4.52231,183.05508,9
7899,1095.69157,8.42216,52.5,36.6,44.8,4.03009,170.40868999999995,5
7904,1099.12826,8.46819,52.5,36.6,44.8,3.85731,93.97173,5
7909,1102.35479,8.45218,52.5,36.6,44.8,5.09333,138.96302,9
7914,1357.06073,10.33311,52.5,36.6,44.8,4.75332,428.68325,9
7919,1107.08216,8.44017,52.5,36.6,44.8,1.78551,48.65578,3
7924,1184.1903,8.99445,51.5,36.6,44.8,4.90882,285.71472,9
7929,1290.6529,9.86688,51.5,36.6,44.8,5.3026800000000005,371.50675,13
7934,1168.55263,8.938419999999997,51.5,36.6,44.8,5.29285,276.16928,9
7939,1269.64239,9.67278,51.5,36.6,44.8,5.0202800000000005,354.74403,9
7944,1103.34531,8.44617,52.5,36.6,44.8,5.11577,193.23791,9
7949,1283.35939,9.82486,52.5,36.6,44.8,6.09477,367.17312,13
7954,1097.4624,8.42817,52.5,36.6,44.8,4.97414,192.23336,9
7959,1120.90404,8.62026,52.5,36.6,44.8,4.4767199999999985,238.81738,9
7964,1089.22334,8.40615,52.5,36.6,44.8,4.26483,197.94061,5
7969,1095.04619,8.42817,52.5,36.6,44.8,4.354430000000002,209.97347,5
7974,1420.13685,10.85537,52.5,36.6,44.8,6.4489,491.62828,10
7979,1283.31419,9.83086,52.5,36.6,44.8,6.33102,355.14138,13
7984,1106.33182,8.426160000000001,52.5,36.6,44.8,4.97955,198.44822,9
7989,1256.4511,9.63276,52.5,36.6,44.8,5.5636,346.4434100000001,13
7994,1317.26102,10.12901,52.5,36.6,44.8,5.74245,403.37512,13
7999,1149.80824,8.80835,52.5,36.6,44.8,6.1698,260.21542,13
8004,1427.82076,11.01144,52.5,36.6,44.8,6.18391,518.23338,13
8009,1225.68583,9.35863,52.5,36.6,44.8,5.56873,315.72034,13
8014,1193.2698,9.12251,53.5,36.6,44.8,4.7807900000000005,295.85434,9
8019,1111.07413,8.4982,53.5,36.6,44.8,5.08898,236.85833,9
8024,1171.55407,8.95242,53.5,36.6,44.8,5.3757199999999985,280.34059,9
8029,1133.10504,8.63227,53.5,36.6,44.8,5.4753300000000005,254.75158,9
8034,1108.43284,8.45618,53.5,36.6,44.8,5.06995,231.25602,9
8039,1096.39694,8.416160000000001,53.5,36.6,44.8,4.01914,188.16369,5
8044,1196.66151,9.17654,53.5,36.6,44.8,5.21229,301.64859,9
8049,1306.87604,9.99094,53.5,37.6,44.8,4.812880000000002,388.96738,9
8054,1348.86657,10.35512,53.5,37.6,44.8,5.04576,434.89262,9
8059,1099.54847,8.460180000000001,53.5,37.6,44.8,4.52072,223.81019,9
8064,1566.35418,12.06396,53.5,37.6,44.8,5.90885,682.17081,1
8069,1381.79292,10.55922,53.5,37.6,44.8,6.35115,461.76828,10
8074,1501.71716,11.50169,54.5,37.6,44.8,6.2286800000000015,591.7261900000002,10
8079,1291.11809,9.89489,54.5,37.6,45.8,5.12794,377.56194,9
8084,1111.05912,8.454180000000001,54.5,37.6,45.8,4.07102,129.41063,5
8089,1325.17002,10.16502,54.5,37.6,45.8,4.43613,410.961,9
8094,1404.31898,10.79934,54.5,37.6,45.8,4.31148,499.3205,9
8099,1436.79515,10.94141,55.5,37.6,45.8,5.08214,510.25791,13
8104,1347.6960800000004,10.3131,55.5,37.6,45.8,5.13411,429.68284000000006,9
8109,1311.64838,9.99494,55.5,37.6,45.8,5.01172,390.28022,9
8114,1144.97591,8.75433,55.5,37.6,45.8,4.29226,178.2993,5
8119,1225.38567,9.33261,55.5,37.6,45.8,5.09551,318.62094,9
8124,1656.32356,12.57822,55.5,38.6,45.8,7.6127699999999985,766.21375,4
8129,1747.4337,13.40462,56.5,38.6,46.8,9.19918,1299.192,0
8134,1746.7284,13.39862,57.5,38.6,46.8,8.98217,1721.19312,14
8139,1736.49329,13.37861,58.5,38.6,46.8,8.82216,1366.86412,0
8144,1740.24501,13.3466,58.5,38.6,47.8,7.5758,919.273,4
8149,1654.32765,12.69427,59.5,39.6,47.8,6.56557,799.63719,1
8154,1632.25177,12.52219,59.5,39.6,48.8,6.29985,765.30106,1
8159,1739.10455,13.37261,59.5,39.6,48.8,7.024189999999999,1041.6695,6
8164,1741.82092,13.38262,60.5,40.6,49.8,8.42892,1360.7703800000004,0
8169,1759.4396399999996,13.3626,61.5,40.6,49.8,7.52641,1063.51375,6
8174,1742.9615199999996,13.36661,61.5,40.6,50.8,7.81237,1019.61712,6
8179,1375.59482,10.50119,61.5,40.6,50.8,7.81237,442.15072,10
8184,1589.10547,12.22604,61.5,41.6,50.8,7.709789999999999,691.45088,4
8189,1740.4402100000002,13.3486,61.5,41.6,51.8,7.6139899999999985,929.10181,4
8194,1750.02995,13.32659,61.5,41.6,51.8,7.88553,919.36881,4
8199,1427.77572,10.93741,61.5,41.6,51.8,5.8949099999999985,510.41438,13
8204,1658.57474,12.62824,61.5,41.6,51.8,8.287180000000001,738.12406,4
8209,1468.28072,11.29358,61.5,41.6,51.8,5.87297,563.3085599999998,13
8214,1454.77395,11.17953,61.5,41.6,51.8,6.43156,557.789,10
8219,1262.31885,9.7088,61.5,41.6,51.8,5.24083,362.98966,9
8224,1688.7096399999998,12.9464,61.5,41.6,51.8,5.91103,838.76638,1
8229,1716.65342,13.09447,61.5,41.6,51.8,7.553160000000001,878.8960000000001,4
8234,1736.67333,13.28056,61.5,42.6,51.8,7.8755,895.04531,4
8239,1693.8272,12.98842,61.5,42.6,51.8,7.08258,849.53575,4
8244,1630.52599,12.43214,61.5,42.6,51.8,8.05597,719.41425,4
8249,1749.47466,13.406629999999998,61.5,42.6,51.8,8.21441,1083.2663699999996,6
8254,1746.27808,13.45265,62.5,42.6,51.8,7.41283,1021.95031,6
8259,1761.81065,13.37461,62.5,42.6,51.8,7.729489999999998,1246.7191300000004,6
8264,1736.2530399999996,13.3546,62.5,42.6,51.8,7.861289999999999,1141.6453800000004,6
8269,1737.45385,13.38262,62.5,43.6,51.8,8.38412,1456.73938,0
8274,1750.01493,13.40262,62.5,43.6,51.8,6.50839,1221.10225,6
8279,1737.0784600000004,13.3486,62.5,43.6,51.8,8.51143,1390.74638,0
8284,1762.4260000000002,13.44064,63.5,43.6,51.8,7.56795,1081.18137,6
8289,1719.6099,13.08647,63.5,43.6,51.8,6.26735,877.51669,1
8294,1570.03096,12.01594,63.5,43.6,51.8,5.8486699999999985,672.18581,13
8299,1407.48567,10.85737,62.5,43.6,51.8,5.81927,496.31606,13
8304,1583.46251,12.19803,62.5,43.6,51.8,6.7419600000000015,695.25506,10
8309,1565.8889800000004,12.02594,62.5,43.6,51.8,6.5240800000000005,681.55244,10
8314,1402.6082199999996,10.74131,62.5,43.6,51.8,6.37262,477.59322,10
8319,1500.80179,11.47367,61.5,43.6,51.8,6.92074,585.03806,10
8324,1526.01419,11.69778,61.5,43.6,51.8,6.77607,622.0915,10
8329,1751.95093,13.400620000000002,61.5,43.6,51.8,7.22186,942.80075,4
8334,1754.247,13.36861,61.5,43.6,51.8,7.6856,1016.18581,6
8339,1754.80244,13.45265,61.5,43.6,51.8,6.6388300000000005,1113.2005,1
8344,1734.1069699999996,13.29057,62.5,43.6,51.8,6.6379,924.85981,1
8349,1611.66156,12.36211,62.5,43.6,51.8,7.07032,733.6864400000002,10
8354,1714.59745,13.04645,62.5,43.6,51.8,6.7816100000000015,868.49019,1
8359,1699.6200199999996,13.02043,62.5,43.6,51.8,6.88685,866.8570599999998,1
8364,1507.2849,11.43965,62.5,43.6,51.8,6.560980000000002,574.4735,10
8369,1511.35195,11.55371,61.5,42.6,51.8,6.87886,594.70794,10
8374,1221.91895,9.39464,61.5,42.6,50.8,5.69652,322.0665,13
8379,1224.39522,9.40065,60.5,42.6,50.8,5.39276,323.18244,9
8384,1448.50092,11.03946,60.5,42.6,50.8,6.1938900000000015,522.2928099999998,13
8389,1419.1913,10.87337,59.5,41.6,49.8,6.911510000000002,495.89231,10
8394,1376.0751699999996,10.45717,59.5,41.6,49.8,5.636,438.19662,13
8399,1406.03003,10.7193,59.5,41.6,49.8,5.79309,478.90647,13
8404,1544.62336,11.88387,59.5,40.6,48.8,6.69465,649.6528099999998,10
8409,1661.23105,12.67026,59.5,40.6,48.8,7.47624,783.70931,4
8414,1748.43916,13.40262,59.5,40.6,48.8,7.1657199999999985,971.94494,4
8419,1637.60943,12.62424,59.5,40.6,48.8,7.1677399999999984,779.0821900000002,4
8424,1742.18115,13.3606,59.5,40.6,48.8,7.34324,986.89181,4
8429,1557.16957,12.02995,59.5,40.6,48.8,5.7244,685.9019999999999,13
8434,1469.64642,11.26157,59.5,40.6,48.8,5.89092,556.84825,13
8439,1354.0743699999996,10.37313,59.5,40.6,47.8,6.01112,435.78075,13
8444,1280.85309,9.78684,59.5,39.6,47.8,4.59545,362.93434,9
8449,1361.24776,10.37513,58.5,39.6,47.8,6.9175,428.21644,10
8454,1560.02108,11.9399,58.5,39.6,47.8,4.91341,674.9773799999998,13
8459,1761.60072,13.42463,58.5,39.6,47.8,8.36481,1082.85075,6
8464,1424.72915,10.88938,58.5,39.6,47.8,7.30398,500.84816,10
8469,1358.2162,10.35712,58.5,39.6,47.8,4.97658,437.61819,9
8474,1406.45018,10.70729,58.5,38.6,46.8,6.16872,474.75566,13
8479,1502.7676800000004,11.55571,58.5,38.6,46.8,6.087269999999998,600.40881,13
8484,1610.04075,12.40613,58.5,38.6,46.8,7.0491100000000015,754.34138,1
8489,1692.23642,13.03244,58.5,38.6,46.8,6.73392,863.1655599999998,1
8494,1478.6208,11.3356,58.5,38.6,46.8,6.5933600000000006,563.53738,10
8499,1448.99614,11.17352,58.5,38.6,46.8,5.90508,547.83394,13
8504,1389.47669,10.70729,58.5,38.6,46.8,5.19044,478.10409,13
8509,1268.96727,9.77083,58.5,38.6,46.8,5.3608,360.81219,13
8514,1417.64571,10.85737,58.5,37.6,46.8,6.21834,494.41238,13
8519,1287.78637,9.9169,57.5,37.6,45.8,4.28751,381.06481,9
8524,1095.37639,8.43417,57.5,37.6,45.8,4.01644,153.01656,5
8529,1128.58781,8.55823,56.5,37.6,45.8,4.54934,243.70253,9
8534,1100.56895,8.43017,56.5,37.6,45.8,3.64551,174.76598,5
8539,1101.1092199999996,8.43017,55.5,37.6,44.8,4.2427199999999985,192.29955,5
8544,1137.26203,8.75032,55.5,37.6,44.8,5.6144,258.86598,13
8549,1225.43071,9.33261,55.5,36.6,44.8,5.22172,314.97484,9
8554,1151.03887,8.83637,55.5,36.6,44.8,3.0339400000000003,270.85884,3
8559,1107.33728,8.42216,54.5,36.6,43.8,3.75619,201.03059,5
8564,1093.87563,8.426160000000001,54.5,36.6,43.8,3.29142,158.69767,3
8569,1100.23883,8.44017,54.5,36.6,43.8,4.93954,177.32311,9
8574,1099.38337,8.43017,53.5,36.6,43.8,3.00308,135.55028,3
8579,1108.01262,8.42216,53.5,36.6,43.8,4.52215,204.81733,9
8584,1098.39285,8.42416,53.5,35.6,42.8,3.98113,215.66733,5
8589,1099.02322,8.42817,53.5,35.6,42.8,4.25368,173.81384,5
8594,1102.18977,8.44617,52.5,35.6,42.8,3.4363,166.45047,5
8599,1106.13669,8.43217,52.5,35.6,42.8,3.81452,131.04269,5
8604,1101.09421,8.42216,52.5,35.6,42.8,4.3223400000000005,187.70816,5
8609,1102.4599,8.42416,51.5,35.6,42.8,4.08035,171.75462,5
8614,1099.0082,8.43417,51.5,35.6,41.8,2.52316,70.14086999999999,3
8619,1096.71205,8.43817,51.5,35.6,41.8,3.4408,128.4542,5
8624,1095.2863,8.44017,51.5,35.6,41.8,2.9199200000000003,103.08166,3
8629,1131.64933,8.6963,51.5,34.6,41.8,4.33252,257.25033,5
8634,1244.74518,9.48669,51.5,34.6,41.8,4.6331,332.4032200000001,9
8639,1210.67837,9.29459,51.5,34.6,41.8,5.57651,311.18822,13
8644,1261.26834,9.65477,51.5,34.6,41.8,5.24314,347.48803,9
8649,1093.81564,8.42817,51.5,34.6,41.8,3.3307,159.9985,3
8654,1100.7490699999996,8.43417,51.5,34.6,41.8,3.04883,96.4148,3
8659,1096.30685,8.43817,50.5,34.6,40.8,4.27641,201.02228,5
8664,1130.85393,8.6903,50.5,34.6,40.8,4.96168,256.0478,9
8669,1099.71357,8.42817,50.5,34.6,40.8,4.11718,126.41125,5
8674,1099.15821,8.43417,50.5,34.6,40.8,3.51355,126.18166,5
8679,1095.72153,8.436169999999999,50.5,34.6,40.8,3.5393800000000004,93.68911,5
8684,1108.44785,8.44017,50.5,34.6,40.8,3.6533,85.6316,5
8689,1108.01262,8.42817,49.5,34.6,40.8,3.74303,102.60045,5
8694,1107.6074199999996,8.42817,49.5,33.6,40.8,2.57932,82.11838,3
8699,1100.29882,8.43817,49.5,33.6,40.8,3.92521,73.9242,5
8704,1096.29183,8.42416,49.5,33.6,40.8,2.39956,51.97127,3
8709,1107.9226,8.42216,49.5,33.6,40.8,3.4489400000000003,133.22483,5
8714,1100.80906,8.44417,50.5,33.6,40.8,3.94276,198.00223,5
8719,1107.1872,8.43017,50.5,33.6,40.8,4.09659,145.13269,5
8724,1097.40241,8.41816,50.5,33.6,40.8,3.69922,198.45005,5
8729,1275.0002,9.76082,51.5,33.6,40.8,4.47654,361.20028,9
8734,1308.72179,9.95492,52.5,33.6,40.8,5.67663,384.24231,13
8739,1300.34774,9.95492,52.5,33.6,40.8,5.8082,384.17431,13
8744,1427.41549,10.94941,53.5,33.6,40.8,6.21053,512.8149099999998,13
8749,1385.40964,10.67928,53.5,33.6,40.8,6.3338800000000015,470.92091,10
8754,1215.78092,9.3006,54.5,33.6,40.8,5.19351,312.51478,9
8759,1177.9172,9.00445,54.5,33.6,40.8,5.34831,283.67181,9
8764,1230.00785,9.46468,54.5,33.6,40.8,5.8771900000000015,330.01384,13
8769,1202.18412,9.15853,54.5,33.6,40.8,5.65781,297.23525,13
8774,1155.04593,8.860380000000003,54.5,33.6,40.8,5.091469999999998,271.53644,9
8779,1215.55583,9.3026,55.5,33.6,40.8,5.7800699999999985,309.92744,13
8784,1210.58835,9.27458,55.5,33.6,40.8,5.538119999999998,306.83397,13
8789,1288.16176,9.81485,55.5,33.6,40.8,6.06992,365.46162,13
8794,1244.9554,9.60075,56.5,34.6,40.8,5.5974900000000005,341.35134,13
8799,1219.77289,9.36663,56.5,34.6,40.8,5.35201,317.04297,9
8804,1206.73145,9.3046,56.5,34.6,40.8,3.91277,311.25409,5
8809,1325.68026,10.15502,57.5,34.6,40.8,6.33217,407.57534,13
8814,1158.18244,8.81236,57.5,34.6,40.8,3.67051,268.31266,5
8819,1182.13433,9.05448,56.5,34.6,40.8,5.0563,287.58806,9
8824,1129.51827,8.6983,56.5,34.6,40.8,4.42925,256.8043,9
8829,1141.5092,8.7083,56.5,34.6,40.8,3.69939,258.04822,5
8834,1264.8702,9.74682,55.5,34.6,40.8,5.54216,354.21456,13
8839,1400.64219,10.74731,55.5,34.6,40.8,5.36966,482.95862,13
8844,1574.21799,12.11599,55.5,34.6,40.8,6.50917,686.84969,10
8849,1537.35974,11.70779,56.5,34.6,40.8,7.1707100000000015,624.75869,10
8854,1598.75527,12.27006,56.5,34.6,40.8,6.27206,715.10644,1
8859,1577.20449,12.134,56.5,34.6,40.8,6.78176,693.62938,10
8864,1498.68576,11.45366,56.5,34.6,40.8,6.102530000000002,590.34344,13
8869,1543.99314,11.90588,56.5,34.6,40.8,5.74444,654.62056,13
8874,1551.76701,11.82384,57.5,34.6,41.8,5.988169999999998,638.32512,13
8879,1538.36534,11.81784,57.5,34.6,41.8,6.5705399999999985,645.75694,10
8884,1564.11801,11.9459,57.5,34.6,41.8,6.84094,664.2810599999998,10
8889,1541.66703,11.83985,57.5,34.6,41.8,6.20582,645.05381,10
8894,1626.38387,12.45816,57.5,34.6,41.8,6.6250300000000015,749.86925,1
8899,1676.4636,12.83234,57.5,34.6,41.8,6.75943,824.23106,1
8904,1692.97174,12.93239,58.5,34.6,41.8,6.5811899999999985,844.46225,1
8909,1687.9442800000004,12.91238,58.5,34.6,42.8,6.1822300000000014,837.79069,1
8914,1621.71649,12.50618,58.5,34.6,42.8,7.005489999999999,762.93069,1
8919,1601.2464,12.32409,58.5,34.6,42.8,6.693110000000001,724.22862,1
8924,1673.82216,12.82434,58.5,34.6,42.8,6.86263,820.4965,1
8929,1688.72465,13.00643,59.5,34.6,42.8,7.12483,856.98188,4
8934,1716.74352,13.13249,59.5,34.6,42.8,6.942310000000001,882.6496199999998,1
8939,1752.80638,13.33459,59.5,34.6,43.8,7.35854,929.27194,4
8944,1726.69348,13.13449,59.5,34.6,43.8,6.626989999999998,883.30356,1
8949,1498.91085,11.47767,59.5,34.6,43.8,6.83131,592.82156,10
8954,1456.5449199999996,11.21754,59.5,34.6,43.8,6.3342,548.1003099999998,10
8959,1510.43658,11.59173,59.5,34.6,43.8,6.5255800000000015,600.97125,10
8964,1505.9792699999996,11.47167,59.5,34.6,43.8,6.86977,584.24438,10
8969,1508.26048,11.60374,59.5,34.6,43.8,7.140460000000001,609.57056,10
8974,1651.74628,12.67226,59.5,34.6,43.8,6.15451,786.55556,1
8979,1573.4226,12.12599,59.5,34.6,43.8,6.17136,689.4083099999998,1
8984,1503.69821,11.58973,59.5,34.6,43.8,6.36776,604.5845,10
8989,1514.66865,11.60173,59.5,34.6,43.8,7.3378,605.99,10
8994,1443.53352,11.05747,59.5,34.6,43.8,7.01894,525.6396900000002,10
8999,1373.1337199999996,10.55122,59.5,34.6,43.8,5.6470699999999985,458.54312,13
9004,1249.05233,9.5047,58.5,34.6,43.8,5.2053400000000005,332.89838,9
9009,1257.7267,9.68679,58.5,34.6,43.8,6.27845,352.1335,13
9014,1221.19857,9.35062,58.5,34.6,43.8,5.3426300000000015,318.99612,9
9019,1256.76613,9.66278,57.5,34.6,43.8,5.6596199999999985,348.43106,13
9024,1289.5725,9.81885,57.5,34.6,43.8,4.55276,369.60699999999997,9
9029,1300.75287,10.03696,57.5,34.6,42.8,5.6909800000000015,393.26356,13
9034,1230.20306,9.45267,56.5,34.6,42.8,5.22106,328.07181,9
9039,1272.2237699999996,9.80485,56.5,34.6,42.8,4.56894,369.61341,9
9044,1262.87414,9.62076,56.5,33.6,42.8,5.22273,343.94784,9
9049,1239.35763,9.55872,56.5,33.6,42.8,5.10775,339.41797,9
9054,1175.02071,9.04247,55.5,33.6,42.8,5.9164,282.85516,13
9059,1121.48929,8.57024,55.5,33.6,41.8,5.06421,245.15403,9
9064,1101.1843,8.43017,54.5,33.6,41.8,4.16884,151.78505,5
9069,1205.56082,9.19054,54.5,33.6,41.8,4.94509,301.7595,9
9074,1094.35584,8.42817,54.5,33.6,41.8,4.49024,205.52719,9
9079,1226.94642,9.41265,54.5,33.6,41.8,5.191319999999998,325.76391,9
9084,1230.83342,9.41665,54.5,33.6,41.8,5.97288,323.74319,13
9089,1211.78895,9.32861,54.5,33.6,41.8,5.1493699999999984,315.35003,9
9094,1193.08969,9.13251,53.5,33.6,40.8,5.1889,297.68269,9
9099,1099.71357,8.43817,53.5,33.6,40.8,4.18968,224.03173,5
9104,1101.30428,8.43417,53.5,33.6,40.8,3.73166,192.18805,5
9109,1096.75703,8.42817,52.5,33.6,40.8,3.99969,134.40368999999998,5
9114,1105.13122,8.40816,52.5,33.6,40.8,3.98788,159.62108999999995,5
9119,1113.5504,8.46618,52.5,33.6,40.8,4.30616,236.06753,5
9124,1109.24325,8.44017,52.5,33.6,40.8,2.89374,151.09681,3
9129,1099.78858,8.42216,52.5,33.6,40.8,4.32112,196.76889,5
9134,1105.6715,8.4982,51.5,33.6,40.8,4.7415,240.30198,9
9139,1108.85306,8.44617,51.5,33.6,40.8,4.50871,185.15431,9
9144,1096.24679,8.43817,51.5,33.6,40.8,3.4086199999999995,51.60873,3
9149,1147.52718,8.83437,51.5,33.6,40.8,5.74564,268.47694,13
9154,1094.2658199999996,8.42817,51.5,33.6,40.8,4.2259400000000005,141.59495,5
9159,1103.46536,8.43217,50.5,33.6,40.8,2.70131,10.61404,3
9164,1101.79958,8.43417,50.5,33.6,40.8,4.05671,135.15786,5
9169,1104.03567,8.44017,50.5,33.6,40.8,3.72534,173.14028000000005,5
9174,1106.39181,8.43017,50.5,33.6,40.8,4.3741900000000005,169.17322,5
9179,1101.94966,8.43217,50.5,33.6,40.8,4.18349,141.1117,5
9184,1129.42818,8.652280000000001,50.5,33.6,40.8,4.25751,250.90127,5
9189,1103.09019,8.43417,50.5,33.6,40.8,3.25529,82.72591,3
9203,1107.4724199999996,8.426160000000001,48.5,33.6,40.8,3.69357,135.36811,5
9208,1097.77765,8.43217,49.5,33.6,40.8,3.8584,75.22053000000002,5
9213,1105.94163,8.420160000000001,49.5,33.6,40.8,2.95834,56.5635,3
9218,1099.23336,8.420160000000001,50.5,33.6,40.8,4.16383,142.81812,5
9223,1094.2508699999996,8.43017,50.5,34.6,41.8,2.30357,95.08266,3
9228,1102.23481,8.45018,50.5,35.6,41.8,3.04744,104.19342,3
9233,1108.04265,8.442169999999999,50.5,35.6,42.8,3.45967,132.66586,5
9238,1095.0162300000004,8.44417,51.5,36.6,42.8,2.97867,37.16289,3
9243,1366.20029,10.49719,51.5,36.6,43.8,6.4343,448.44172,10
9248,1107.62243,8.43817,52.5,36.6,43.8,4.85671,178.45417,9
9253,1094.11573,8.43817,52.5,36.6,43.8,3.55567,158.15705,5
9258,1112.15467,8.4902,52.5,36.6,44.8,5.53891,232.07928,9
9263,1098.7530800000004,8.43217,52.5,36.6,44.8,4.736000000000001,212.75664,9
9268,1100.95921,8.42216,53.5,36.6,44.8,2.55241,45.9853,3
9273,1338.19644,10.28909,53.5,36.6,44.8,6.2427199999999985,423.88434000000007,13
9278,1107.4273,8.43417,54.5,36.6,44.8,4.12465,212.90552,5
9283,1119.22317,8.62026,54.5,36.6,44.8,4.20895,246.29078,5
9288,1167.38199,8.93041,54.5,36.6,44.8,4.99155,275.93144,9
9293,1139.4081,8.76033,54.5,36.6,44.8,5.01321,256.32605,9
9298,1127.73236,8.59025,54.5,37.6,44.8,5.49575,243.72231,9
9303,1099.48848,8.42817,55.5,37.6,44.8,2.35507,64.12425999999999,3
