,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category
37562,1751.5608100000004,13.43464,67.8,44.0,59.4,7.586019999999999,1328.83313,6
37567,1751.7859,13.44865,67.8,44.0,59.4,9.20184,1703.23675,14
37572,1750.15007,13.406629999999998,67.8,44.0,59.4,8.51886,1773.9568800000004,14
37577,1761.64577,13.47666,67.8,44.0,59.4,8.41188,1632.1075,14
37582,1749.5946399999998,13.3606,67.8,44.0,59.4,8.51706,1165.68962,6
37587,1763.26644,13.43264,67.8,43.0,59.4,9.97324,1827.91588,8
37592,1754.45708,13.38061,67.8,43.0,58.4,8.20909,1416.37075,0
37597,1735.68288,13.38262,66.8,43.0,58.4,8.42137,1581.59612,0
37602,1754.5471699999996,13.47266,66.8,43.0,58.4,8.6599,1072.80025,6
37607,1719.565,13.13249,66.8,43.0,58.4,6.17496,896.20112,1
37612,1748.9193699999996,13.41463,65.8,43.0,58.4,8.54193,1169.6695,6
37617,1757.1584300000004,13.48066,65.8,43.0,58.4,8.81568,1116.22025,0
37622,1660.99094,12.69427,65.8,43.0,57.4,7.12555,806.6569999999999,4
37627,1745.16765,13.45465,65.8,42.0,57.4,8.150910000000001,1426.72125,0
37632,1752.2661100000007,13.39662,65.8,42.0,57.4,9.02695,1397.1365,0
37637,1763.35653,13.49067,65.8,42.0,56.4,9.02517,1322.16825,0
37642,1751.23047,13.38061,65.8,42.0,56.4,7.68716,1292.5911199999996,6
37647,1735.7129100000002,13.390620000000002,65.8,42.0,56.4,8.491010000000001,1079.27825,6
37652,1739.13458,13.38262,64.8,42.0,55.4,7.992210000000001,1195.63675,6
37657,1719.95511,13.26856,64.8,42.0,55.4,7.6797,909.1,4
37662,1743.3966899999998,13.36461,64.8,41.0,55.4,6.54981,932.85775,1
37667,1680.89087,12.86836,64.8,41.0,55.4,7.62892,823.8205,4
37672,1618.21974,12.41614,63.8,41.0,54.4,6.827839999999999,739.58312,1
37677,1423.25835,10.86937,63.8,41.0,54.4,5.02105,503.93991,13
37682,1612.7120699999996,12.39213,62.8,41.0,53.4,5.97882,739.8306200000002,1
37687,1619.10537,12.46416,62.8,41.0,53.4,7.39421,747.72562,4
37692,1608.55493,12.40213,62.8,40.0,53.4,6.02343,736.9746200000002,1
37697,1757.02344,13.37861,62.8,40.0,52.4,7.45252,1441.17038,6
37702,1750.78029,13.45065,62.8,40.0,52.4,8.62003,1134.3846199999996,6
37707,1737.48374,13.37461,62.8,40.0,52.4,8.6174,1808.17312,14
37712,1753.5565800000004,13.40863,63.8,40.0,52.4,7.328130000000002,1376.50062,6
37717,1748.139,13.38662,63.8,40.0,51.4,8.02464,1159.69325,6
37722,1776.30787,13.49267,63.8,40.0,51.4,7.87317,1346.99838,6
37727,1751.63574,13.38061,63.8,40.0,51.4,7.3751,1110.42975,6
37732,1746.203,13.298570000000002,63.8,40.0,51.4,7.54205,1168.12975,6
37737,1737.09362,13.37061,63.8,40.0,51.4,8.52581,1237.76012,0
37742,1755.1924,13.36461,63.8,40.0,51.4,8.072289999999999,1213.69138,6
37747,1755.26748,13.514679999999998,64.8,40.0,51.4,8.445030000000001,1598.30362,14
37752,1742.67637,13.42864,64.8,40.0,51.4,8.13894,1301.88225,0
37757,1753.5417100000002,13.3506,64.8,40.0,51.4,8.6215,1638.71988,14
37762,1729.71002,13.33059,64.8,40.0,52.4,9.13491,2057.52488,8
37767,1717.13378,13.18852,65.8,40.0,52.4,8.96735,2053.4375,8
37772,1734.34722,13.3526,65.8,40.0,52.4,8.76563,1863.22912,14
37777,1724.60733,13.21653,65.8,40.0,52.4,8.17051,1809.96162,14
37782,1758.1790600000004,13.44865,65.8,40.0,53.4,8.36427,1710.29975,14
37787,1764.7672699999996,13.53069,65.8,40.0,53.4,9.73918,1880.21675,8
37792,1757.33847,13.43264,66.8,40.0,53.4,9.19511,2038.31025,8
37797,1759.78485,13.54469,66.8,41.0,54.4,8.256839999999999,2051.53275,8
37802,1756.79835,13.36861,66.8,41.0,54.4,10.32486,1896.26662,2
37807,1742.72127,13.27256,66.8,41.0,55.4,9.74311,2060.46675,8
37812,1743.62177,13.37261,66.8,41.0,55.4,8.491530000000001,1410.19925,0
37817,1755.4026199999996,13.3506,66.8,41.0,56.4,8.88151,1868.66488,14
37822,1758.11899,13.45265,67.8,42.0,56.4,9.44398,2061.3160000000003,8
37827,1743.62177,13.32459,67.8,42.0,56.4,7.54892,1972.97712,14
37832,1767.01845,13.422629999999998,67.8,42.0,57.4,10.77433,2064.05275,2
37837,1747.4337,13.394620000000002,67.8,42.0,57.4,11.51709,2062.43613,2
37842,1730.9555899999998,13.20653,67.8,42.0,58.4,10.65658,2059.55875,2
37847,1765.72769,13.45265,67.8,43.0,58.4,11.08537,2062.6558800000007,2
37852,1739.68987,13.26856,67.8,43.0,58.4,9.57178,2057.1205,8
37857,1771.8056600000002,13.60472,67.8,43.0,59.4,10.52254,2063.5295,2
37862,1750.64515,13.40262,68.8,44.0,59.4,10.64741,953.5405,7
37867,1683.4270600000002,12.9504,67.8,44.0,59.4,9.55863,824.15275,7
37872,1664.17251,12.7443,67.8,44.0,60.4,10.83078,823.96694,7
37877,1713.05157,13.11048,67.8,45.0,60.4,9.84181,867.8820599999998,7
37882,1723.78205,13.298570000000002,66.8,45.0,60.4,10.6307,866.12556,7
37887,1727.47386,13.1525,66.8,45.0,60.4,10.54075,868.75906,7
37892,1671.27096,12.83635,66.8,45.0,60.4,11.31444,822.9794400000002,7
37897,1670.35559,12.77631,65.8,45.0,60.4,8.20461,823.58281,4
37902,1717.20871,13.23054,65.8,45.0,59.4,10.03106,866.6203800000002,7
37907,1710.0652100000002,13.08247,65.8,45.0,59.4,8.40105,872.10419,4
37912,1677.37897,12.85635,65.8,45.0,58.4,7.46472,841.8481199999999,4
37917,1658.34965,12.63024,64.8,45.0,58.4,11.43025,826.0129400000002,7
37922,1699.66507,13.03044,64.8,45.0,58.4,9.54345,837.12994,7
37927,1709.37478,13.03444,64.8,45.0,57.4,11.17227,825.47606,7
37932,1677.37897,12.81834,64.8,45.0,57.4,8.72846,824.29738,4
37937,1671.0009699999996,12.86036,64.8,45.0,56.4,8.93459,827.4608099999998,4
37942,1687.52399,12.86036,64.8,45.0,56.4,10.52576,822.12356,7
37947,1661.69624,12.79232,64.8,44.0,56.4,8.20785,830.59644,4
37952,1696.09324,12.9564,64.8,44.0,55.4,10.18165,826.03856,7
37957,1683.24701,12.91038,63.8,44.0,55.4,8.9295,834.27938,4
37962,1696.8137,13.03244,63.8,44.0,55.4,10.27639,836.59775,7
37967,1705.2328,13.10448,63.8,44.0,55.4,10.30778,828.4485599999998,7
37972,1654.19266,12.7523,63.8,44.0,54.4,8.985380000000003,827.7945,7
37977,1693.55706,13.00643,63.8,44.0,54.4,9.57228,831.9875,7
37982,1679.6301399999998,12.97041,63.8,43.0,54.4,10.31136,823.6465,7
37987,1681.2809899999993,12.87636,63.8,43.0,54.4,10.25087,840.6355,7
37992,1667.71415,12.85435,63.8,43.0,54.4,10.45312,825.59325,7
37997,1687.97431,12.9464,63.8,43.0,54.4,10.13242,827.595,7
38002,1664.75782,12.71829,63.8,43.0,53.4,8.25202,824.6355,4
38007,1673.26702,12.85235,63.8,43.0,53.4,10.41152,832.49488,7
38012,1691.35108,12.84435,63.8,43.0,53.4,9.77361,850.00638,7
38017,1668.10441,12.79632,63.8,43.0,53.4,9.25057,826.16375,7
38022,1684.32741,12.77832,63.8,43.0,53.4,10.31135,829.36819,7
38027,1683.27704,12.87636,63.8,43.0,53.4,11.36274,824.52006,7
38032,1689.73012,13.00043,63.8,43.0,53.4,11.32919,827.43431,7
38037,1683.41204,12.83434,63.8,43.0,53.4,8.428469999999999,837.29669,4
38042,1669.83034,12.79432,63.8,43.0,53.4,9.87461,825.9376900000002,7
38047,1694.17226,12.91238,63.8,43.0,53.4,8.95608,847.28319,4
38052,1684.9727899999998,12.95841,63.8,43.0,53.4,8.80561,848.95775,4
38057,1687.2989,12.98842,63.8,43.0,53.4,7.7667899999999985,848.0841199999999,4
38062,1679.36001,12.89437,63.8,43.0,53.4,9.15803,860.09631,7
38067,1682.6617,12.92039,63.8,43.0,53.4,8.60036,856.84175,4
38072,1685.5581100000004,12.85635,63.8,43.0,53.4,10.98938,819.8618799999998,7
38077,1675.87828,12.89037,63.8,43.0,53.4,10.04916,823.17962,7
38082,1669.57522,12.87236,63.8,43.0,53.4,5.97601,838.41338,1
38087,1691.6811300000004,12.96241,63.8,43.0,53.4,12.58938,830.74006,12
38092,1686.62363,12.84235,63.8,43.0,53.4,9.86567,836.7348099999998,7
38097,1693.96219,13.03044,63.8,43.0,53.4,10.25904,839.25225,7
38102,1751.14052,13.412629999999998,63.8,43.0,53.4,10.90969,907.18119,7
38107,1733.61189,13.24655,63.8,43.0,53.4,9.14176,898.1586199999998,7
38112,1725.17763,13.28056,63.8,43.0,53.4,9.52077,899.56781,7
38117,1708.11434,13.1445,63.8,43.0,53.4,9.77203,885.52762,7
38122,1703.31197,13.07646,63.8,43.0,53.4,9.85854,888.352,7
38127,1705.86317,13.07446,63.8,43.0,53.4,10.06516,890.97681,7
38132,1717.82406,13.1585,63.8,43.0,53.4,9.94494,897.01025,7
38137,1711.11572,13.19052,63.8,43.0,53.4,9.39819,883.82775,7
38142,1746.81835,13.3586,63.8,43.0,53.4,10.45271,933.25744,7
38147,1761.99084,13.47466,63.8,43.0,53.4,10.30408,941.86388,7
38152,1730.44535,13.26656,63.8,44.0,53.4,9.07737,930.05262,7
38157,1754.2319899999998,13.46265,63.8,44.0,53.4,8.8333,931.33731,4
38162,1741.16052,13.394620000000002,63.8,44.0,54.4,9.8413,934.095,7
38167,1753.60177,13.486670000000002,63.8,44.0,54.4,11.05483,949.31538,7
38172,1749.54974,13.38862,64.8,44.0,54.4,9.9733,934.53,7
38177,1734.63237,13.38862,64.8,44.0,54.4,10.3959,931.49588,7
38182,1760.08487,13.52469,64.8,44.0,54.4,9.3946,935.21744,7
38187,1733.4166899999998,13.27256,64.8,44.0,54.4,8.56171,930.26094,4
38192,1755.89785,13.36461,64.8,45.0,54.4,10.20654,941.81462,7
38197,1743.60676,13.3506,64.8,45.0,55.4,10.62396,948.64062,7
38202,1715.99303,13.16851,64.8,45.0,55.4,8.03546,940.1745,4
38207,1767.70873,13.5487,64.8,45.0,55.4,9.39741,934.32781,7
38212,1735.5629,13.3566,64.8,45.0,55.4,11.55251,930.20806,7
38217,1741.4757100000004,13.3626,64.8,45.0,55.4,9.26552,934.18475,7
38222,1738.95454,13.38262,64.8,45.0,55.4,10.41788,942.23894,7
38227,1758.7343399999993,13.41663,64.8,45.0,55.4,10.44625,918.04106,7
38233,1718.28925,13.18051,64.8,46.0,55.4,10.73747,912.02338,7
38238,1737.34874,13.204529999999998,64.8,46.0,55.4,8.77307,926.66438,4
38243,1763.6567,13.49067,64.8,46.0,55.4,10.94245,956.87488,7
38248,1766.9133399999996,13.45065,64.8,46.0,55.4,8.89638,960.8015,6
38253,1722.5063100000002,13.26856,65.8,46.0,56.4,8.91886,956.73919,6
38258,1736.34313,13.32859,65.8,46.0,56.4,9.91726,949.94181,7
38263,1744.53714,13.3546,65.8,46.0,56.4,10.06657,954.1995,7
38268,1767.42358,13.5507,65.8,47.0,56.4,10.02734,966.78819,7
38273,1755.31268,13.3506,65.8,47.0,56.4,11.2436,959.05388,7
38278,1762.08093,13.51268,65.8,47.0,56.4,10.55158,1380.33162,14
38283,1727.0836,13.28457,65.8,47.0,56.4,9.89101,2059.46625,8
38288,1753.69172,13.37861,66.8,47.0,56.4,10.98997,2061.35612,2
38293,1717.56894,13.220529999999998,66.8,47.0,56.4,10.66118,2059.7405,2
38298,1743.1716,13.41063,67.8,48.0,57.4,10.84592,1771.90388,2
38303,1752.52123,13.41063,67.8,48.0,57.4,9.37505,1399.06425,0
38308,1755.44752,13.46465,67.8,48.0,58.4,9.97662,2059.87675,8
38313,1758.05893,13.48066,67.8,48.0,58.4,9.63187,2057.146,8
38318,1790.9402300000004,13.69877,68.8,48.0,58.4,11.65794,2037.81062,2
38323,1805.39226,13.68476,68.8,48.0,59.4,10.46167,2001.79788,2
38328,1746.8333699999996,13.3566,68.8,49.0,60.4,11.49337,2059.18662,2
38333,1756.4231,13.47266,68.8,49.0,60.4,10.2745,2059.23587,2
38338,1747.2386399999998,13.3466,68.8,49.0,61.4,10.23497,2059.07212,2
38343,1742.9615199999996,13.406629999999998,69.8,50.0,61.4,10.28459,2062.75438,2
38348,1741.8059,13.40462,69.8,50.0,61.4,9.22353,1896.65575,8
38353,1763.8519,13.52869,69.8,50.0,62.4,9.95795,2056.77475,8
38358,1761.58571,13.41063,69.8,50.0,62.4,7.92728,1108.99612,6
38363,1764.58723,13.47466,69.8,50.0,63.4,11.25903,2056.655,2
38368,1760.98537,13.45865,69.8,50.0,63.4,9.83907,1793.241,8
38373,1770.31999,13.58271,69.8,51.0,63.4,10.43292,2053.28125,2
38378,1755.4026199999996,13.33059,69.8,51.0,64.4,10.77573,2055.79688,2
38383,1762.68112,13.47866,69.8,51.0,64.4,9.80489,2020.84462,8
38388,1750.58523,13.38862,69.8,51.0,64.4,10.9632,2062.53388,2
38393,1743.3966899999998,13.3606,69.8,51.0,64.4,7.93446,978.49294,4
38398,1732.44126,13.29057,69.8,51.0,64.4,10.85817,2052.9773800000007,2
38403,1744.74736,13.41463,69.8,51.0,65.4,9.62902,1977.75712,8
38408,1761.97582,13.51268,69.8,51.0,65.4,10.32014,2052.44288,2
38413,1759.4997,13.406629999999998,69.8,51.0,65.4,10.06634,1982.2615,8
38418,1750.16494,13.46866,70.8,51.0,65.4,10.54934,2060.834,2
38423,1746.4732800000004,13.3486,70.8,51.0,65.4,10.20964,2058.95388,8
38428,1786.79825,13.58471,70.8,51.0,65.4,8.65265,2050.51863,8
38433,1719.32475,13.24255,70.8,51.0,65.4,9.98663,2057.78425,8
38438,1761.60072,13.508679999999998,70.8,51.0,65.4,9.91758,2059.67812,8
38443,1758.6893,13.47266,70.8,51.0,66.4,10.16208,2060.60588,8
38448,1771.9408,13.58872,70.8,52.0,66.4,9.99133,2039.27725,8
38453,1769.8998399999996,13.47666,70.8,52.0,66.4,9.19347,1418.7535,0
38458,1756.8582600000002,13.34259,70.8,52.0,66.4,8.941360000000003,1359.04975,0
38463,1724.4423,13.198520000000002,70.8,52.0,66.4,6.863169999999998,897.3916199999999,1
38468,1745.4076100000002,13.41663,70.8,52.0,66.4,6.682180000000002,941.30594,1
38473,1741.59569,13.38262,69.8,52.0,66.4,7.31359,1206.75938,6
38479,1760.5802399999998,13.48867,69.8,52.0,66.4,9.32295,1639.9055,14
38484,1756.9333399999996,13.38662,69.8,52.0,66.4,9.40167,1669.28438,14
38489,1732.92147,13.3486,69.8,51.0,66.4,9.60205,2047.73888,8
38494,1742.4211100000002,13.384620000000002,69.8,51.0,65.4,11.86555,2053.73625,2
38499,1765.48773,13.51268,69.8,51.0,65.4,10.72801,2028.00462,2
38504,1746.23303,13.44464,69.8,51.0,65.4,9.95837,1859.28112,8
38509,1765.5326300000004,13.54469,69.8,51.0,65.4,9.97112,1795.11612,8
38514,1762.03588,13.41463,69.8,51.0,65.4,9.96413,1861.453,8
38519,1726.88854,13.23454,69.8,51.0,65.4,10.57547,2055.3595,2
38524,1750.16494,13.39262,69.8,51.0,65.4,8.7586,1546.30562,14
38529,1746.03798,13.390620000000002,69.8,51.0,65.4,9.4126,1424.7235,0
38534,1737.96409,13.30858,69.8,51.0,65.4,10.60064,2059.395,2
38539,1751.60571,13.48466,69.8,51.0,64.4,9.07234,1947.39862,8
38544,1759.45466,13.46265,69.8,51.0,64.4,9.37498,1960.36012,8
38549,1752.3410399999998,13.40863,69.8,51.0,64.4,8.68479,1808.20912,14
38555,1738.08407,13.31458,69.8,51.0,64.4,10.28644,1951.892,2
38560,1760.9703600000007,13.394620000000002,69.8,51.0,64.4,9.07251,1648.775,14
38565,1757.72873,13.502670000000002,69.8,51.0,64.4,8.39917,1846.6845,14
38570,1749.5197100000007,13.390620000000002,69.8,51.0,64.4,9.291,1969.10275,8
38575,1773.7867,13.61873,69.8,51.0,64.4,11.36387,2052.4773800000007,2
38580,1721.18566,13.22254,69.8,51.0,64.4,9.18645,1926.05438,8
38585,1756.64819,13.37861,69.8,51.0,64.4,10.24593,1852.16612,8
38590,1749.35468,13.37261,69.8,51.0,64.4,10.71698,2053.42025,2
38595,1754.0819800000004,13.43864,69.8,51.0,64.4,9.82687,1920.28175,8
38600,1741.3706,13.39662,69.8,51.0,64.4,9.6684,2058.9005,8
38605,1763.4616399999998,13.45865,69.8,51.0,64.4,9.25449,1553.365,14
38610,1767.78381,13.45865,69.8,50.0,64.4,8.54117,1433.48212,0
38615,1750.4352199999996,13.42063,69.8,50.0,64.4,9.62017,1562.626,14
38620,1772.6461,13.47866,69.8,50.0,64.4,8.77564,1303.87888,0
38625,1752.05589,13.43664,69.8,50.0,64.4,6.26342,957.27475,1
38630,1746.6232899999998,13.38262,69.8,50.0,64.4,6.75098,960.2325,1
38636,1769.4945699999996,13.47066,68.8,50.0,63.4,9.33346,1393.38512,0
38641,1728.029,13.316579999999998,68.8,49.0,63.4,7.8283,955.64162,4
38646,1745.1976899999993,13.39862,68.8,49.0,63.4,10.15164,1710.49388,14
38651,1760.70022,13.42063,67.8,49.0,63.4,8.21386,1346.76375,0
38657,1746.65333,13.44464,67.8,49.0,62.4,8.52174,1137.13838,6
38662,1754.96732,13.53269,67.8,48.0,62.4,10.2117,1572.97125,14
38667,1744.2971899999998,13.37461,67.8,48.0,61.4,7.5236100000000015,1271.9506199999996,6
38672,1740.41018,13.43064,67.8,48.0,61.4,8.92355,1493.69925,0
38677,1739.3897,13.40863,67.8,48.0,61.4,9.30721,1697.60762,14
38682,1746.3831899999998,13.40462,67.8,47.0,60.4,9.20671,1388.61325,0
38687,1735.8931,13.38262,67.8,47.0,60.4,10.02802,1797.16325,8
38692,1746.66834,13.32058,67.8,47.0,60.4,8.38103,1419.35325,0
38697,1759.18452,13.39262,67.8,47.0,60.4,7.892530000000002,940.26975,4
38702,1732.39621,13.26256,66.8,46.0,59.4,10.1657,2055.927,8
38707,1737.7388600000004,13.310579999999998,66.8,46.0,59.4,7.72958,1410.69812,0
38712,1764.49713,13.45665,66.8,46.0,59.4,9.18648,1445.84388,0
38717,1752.40125,13.46866,66.8,46.0,59.4,9.89938,2064.29137,8
38722,1766.43313,13.48466,66.8,46.0,59.4,11.25032,2058.56025,2
38727,1780.8250899999996,13.620729999999998,66.8,46.0,59.4,10.38146,2055.35162,2
38732,1752.23608,13.52469,67.8,46.0,59.4,9.94324,2052.15238,8
38737,1692.16134,13.05445,67.8,46.0,59.4,8.797089999999997,2050.93088,8
38742,1767.78381,13.59672,67.8,46.0,59.4,10.62082,2060.88987,2
38747,1734.21208,13.31258,67.8,46.0,59.4,11.17141,2061.01725,2
38752,1741.4306600000002,13.45665,67.8,46.0,59.4,9.90236,2056.09962,8
38757,1740.1101600000004,13.38061,67.8,46.0,59.4,10.16289,2060.8815,8
38762,1737.03356,13.37261,67.8,46.0,59.4,9.71056,2056.98388,8
38767,1754.03693,13.40863,67.8,46.0,59.4,9.67613,1755.26238,14
38772,1746.7132399999996,13.3526,67.8,46.0,60.4,9.79974,1547.69188,14
38777,1759.4096100000004,13.38862,67.8,46.0,60.4,9.43942,1918.64675,8
38782,1768.62424,13.45665,67.8,46.0,60.4,9.86011,1645.55488,14
38787,1761.39065,13.46265,67.8,46.0,60.4,8.84326,2017.52312,8
38792,1762.00585,13.39662,67.8,46.0,60.4,8.863610000000003,1588.66912,14
38797,1740.98063,13.33659,67.8,46.0,60.4,8.585230000000001,1453.04788,0
38803,1742.4062399999998,13.33859,67.8,46.0,60.4,8.256960000000001,1179.66338,6
38808,1609.26037,12.40013,67.8,45.0,60.4,6.80947,746.91081,1
38813,1465.47426,11.24156,65.8,45.0,60.4,5.0111,554.9861900000002,13
38818,1386.6703699999996,10.60724,64.8,45.0,60.4,7.4702199999999985,456.92759,10
38823,1638.34476,12.48417,64.8,45.0,60.4,6.66258,756.50388,1
38828,1740.00505,13.31458,64.8,44.0,59.4,8.2586,914.44312,4
38833,1739.07452,13.33259,64.8,44.0,59.4,7.52606,965.0305,4
38838,1764.85722,13.52068,64.8,44.0,58.4,8.86856,1181.49312,0
38843,1741.2956600000002,13.3506,64.8,44.0,58.4,8.13562,928.15169,4
38848,1562.40725,11.97192,64.8,44.0,57.4,6.9836,667.67512,10
38853,1731.18067,13.27056,64.8,43.0,57.4,7.7739600000000015,885.2778800000002,4
38858,1590.68123,12.16801,64.8,43.0,56.4,6.53335,686.84594,10
38863,1519.78621,11.70178,63.8,43.0,56.4,7.47697,607.1805,10
38868,1575.83895,12.05196,63.8,43.0,56.4,7.263,674.20744,10
38873,1536.5044300000004,11.84986,62.8,42.0,55.4,6.15241,647.60506,10
38878,1506.3695300000004,11.55771,62.8,42.0,54.4,6.00973,601.35044,13
38883,1693.7671300000004,12.90238,62.8,42.0,54.4,6.99897,824.85075,1
38888,1556.22417,11.91989,62.8,41.0,53.4,6.89319,653.8000599999998,10
38893,1704.88773,13.08247,62.8,41.0,53.4,7.55784,875.09969,4
38898,1753.40657,13.41863,62.8,41.0,53.4,7.02619,978.02062,1
38903,1636.2287199999996,12.55621,62.8,41.0,52.4,7.784839999999999,768.21838,4
38908,1678.95488,12.84435,62.8,41.0,52.4,7.52469,820.89775,4
38913,1553.34277,11.95191,62.8,40.0,52.4,7.90925,659.8616900000002,4
38918,1630.79598,12.52419,62.8,40.0,51.4,7.21975,763.18931,4
38923,1404.15395,10.84536,61.8,40.0,51.4,5.96464,498.75156,13
38936,1119.94355,8.51421,59.8,40.0,50.4,5.00801,235.71214,9
38941,1119.04305,8.63627,59.8,39.0,49.4,4.43387,249.22741,9
38946,1127.92749,8.576239999999999,58.8,39.0,49.4,4.44888,246.50295,9
38951,1356.88069,10.36512,58.8,39.0,48.4,4.96989,434.02928,9
38956,1322.22857,10.18103,58.8,39.0,48.4,6.97762,416.11244,10
38961,1375.27978,10.47718,58.8,39.0,47.4,5.35268,455.59219,13
38966,1310.86786,9.98694,58.8,38.0,47.4,5.15046,390.79625,9
38971,1448.11081,11.09949,57.8,38.0,47.4,5.84721,525.78437,13
38976,1744.91253,13.27056,57.8,38.0,46.4,8.07615,916.55931,4
38981,1668.34466,12.70828,57.8,38.0,46.4,6.83281,794.16825,1
38986,1682.30147,12.89637,58.8,38.0,46.4,7.053089999999999,833.2105,1
38991,1664.0225,12.75631,58.8,38.0,46.4,6.03336,808.86512,1
38996,1584.39304,12.15001,58.8,38.0,46.4,6.35248,702.91825,1
39001,1686.83371,12.84835,59.8,38.0,46.4,7.15274,823.87312,4
39006,1601.62165,12.32609,59.8,38.0,46.4,5.99023,744.46775,1
39011,1549.30576,11.87987,59.8,38.0,46.4,6.64186,646.71556,10
39016,1475.36416,11.28758,59.8,38.0,46.4,6.9821800000000005,562.01175,10
39021,1336.92084,10.23906,59.8,38.0,46.4,6.20822,420.69856,13
39026,1522.2323,11.64175,58.8,38.0,46.4,7.1955,613.7353099999998,10
39031,1344.61963,10.23106,58.8,38.0,46.4,5.7099199999999986,416.68081,13
39036,1308.66188,10.07698,58.8,38.0,45.4,5.45653,396.93922,13
39041,1318.32654,10.04296,58.8,38.0,45.4,6.806710000000002,391.10128,10
39046,1362.67351,10.37313,57.8,38.0,45.4,6.21657,432.00806,13
39051,1431.64756,10.95942,57.8,38.0,45.4,6.43659,513.56728,10
39056,1621.07125,12.44815,57.8,37.0,44.4,7.49293,746.7681200000002,4
39061,1502.37756,11.5337,57.8,37.0,44.4,5.90815,605.72769,13
39066,1513.03282,11.51769,57.8,37.0,44.4,6.0655199999999985,596.48806,13
39071,1549.32077,11.96191,57.8,37.0,44.4,7.09449,667.24587,10
39076,1548.84056,11.90588,57.8,37.0,44.4,6.55618,659.24181,10
39081,1510.66167,11.55571,57.8,37.0,44.4,7.37265,593.94925,10
39086,1443.62347,10.98143,57.8,37.0,44.4,6.60825,517.0659099999998,10
39091,1707.90412,13.12649,57.8,37.0,44.4,6.9284300000000005,884.99456,1
39096,1620.72604,12.43214,58.8,37.0,44.4,7.262739999999999,742.47194,4
39101,1685.94822,12.97641,58.8,37.0,44.4,7.8364,854.00856,4
39106,1652.75189,12.66026,58.8,37.0,44.4,7.21548,776.8885,4
39111,1718.69453,13.17251,58.8,37.0,44.4,7.391589999999999,894.80125,4
39116,1706.1333,13.05845,59.8,37.0,44.4,7.53377,859.52681,4
39121,1569.11559,11.98993,59.8,37.0,44.4,7.2343,666.5485,10
39126,1591.85172,12.19603,59.8,37.0,44.4,6.61948,707.9811900000002,1
39131,1719.1447,13.17251,59.8,37.0,44.4,7.53607,883.0730599999998,4
39136,1745.87295,13.3606,59.8,37.0,44.4,6.74158,1035.60694,1
39141,1764.04696,13.422629999999998,60.8,37.0,44.4,6.94193,1022.42425,1
39146,1740.2902,13.390620000000002,60.8,37.0,45.4,6.8684699999999985,1018.7139999999999,1
39151,1680.5606699999996,12.89037,60.8,37.0,45.4,6.50028,842.99912,1
39156,1752.13097,13.43864,60.8,37.0,45.4,8.38775,1036.26431,6
39161,1637.92447,12.5502,61.8,37.0,45.4,4.8752,780.28038,13
39166,1746.0680100000004,13.44264,61.8,37.0,45.4,8.05589,1198.24475,6
39171,1752.14613,13.33659,61.8,37.0,46.4,7.86228,922.31081,4
39176,1751.71082,13.33659,61.8,37.0,46.4,7.06568,1422.50688,6
39181,1758.94442,13.38061,61.8,37.0,46.4,8.33023,1441.3663800000004,0
39186,1759.24458,13.48466,61.8,37.0,46.4,7.18622,997.33762,4
39191,1756.25808,13.45265,62.8,37.0,46.4,8.87721,1568.11625,14
39196,1749.72978,13.39662,62.8,38.0,47.4,8.54387,1364.70362,0
39201,1740.59037,13.36661,62.8,38.0,47.4,7.26883,972.74256,4
39206,1747.38865,13.36461,63.8,38.0,48.4,8.83934,1337.16375,0
39211,1738.08407,13.32659,63.8,38.0,48.4,7.486639999999999,1120.2565,6
39216,1737.34874,13.406629999999998,63.8,38.0,48.4,8.73263,1601.88975,14
39221,1763.11643,13.45265,64.8,39.0,49.4,10.60715,2056.78762,2
39226,1737.0784600000004,13.3506,64.8,39.0,50.4,10.04793,2059.93475,8
39231,1769.95991,13.44464,65.8,39.0,50.4,10.68463,2061.38625,2
39236,1773.9217,13.60472,65.8,39.0,51.4,10.44869,2058.38312,2
39241,1770.5751100000002,13.45665,65.8,40.0,51.4,10.63911,2061.13612,2
39246,1739.32964,13.32058,65.8,40.0,52.4,9.23577,2059.45613,8
39251,1771.4305600000002,13.44264,66.8,41.0,53.4,10.35015,2064.2985,2
39256,1757.71386,13.49867,66.8,41.0,53.4,10.93982,1980.44788,2
39261,1722.08616,13.17251,66.8,42.0,54.4,11.00263,2060.50938,2
39266,1802.33082,13.77881,66.8,42.0,55.4,10.09472,2057.0765,8
39271,1800.67998,13.7508,67.8,43.0,55.4,10.68537,2051.14725,2
39276,1718.04915,13.18051,67.8,43.0,56.4,9.81618,2052.3415,8
39281,1749.17449,13.38862,67.8,43.0,57.4,8.90653,1718.8985,14
39286,1764.21184,13.52869,67.8,44.0,57.4,9.19965,1948.24112,8
39291,1755.6277100000002,13.48066,67.8,44.0,58.4,11.14846,2057.88412,2
39296,1748.3791,13.42664,67.8,44.0,58.4,12.86039,2054.13425,11
39301,1748.36423,13.37061,68.8,45.0,59.4,10.12421,2060.61287,8
39306,1752.98642,13.46265,68.8,45.0,59.4,11.71409,2055.43375,2
39311,1713.51691,13.21053,68.8,45.0,60.4,10.95858,2054.93762,2
