Unnamed: 0,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category,distance
8284,1762.4260000000004,13.44064,63.5,43.6,51.8,7.56795,1081.18137,4,0.8361802383374868
8289,1719.6099,13.08647,63.5,43.6,51.8,6.26735,877.51669,13,0.43394211804399996
8294,1570.03096,12.015939999999999,63.5,43.6,51.8,5.848669999999999,672.18581,5,1.871387156371052
8299,1407.48567,10.85737,62.5,43.6,51.8,5.8192699999999995,496.31605999999994,5,0.4740306659245025
8304,1583.46251,12.198030000000001,62.5,43.6,51.8,6.7419600000000015,695.25506,0,1.0154076462464054
8309,1565.8889800000006,12.02594,62.5,43.6,51.8,6.5240800000000005,681.55244,0,1.047105491809981
8314,1402.6082199999994,10.74131,62.5,43.6,51.8,6.3726199999999995,477.59322000000003,0,1.1304697726662534
8319,1500.80179,11.47367,61.5,43.6,51.8,6.9207399999999994,585.03806,0,0.3888216105077282
8324,1526.01419,11.69778,61.5,43.6,51.8,6.77607,622.0915,0,0.4315957298857039
8329,1751.95093,13.400620000000002,61.5,43.6,51.8,7.22186,942.80075,8,1.0890138120342874
8334,1754.247,13.36861,61.5,43.6,51.8,7.6856,1016.18581,4,1.1224947577902011
8344,1734.1069699999994,13.29057,62.5,43.6,51.8,6.6379,924.8598099999999,13,0.8124217720822534
8349,1611.66156,12.362110000000001,62.5,43.6,51.8,7.07032,733.6864400000003,0,1.496586680558352
8354,1714.59745,13.04645,62.5,43.6,51.8,6.7816100000000015,868.49019,13,0.8102292147361914
8359,1699.6200199999994,13.020430000000001,62.5,43.6,51.8,6.88685,866.8570599999997,13,1.020619417078637
8364,1507.2849,11.43965,62.5,43.6,51.8,6.5609800000000025,574.4735,0,0.4461378848514319
8369,1511.35195,11.55371,61.5,42.6,51.8,6.87886,594.70794,0,0.3433718048102091
8374,1221.91895,9.394639999999999,61.5,42.6,50.8,5.69652,322.0665,5,1.0650629225895685
8379,1224.3952199999999,9.40065,60.5,42.6,50.8,5.39276,323.18244,11,1.3792093304450113
8384,1448.50092,11.03946,60.5,42.6,50.8,6.1938900000000015,522.2928099999998,5,1.3010040750571124
8389,1419.1913,10.87337,59.5,41.6,49.8,6.9115100000000025,495.89230999999995,0,0.674007203180754
8394,1376.0751699999994,10.45717,59.5,41.6,49.8,5.636,438.19662,5,0.17608151462772
8399,1406.0300300000001,10.7193,59.5,41.6,49.8,5.79309,478.90647,5,0.3240534742139016
8404,1544.62336,11.88387,59.5,40.6,48.8,6.69465,649.6528099999998,0,0.6656529403928308
8409,1661.23105,12.67026,59.5,40.6,48.8,7.47624,783.70931,8,0.6145716928577345
8414,1748.4391600000001,13.40262,59.5,40.6,48.8,7.165719999999999,971.9449400000001,8,1.324466009875292
8419,1637.60943,12.624239999999999,59.5,40.6,48.8,7.1677399999999984,779.0821900000003,8,1.1215580910752745
8424,1742.18115,13.3606,59.5,40.6,48.8,7.34324,986.89181,8,1.173788213788124
8429,1557.16957,12.02995,59.5,40.6,48.8,5.7244,685.9019999999998,5,1.9526613655765583
8434,1469.64642,11.261569999999999,59.5,40.6,48.8,5.8909199999999995,556.84825,5,0.9901678768893044
8439,1354.0743699999996,10.37313,59.5,40.6,47.8,6.01112,435.78075,5,0.7410675321090469
8444,1280.85309,9.78684,59.5,39.6,47.8,4.59545,362.93433999999996,11,1.1349291894090812
8449,1361.24776,10.37513,58.5,39.6,47.8,6.9175,428.21644000000003,0,1.1762504493864692
8459,1761.60072,13.424629999999999,58.5,39.6,47.8,8.36481,1082.85075,4,1.2036910548007085
8464,1424.72915,10.889380000000001,58.5,39.6,47.8,7.30398,500.84815999999995,0,1.3401045094512976
8469,1358.2162,10.35712,58.5,39.6,47.8,4.97658,437.61819,11,1.4926490045455223
8474,1406.45018,10.707289999999999,58.5,38.6,46.8,6.1687199999999995,474.75566,5,1.1164874551541244
8479,1502.7676800000006,11.555710000000001,58.5,38.6,46.8,6.0872699999999975,600.40881,5,1.5394000218186437
8484,1610.04075,12.406130000000001,58.5,38.6,46.8,7.0491100000000015,754.34138,8,1.4357150303701571
8489,1692.23642,13.03244,58.5,38.6,46.8,6.7339199999999995,863.1655599999997,13,0.7028359986565733
8494,1478.6208,11.3356,58.5,38.6,46.8,6.5933600000000006,563.53738,0,0.37264893397019394
8499,1448.99614,11.17352,58.5,38.6,46.8,5.90508,547.83394,5,0.9407843054482752
8504,1389.47669,10.707289999999999,58.5,38.6,46.8,5.19044,478.10409000000004,5,1.2038379662990788
8509,1268.9672699999999,9.77083,58.5,38.6,46.8,5.3608,360.81219,5,1.081302077970604
8514,1417.64571,10.85737,58.5,37.6,46.8,6.21834,494.41238,5,1.267288841016225
8519,1287.78637,9.9169,57.5,37.6,45.8,4.28751,381.06481,11,1.9277259842666792
8524,1095.3763900000001,8.43417,57.5,37.6,45.8,4.01644,153.01656,2,0.2094439305227676
8529,1128.58781,8.55823,56.5,37.6,45.8,4.54934,243.70252999999997,11,1.0533931594341617
8534,1100.56895,8.43017,56.5,37.6,45.8,3.64551,174.76598,2,0.9642539912630794
8539,1101.1092199999996,8.43017,55.5,37.6,44.8,4.242719999999999,192.29955,2,0.9655318967865748
8544,1137.26203,8.75032,55.5,37.6,44.8,5.6144,258.86598,5,1.6008509986605528
8549,1225.4307099999999,9.33261,55.5,36.6,44.8,5.2217199999999995,314.97484,11,0.9092913150500448
8559,1107.33728,8.42216,54.5,36.6,43.8,3.75619,201.03059,2,0.7595901749983925
8564,1093.87563,8.426160000000001,54.5,36.6,43.8,3.2914199999999996,158.69767,7,1.4462890148378722
8569,1100.23883,8.44017,54.5,36.6,43.8,4.93954,177.32311,11,1.0514585610401022
8574,1099.38337,8.43017,53.5,36.6,43.8,3.0030799999999997,135.55028000000001,7,0.7106172744847131
8579,1108.01262,8.42216,53.5,36.6,43.8,4.52215,204.81733,11,1.3063078382931828
8584,1098.39285,8.42416,53.5,35.6,42.8,3.9811300000000003,215.66733,2,0.6229206911656221
8589,1099.02322,8.42817,53.5,35.6,42.8,4.25368,173.81384,2,0.9429410620023828
8594,1102.18977,8.44617,52.5,35.6,42.8,3.4363,166.45047,2,1.59801184269331
8599,1106.13669,8.43217,52.5,35.6,42.8,3.81452,131.04269,2,0.5300746718935306
8604,1101.09421,8.42216,52.5,35.6,42.8,4.3223400000000005,187.70816000000002,2,1.1831934706408798
8609,1102.4599,8.42416,51.5,35.6,42.8,4.08035,171.75462,2,0.4163234672426961
8614,1099.0082,8.43417,51.5,35.6,41.8,2.52316,70.14086999999999,7,0.9859890946693458
8619,1096.71205,8.43817,51.5,35.6,41.8,3.4408,128.4542,2,1.6188639533039988
8624,1095.2863,8.44017,51.5,35.6,41.8,2.9199200000000003,103.08166,7,0.31343070620903474
8629,1131.64933,8.6963,51.5,34.6,41.8,4.33252,257.25032999999996,2,1.59070250132874
8634,1244.7451800000001,9.48669,51.5,34.6,41.8,4.6331,332.4032200000001,11,0.874478047339856
8639,1210.6783699999999,9.29459,51.5,34.6,41.8,5.57651,311.18822,5,1.1891922001941044
8644,1261.26834,9.65477,51.5,34.6,41.8,5.24314,347.48803,11,1.1015146590872915
8649,1093.81564,8.42817,51.5,34.6,41.8,3.3307,159.9985,7,1.5446888795923022
8654,1100.7490699999996,8.43417,51.5,34.6,41.8,3.0488299999999997,96.4148,7,0.5398860596555254
8659,1096.30685,8.43817,50.5,34.6,40.8,4.27641,201.02228,2,1.0990332282444146
8664,1130.85393,8.6903,50.5,34.6,40.8,4.96168,256.0478,11,0.3213472735734496
8669,1099.71357,8.42817,50.5,34.6,40.8,4.11718,126.41125,2,0.6252518962953216
8674,1099.15821,8.43417,50.5,34.6,40.8,3.51355,126.18166000000001,2,1.4062303173954045
8679,1095.72153,8.436169999999999,50.5,34.6,40.8,3.5393800000000004,93.68911,2,1.46866028425326
8684,1108.44785,8.44017,50.5,34.6,40.8,3.6533,85.6316,2,1.23184428073587
8689,1108.01262,8.42817,49.5,34.6,40.8,3.74303,102.60045,2,0.9013994928659652
8694,1107.6074199999996,8.42817,49.5,33.6,40.8,2.57932,82.11838,7,0.8303333915809766
8699,1100.29882,8.43817,49.5,33.6,40.8,3.92521,73.9242,2,0.9454062000565068
8704,1096.2918300000001,8.42416,49.5,33.6,40.8,2.3995599999999997,51.971270000000004,7,1.3518766536306457
8709,1107.9226,8.42216,49.5,33.6,40.8,3.4489400000000003,133.22483,2,1.583860374387836
8714,1100.80906,8.44417,50.5,33.6,40.8,3.94276,198.00223,2,0.4236704935342925
8719,1107.1872,8.43017,50.5,33.6,40.8,4.09659,145.13269,2,0.4718569211776173
8724,1097.40241,8.41816,50.5,33.6,40.8,3.6992199999999995,198.45005,2,0.8926781447805969
8729,1275.0002,9.760819999999999,51.5,33.6,40.8,4.47654,361.20027999999996,11,1.3850696157754592
8734,1308.72179,9.95492,52.5,33.6,40.8,5.67663,384.24231000000003,5,0.5516880139551751
8739,1300.34774,9.95492,52.5,33.6,40.8,5.8082,384.17431,5,0.6075768950850156
8744,1427.41549,10.94941,53.5,33.6,40.8,6.21053,512.8149099999998,5,1.3024974858781793
8749,1385.40964,10.67928,53.5,33.6,40.8,6.3338800000000015,470.92090999999994,0,1.2315763204233363
8754,1215.78092,9.3006,54.5,33.6,40.8,5.19351,312.51478,11,0.8286900537235311
8759,1177.9172,9.00445,54.5,33.6,40.8,5.34831,283.67181,11,1.2077114021013058
8764,1230.00785,9.46468,54.5,33.6,40.8,5.8771900000000015,330.01384,5,1.0833701076841955
8769,1202.18412,9.15853,54.5,33.6,40.8,5.65781,297.23525,5,1.2743136575256386
8774,1155.04593,8.860380000000003,54.5,33.6,40.8,5.091469999999998,271.53643999999997,11,0.5235972672859781
8779,1215.55583,9.3026,55.5,33.6,40.8,5.780069999999999,309.92744,5,1.181480377847375
8784,1210.58835,9.27458,55.5,33.6,40.8,5.5381199999999975,306.83397,5,1.2479510921345969
8789,1288.16176,9.81485,55.5,33.6,40.8,6.06992,365.46162000000004,5,1.1183726107128256
8794,1244.9554,9.60075,56.5,34.6,40.8,5.5974900000000005,341.35134,5,0.9347097634518978
8799,1219.77289,9.36663,56.5,34.6,40.8,5.35201,317.04297,11,1.2563868380086898
8804,1206.73145,9.3046,56.5,34.6,40.8,3.9127699999999996,311.25408999999996,2,1.6721797627140402
8809,1325.6802599999999,10.15502,57.5,34.6,40.8,6.33217,407.57534,5,1.5214743186022064
8814,1158.18244,8.81236,57.5,34.6,40.8,3.6705099999999997,268.31266,2,1.4799784675949752
8819,1182.13433,9.05448,56.5,34.6,40.8,5.0563,287.58806,11,0.4111871994222335
8824,1129.51827,8.6983,56.5,34.6,40.8,4.42925,256.8043,11,1.329995019320261
8829,1141.5092,8.7083,56.5,34.6,40.8,3.69939,258.04822,2,1.3362237734044575
8834,1264.8702,9.74682,55.5,34.6,40.8,5.54216,354.21456,5,0.8767830674941948
8839,1400.64219,10.74731,55.5,34.6,40.8,5.36966,482.95862,5,0.8101388064650566
8844,1574.21799,12.11599,55.5,34.6,40.8,6.50917,686.84969,0,1.100594973671258
8849,1537.35974,11.70779,56.5,34.6,40.8,7.1707100000000015,624.75869,0,1.030971424011248
8854,1598.7552699999999,12.27006,56.5,34.6,40.8,6.27206,715.10644,13,0.9530077482308964
8859,1577.20449,12.134,56.5,34.6,40.8,6.78176,693.62938,0,1.0031384020923748
8864,1498.68576,11.453660000000001,56.5,34.6,40.8,6.1025300000000025,590.34344,5,1.4950467202960107
8869,1543.99314,11.90588,56.5,34.6,40.8,5.74444,654.62056,5,1.695817582280596
8874,1551.76701,11.823839999999999,57.5,34.6,41.8,5.9881699999999976,638.32512,5,1.698148663748002
8879,1538.36534,11.817839999999999,57.5,34.6,41.8,6.570539999999999,645.75694,0,0.7491054013835589
8884,1564.11801,11.9459,57.5,34.6,41.8,6.84094,664.2810599999998,0,0.7892691377700961
8889,1541.66703,11.83985,57.5,34.6,41.8,6.20582,645.05381,0,1.3849574767421329
8894,1626.38387,12.458160000000001,57.5,34.6,41.8,6.6250300000000015,749.86925,13,0.7845105689742451
8899,1676.4636,12.83234,57.5,34.6,41.8,6.75943,824.23106,13,0.7328725991018025
8904,1692.97174,12.93239,58.5,34.6,41.8,6.581189999999999,844.46225,13,0.3581019005686139
8909,1687.9442800000006,12.91238,58.5,34.6,42.8,6.1822300000000014,837.79069,13,0.4850301893894641
8914,1621.71649,12.50618,58.5,34.6,42.8,7.005489999999999,762.93069,13,1.359560817882376
8919,1601.2464,12.32409,58.5,34.6,42.8,6.693110000000001,724.22862,13,1.023406187540953
8924,1673.82216,12.82434,58.5,34.6,42.8,6.86263,820.4965,13,0.9513881997179644
8929,1688.72465,13.00643,59.5,34.6,42.8,7.12483,856.98188,8,1.0599462777962847
8934,1716.74352,13.132489999999999,59.5,34.6,42.8,6.942310000000001,882.6496199999997,13,1.1639013952696002
8939,1752.80638,13.334589999999999,59.5,34.6,43.8,7.35854,929.2719400000001,8,0.8028577783095188
8944,1726.6934800000001,13.13449,59.5,34.6,43.8,6.6269899999999975,883.30356,13,0.5698659289481415
8949,1498.91085,11.47767,59.5,34.6,43.8,6.83131,592.82156,0,0.2554485282787147
8954,1456.5449199999994,11.21754,59.5,34.6,43.8,6.3342,548.1003099999998,0,0.9668288118945212
8959,1510.43658,11.59173,59.5,34.6,43.8,6.5255800000000015,600.97125,0,0.5844546082026967
8964,1505.9792699999994,11.47167,59.5,34.6,43.8,6.86977,584.24438,0,0.28102472049739524
8969,1508.2604800000001,11.60374,59.5,34.6,43.8,7.140460000000001,609.57056,0,0.920134894098932
8974,1651.74628,12.672260000000001,59.5,34.6,43.8,6.15451,786.55556,13,0.6583146559676167
8979,1573.4226,12.12599,59.5,34.6,43.8,6.17136,689.4083099999997,13,1.2095054097225255
8984,1503.69821,11.58973,59.5,34.6,43.8,6.36776,604.5845,0,0.9243333183517431
8989,1514.66865,11.60173,59.5,34.6,43.8,7.3378,605.99,0,1.3369554773449512
8994,1443.53352,11.05747,59.5,34.6,43.8,7.01894,525.6396900000002,0,0.6781746621944242
8999,1373.1337199999996,10.551219999999999,59.5,34.6,43.8,5.647069999999999,458.54312000000004,5,0.1351151882813138
9004,1249.05233,9.5047,58.5,34.6,43.8,5.2053400000000005,332.89838,11,0.9395122643700532
9009,1257.7267,9.68679,58.5,34.6,43.8,6.27845,352.1335,5,1.580764491226846
9014,1221.19857,9.35062,58.5,34.6,43.8,5.3426300000000015,318.99612,11,1.2364858588352772
9019,1256.76613,9.66278,57.5,34.6,43.8,5.659619999999999,348.43106,5,0.8510588640640275
9024,1289.5725,9.81885,57.5,34.6,43.8,4.55276,369.607,11,1.2653758118474476
9029,1300.75287,10.03696,57.5,34.6,42.8,5.6909800000000015,393.26356,5,0.4749799791265841
9034,1230.20306,9.45267,56.5,34.6,42.8,5.22106,328.07181,11,0.9557426483578212
9039,1272.2237699999996,9.80485,56.5,34.6,42.8,4.5689400000000004,369.61341,11,1.2321032782932029
9044,1262.8741400000001,9.62076,56.5,33.6,42.8,5.22273,343.94784,11,1.036077983327263
9049,1239.35763,9.55872,56.5,33.6,42.8,5.10775,339.41797,11,0.7621277053365888
9054,1175.02071,9.04247,55.5,33.6,42.8,5.9164,282.85516,5,1.480826922830358
9059,1121.48929,8.57024,55.5,33.6,41.8,5.06421,245.15402999999998,11,0.5812697626954831
9064,1101.1843,8.43017,54.5,33.6,41.8,4.16884,151.78505,2,0.6731126538119134
9069,1205.56082,9.190539999999999,54.5,33.6,41.8,4.94509,301.7595,11,0.1931962832022021
9074,1094.35584,8.42817,54.5,33.6,41.8,4.49024,205.52719,11,1.3732455842086753
9079,1226.94642,9.41265,54.5,33.6,41.8,5.191319999999998,325.76391,11,0.8730400595863924
9084,1230.83342,9.41665,54.5,33.6,41.8,5.97288,323.74318999999997,5,1.2315968994332571
9089,1211.78895,9.328610000000001,54.5,33.6,41.8,5.1493699999999984,315.35003,11,0.7262435723119158
9094,1193.08969,9.13251,53.5,33.6,40.8,5.1889,297.68269,11,0.7819486554577537
9099,1099.71357,8.43817,53.5,33.6,40.8,4.18968,224.03172999999998,2,1.0188986418904555
9104,1101.30428,8.43417,53.5,33.6,40.8,3.7316599999999998,192.18805,2,0.7718002950512493
9109,1096.75703,8.42817,52.5,33.6,40.8,3.99969,134.40368999999998,2,0.31230624213360536
9114,1105.13122,8.40816,52.5,33.6,40.8,3.98788,159.62108999999995,2,0.10840701194019488
9119,1113.5504,8.46618,52.5,33.6,40.8,4.30616,236.06752999999998,2,1.3783449586129424
9124,1109.24325,8.44017,52.5,33.6,40.8,2.89374,151.09681,7,0.7673243137322838
9129,1099.7885800000001,8.42216,52.5,33.6,40.8,4.32112,196.76889,2,1.2095055790528182
9134,1105.6715,8.4982,51.5,33.6,40.8,4.7415,240.30198,11,0.6256201360866236
9139,1108.85306,8.44617,51.5,33.6,40.8,4.50871,185.15431,11,1.455726822558867
9144,1096.2467900000001,8.43817,51.5,33.6,40.8,3.4086199999999995,51.60873,7,1.5237462023009112
9149,1147.52718,8.83437,51.5,33.6,40.8,5.74564,268.47694,5,1.5135546812302532
9154,1094.2658199999996,8.42817,51.5,33.6,40.8,4.2259400000000005,141.59495,2,0.8669346426240768
9159,1103.46536,8.43217,50.5,33.6,40.8,2.70131,10.61404,7,0.8029202187447607
9164,1101.79958,8.43417,50.5,33.6,40.8,4.05671,135.15786,2,0.4184945234421703
9169,1104.03567,8.44017,50.5,33.6,40.8,3.72534,173.14028000000005,2,0.7186191194577588
9174,1106.3918099999999,8.43017,50.5,33.6,40.8,4.3741900000000005,169.17322,2,1.306547467447566
9179,1101.94966,8.43217,50.5,33.6,40.8,4.18349,141.1117,2,0.7412397160883999
9184,1129.42818,8.652280000000001,50.5,33.6,40.8,4.25751,250.90127,2,1.3765768106375331
9189,1103.0901900000001,8.43417,50.5,33.6,40.8,3.25529,82.72591,7,1.0778627110651398
9203,1107.4724199999996,8.426160000000001,48.5,33.6,40.8,3.69357,135.36811,2,0.8441638993287176
9208,1097.77765,8.43217,49.5,33.6,40.8,3.8584,75.22053000000002,2,0.9721123626558532
9213,1105.94163,8.420160000000001,49.5,33.6,40.8,2.95834,56.5635,7,0.30008258253515313
9218,1099.23336,8.420160000000001,50.5,33.6,40.8,4.16383,142.81812,2,0.6776684934031366
9223,1094.2508699999996,8.43017,50.5,34.6,41.8,2.30357,95.08266,7,1.615755370176796
9228,1102.23481,8.45018,50.5,35.6,41.8,3.04744,104.19341999999999,7,0.5723760225932895
9233,1108.04265,8.442169999999999,50.5,35.6,42.8,3.4596699999999996,132.66586,2,1.5524298980635718
9238,1095.0162300000004,8.44417,51.5,36.6,42.8,2.97867,37.162890000000004,7,0.4782024505535966
9243,1366.20029,10.49719,51.5,36.6,43.8,6.4343,448.44172000000003,0,1.203933957888506
9248,1107.6224300000001,8.43817,52.5,36.6,43.8,4.85671,178.45417,11,1.0451228234324792
9253,1094.11573,8.43817,52.5,36.6,43.8,3.5556699999999997,158.15705,2,1.2274119349741155
9258,1112.15467,8.4902,52.5,36.6,44.8,5.53891,232.07927999999998,11,1.8032239915744144
9263,1098.7530800000004,8.43217,52.5,36.6,44.8,4.7360000000000015,212.75664,11,0.8425120183254298
9268,1100.95921,8.42216,53.5,36.6,44.8,2.55241,45.9853,7,0.9471412136183504
9273,1338.19644,10.28909,53.5,36.6,44.8,6.242719999999999,423.88434000000007,5,1.2897808897607
9278,1107.4273,8.43417,54.5,36.6,44.8,4.12465,212.90552000000002,2,0.7911305747380559
9283,1119.22317,8.62026,54.5,36.6,44.8,4.20895,246.29077999999998,2,1.239204087664486
9288,1167.38199,8.93041,54.5,36.6,44.8,4.99155,275.93144,11,0.2504763520806815
9293,1139.4081,8.76033,54.5,36.6,44.8,5.01321,256.32605,11,0.4054100618793475
9298,1127.73236,8.59025,54.5,37.6,44.8,5.49575,243.72231000000002,11,1.659675971786926
9303,1099.48848,8.42817,55.5,37.6,44.8,2.35507,64.12425999999999,7,1.4616615746085369
9313,1222.77433,9.34062,55.5,37.6,44.8,5.54092,318.08875,5,1.157122339861452
9318,1219.59277,9.322610000000001,56.5,37.6,44.8,5.07332,313.12356,11,0.5314187735118328
9323,1147.51217,8.85838,56.5,37.6,44.8,3.57355,209.19275,2,1.292807357138011
9328,1104.03567,8.460180000000001,56.5,37.6,44.8,4.0496300000000005,192.41144,2,0.4689510373079393
9333,1486.97999,11.35962,56.5,37.6,44.8,6.35497,566.20412,0,0.9066551877372052
9338,1415.5747199999994,10.81334,57.5,37.6,44.8,5.4976,493.76209000000006,5,0.5879584647020945
9343,1436.17995,10.99944,57.5,37.6,44.8,6.32302,516.39578,0,1.0628462932840113
9348,1419.8967400000001,10.899389999999999,57.5,37.6,44.8,5.91259,519.3874099999998,5,0.7598194482112185
9353,1295.9955400000001,9.9109,57.5,37.6,44.8,5.5620400000000005,376.00856,5,0.6938331134050337
9358,1306.98086,10.05097,57.5,37.6,44.8,5.36602,392.84722,5,0.9086715551143341
9363,1492.75779,11.41564,57.5,37.6,44.8,5.43538,577.55038,5,1.2176620918960688
9368,1416.65526,10.88538,56.5,37.6,44.8,6.96432,500.34697,0,0.7142464084065171
9373,1122.77998,8.5002,56.5,37.6,44.8,4.09802,171.94009,2,0.4689439612247321
9378,1104.44087,8.470189999999999,56.5,37.6,44.8,5.0540199999999995,180.50364,11,1.0940076351516583
9383,1107.98266,8.436169999999999,55.5,37.6,44.8,4.93964,168.18323,11,1.1399199278119263
9388,1099.45838,8.44417,55.5,37.6,44.8,4.7062,183.59672,11,1.1271191113583312
9393,1094.0107,8.42416,55.5,37.6,44.8,4.3966400000000005,145.06486,2,1.3808904790223389
9398,1155.31599,8.84637,54.5,37.6,44.8,3.69035,268.39178,2,1.445404455226455
9403,1097.6575300000004,8.42416,54.5,37.6,44.8,4.58311,177.24883,11,1.3693191856402416
9408,1098.7530800000004,8.42817,54.5,37.6,44.8,3.75306,29.724559999999997,2,1.55522635890196
9413,1098.55795,8.40816,54.5,37.6,44.8,4.17826,145.1902,2,0.7144689253648396
9418,1101.36434,8.42817,54.5,37.6,44.8,3.4468300000000003,114.44748,2,1.6404730565740888
9433,1093.96572,8.42817,51.5,37.6,44.8,3.3954199999999997,169.5722,2,1.726064275020999
9438,1100.2088,8.43817,51.5,37.6,44.8,3.4243900000000003,54.209630000000004,7,1.5640009494720517
9448,1104.33583,8.436169999999999,51.5,37.6,43.8,2.37657,101.09543000000001,7,1.4222312429570323
9453,1101.25931,8.436169999999999,51.5,37.6,43.8,4.35344,152.03181,2,1.2409161507830395
9458,1141.04393,8.75633,51.5,37.6,43.8,5.5617199999999976,259.3877,11,1.807611946183683
9463,1093.83058,8.416160000000001,51.5,37.6,43.8,3.2911599999999996,165.20531,7,1.4845376564840669
9468,1104.35085,8.44818,51.5,37.6,43.8,3.9407,120.01717,2,0.4364229419284049
9473,1095.31633,8.42216,51.5,37.6,43.8,4.90771,196.33275,11,0.8628651952383907
9478,1114.1206300000001,8.55223,51.5,37.6,43.8,4.8272900000000005,239.70519,11,0.4910587195233641
9483,1098.57297,8.43017,51.5,37.6,43.8,2.9721,110.95398,7,0.4575949605968096
9488,1133.18012,8.73232,51.5,37.6,43.8,3.95154,260.81931000000003,2,1.1131354287646302
9493,1295.05,9.86488,51.5,37.6,43.8,5.55547,372.0565,5,0.729981415281207
9498,1100.2088,8.41816,51.5,37.6,43.8,4.15155,171.91956000000005,2,0.6290479215211473
9503,1102.2198,8.426160000000001,51.5,37.6,43.8,3.8855800000000014,125.56651000000001,2,0.4276586888769552
9508,1100.31383,8.42216,51.5,37.6,43.8,3.8705199999999995,102.76748,2,0.6742466253183812
9513,1098.55795,8.43417,51.5,37.6,43.8,4.12634,168.75263999999999,2,0.5457296796185205
9518,1095.97665,8.41816,51.5,37.6,43.8,3.6576,102.54762,2,1.1069197083212303
9523,1108.13267,8.43417,51.5,37.6,43.8,4.59208,176.03236,11,1.362860064827702
9528,1093.9057300000004,8.416160000000001,51.5,37.6,43.8,4.36223,217.88175,2,1.4184504524449637
9533,1097.34242,8.45618,50.5,37.6,43.8,2.73659,106.57035,7,0.4999296047170478
9538,1122.945,8.64827,50.5,37.6,43.8,5.04824,248.07494,11,0.5299534754870142
9543,1107.98266,8.436169999999999,50.5,37.6,43.8,4.71981,175.03105,11,1.1841883578824741
9548,1107.0522,8.41816,50.5,37.6,43.8,3.9704099999999998,163.52995,2,0.06969808523176436
9553,1415.66467,10.77332,50.5,37.6,43.8,6.28735,476.82809000000003,0,1.286813273576304
9558,1269.3423699999996,9.66278,50.5,37.6,43.8,5.5494,346.43827999999996,5,0.9294830127427148
9563,1336.57563,10.27708,51.5,37.6,43.8,6.582910000000001,414.17197000000004,0,1.2942483891855705
9568,1444.40399,11.1315,51.5,37.6,43.8,6.6675699999999996,538.3955599999998,0,0.31450377395879364
9573,1294.8849699999996,9.952919999999999,51.5,37.6,43.8,5.71669,383.2455,5,0.5595844519226717
9578,1113.26517,8.538219999999999,51.5,37.6,43.8,4.43825,241.55192000000002,11,1.3450454203104711
9583,1549.78597,11.90588,52.5,37.6,43.8,6.34856,662.13131,0,1.1876008488701717
9588,1288.4017199999996,9.9209,52.5,37.6,43.8,4.41866,384.48847,11,1.6427663007185704
9593,1408.14607,10.7153,52.5,37.6,43.8,5.8788599999999995,482.20103,5,0.4976314487938359
9598,1265.87566,9.74081,53.5,37.6,43.8,5.3364,358.59256,5,1.135532714976791
9603,1104.23072,8.43417,53.5,37.6,43.8,2.86953,99.97476,7,0.2537296053441905
9608,1105.35631,8.44617,52.5,37.6,43.8,4.91373,229.38553,11,0.542315785394533
9613,1442.3628800000001,10.985430000000001,52.5,37.6,43.8,5.76889,516.6334099999998,5,0.5728576398459619
9618,1294.2097,9.9109,52.5,37.6,44.8,7.1905100000000015,375.3875,0,1.8233075044071123
9623,1476.5348,11.35962,53.5,37.6,44.8,6.38646,569.42069,0,0.8357566268139237
9628,1472.19762,11.245560000000001,53.5,37.6,44.8,5.7950800000000005,559.0455599999998,5,0.9281184253906588
9633,1096.1567699999996,8.43217,53.5,37.6,44.8,4.80245,210.58264,11,0.7775730814024787
9638,1202.16918,9.1085,53.5,37.6,44.8,5.67413,291.62281,5,1.3186101495796188
9643,1214.83544,9.260580000000001,53.5,37.6,44.8,5.24138,306.95725,11,0.9398117631980728
9648,1151.54911,8.76033,53.5,37.6,44.8,4.15771,261.45564,2,1.2867362710383048
9653,1102.8500900000001,8.442169999999999,53.5,37.6,44.8,3.75713,79.48595,2,1.0680810421370863
9658,1107.66741,8.42416,53.5,37.6,44.8,3.4853400000000003,164.17522,2,1.4455520235537476
9663,1189.14276,9.05247,53.5,37.6,44.8,4.33293,285.73344,11,1.5640483840149595
9668,1096.96717,8.43417,53.5,37.6,44.8,3.29066,150.62133,7,1.3990230986040422
9673,1358.71157,10.45917,52.5,37.6,44.8,5.4508800000000015,453.86772,5,0.5755504565238412
9678,1177.10679,9.03647,52.5,37.6,44.8,5.39588,284.5420000000001,11,1.3374869415783577
9683,1099.93859,8.44417,52.5,37.6,44.8,4.09669,188.49183,2,0.5466685199524179
9688,1094.32588,8.43217,52.5,37.6,44.8,3.80674,190.14688999999998,2,0.5628242432804493
9693,1108.4929,8.44017,52.5,37.6,44.8,4.05881,146.77086,2,0.3565434677513422
9698,1144.3606300000001,8.76633,52.5,37.6,44.8,5.10464,263.029,11,0.5836073664323327
9703,1101.4244099999999,8.42817,52.5,37.6,44.8,4.85436,222.80277999999998,11,0.6219411413716704
9708,1102.20478,8.43217,52.5,37.6,44.8,5.18107,209.70488,11,1.0495038695855874
9713,1098.06273,8.43217,52.5,37.6,44.8,4.94948,213.89342000000002,11,0.7024728994787797
