,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category,distance
5333,1419.85184,10.9254,53.5,38.6,44.8,5.20556,511.02275,3,1.0518384181648541
5338,1392.0580699999996,10.57323,53.5,38.6,44.8,6.46435,458.98566,9,1.252720784920448
5343,1266.98609,9.75082,53.5,38.6,44.8,5.79354,359.22425,3,0.6294482408404779
5348,1264.97516,9.63876,53.5,38.6,45.8,5.78709,346.59438,3,0.6841272801262095
5353,1449.16132,11.09148,53.5,38.6,45.8,6.883210000000001,537.43031,9,0.9337367111407024
5358,1193.31485,9.17253,54.5,39.6,45.8,3.90174,301.02472,0,1.5691653810445276
5363,1363.70915,10.41715,54.5,39.6,45.8,5.37486,438.17525,3,0.439171531277099
5368,1740.86036,13.32459,54.5,39.6,45.8,7.9279,903.03169,4,0.6790481929233841
5373,1412.10801,10.77733,55.5,39.6,45.8,5.58473,494.44119000000006,3,0.6126882751013888
5378,1150.94885,8.764330000000001,55.5,39.6,45.8,4.13381,265.75722,0,0.9442249690647596
5383,1167.11185,8.978439999999997,54.5,39.6,45.8,5.81142,221.57011,3,1.5240904396649753
5388,1367.16085,10.5292,54.5,39.6,46.8,6.3137300000000005,457.23638,9,1.329059187715039
5393,1161.85923,8.88839,54.5,39.6,46.8,4.0288900000000005,271.39856000000003,0,1.1955876097729108
5398,1097.1623,8.43817,54.5,39.6,46.8,4.0442,186.43412,0,1.1466602641526573
5403,1369.41174,10.53121,54.5,39.6,46.8,6.08266,460.04691,3,1.1491342620436973
5408,1463.65839,11.16952,54.5,39.6,46.8,5.7336,545.00075,3,1.052538289247317
5413,1169.07781,8.93041,54.5,39.6,46.8,3.32442,275.49956000000003,5,1.5120541785602384
5418,1351.58294,10.39314,54.5,39.6,46.8,6.37584,438.70347,9,1.4097713329041777
5423,1402.6082199999996,10.81735,54.5,39.6,46.8,5.72185,498.64625,3,0.724164483280762
5428,1236.9863300000004,9.49869,54.5,39.6,46.8,5.13569,332.6835,3,1.0810616634885732
5433,1479.43121,11.39963,54.5,39.6,46.8,6.28822,574.2085,9,0.7089038650785262
5438,1350.96774,10.30109,55.5,39.6,46.8,6.241619999999998,425.11903,3,1.430874079656341
5443,1318.8069,10.14501,55.5,39.6,46.8,5.35433,403.11028,3,0.4452218334372384
5448,1519.12581,11.60974,55.5,39.6,46.8,6.91818,605.42106,9,0.7020636990435196
5453,1187.4769,9.02646,55.5,39.6,46.8,4.71287,283.72978,0,0.695702874626678
5458,1178.1573,9.00445,55.5,39.6,46.8,5.78531,281.17222000000004,3,1.0908506845495574
5463,1388.86134,10.61525,55.5,39.6,46.8,6.266,458.85841,3,1.5188276060946155
5468,1321.62823,10.07098,55.5,39.6,46.8,6.07872,397.19984,3,1.091397079382581
5473,1264.02976,9.67878,55.5,39.6,46.8,6.16901,350.39791,3,1.3580435693329813
5478,1373.98902,10.44316,55.5,39.6,46.8,5.70782,445.72669,3,0.3917450254280486
5483,1419.73171,10.83736,55.5,39.6,46.8,6.22187,494.82616,9,1.183355579875365
5488,1298.42676,9.9229,55.5,39.6,46.8,5.69676,378.84469,3,0.37927069900631244
5493,1476.97011,11.35361,55.5,39.6,46.8,7.032660000000001,565.86469,9,1.0055300484363778
5498,1456.70995,11.23755,55.5,39.6,46.8,5.97734,559.26725,3,1.4006414407677268
5503,1563.38269,11.92189,56.5,39.6,46.8,6.0224400000000005,661.2128799999998,9,0.9707160360185818
5508,1396.59031,10.66327,56.5,39.6,46.8,6.48602,468.49644000000006,9,1.1877150837861603
5513,1314.22961,9.99694,56.5,39.6,46.8,5.48554,387.41156,3,0.2505921777957716
5518,1315.43013,10.07098,56.5,39.6,46.8,4.88115,397.68316,3,1.4394437467899432
5523,1534.52339,11.80183,56.5,39.6,46.8,5.02859,644.94894,3,2.069895780874921
5528,1327.8412,10.19504,56.5,39.6,46.8,6.2116,414.67528,3,1.3648082505809502
5533,1289.5725,9.90089,56.5,39.6,46.8,6.50379,374.30438,3,2.0004920424662234
5538,1180.82863,8.98444,56.5,39.6,46.8,4.00617,286.5715600000001,0,1.292252156555043
5543,1497.33508,11.47967,56.5,39.6,46.8,7.25397,589.56919,9,1.2965971346654686
5548,1441.59752,11.06947,56.5,39.6,46.8,5.60193,524.80912,3,0.8422995160943298
5553,1414.79434,10.86337,56.5,39.6,46.8,6.0454,496.97975,3,1.1946171510959014
5558,1450.25687,11.04546,56.5,39.6,46.8,5.36353,519.9651200000002,3,0.9053183464097675
5563,1469.9764699999996,11.3296,56.5,38.6,46.8,6.84923,568.683,9,0.7427399292909586
5568,1389.32668,10.58523,56.5,38.6,46.8,6.14942,460.30456,3,1.2840669863262875
5573,1399.44167,10.70929,56.5,38.6,46.8,5.2098,476.30519,3,0.882305133420258
5578,1258.6272,9.69879,56.5,38.6,46.8,5.17673,356.10194,3,0.9171767852547699
5583,1325.87532,10.13501,56.5,38.6,46.8,5.7994900000000005,404.8755,3,0.5010635191165964
5588,1350.5774800000004,10.38713,56.5,38.6,46.8,5.78587,438.79631,3,0.5075782425306187
5593,1358.50136,10.45717,56.5,38.6,46.8,6.0956800000000015,443.94062,3,1.1447555553189552
5598,1308.0165,10.02495,56.5,38.6,46.8,5.91472,389.65734,3,0.7600484514827922
5603,1310.4327,9.99694,56.5,38.6,46.8,4.7411900000000005,388.48972,0,1.4860979647442134
5608,1401.01744,10.7193,56.5,38.6,46.8,5.90342,475.29834000000005,3,0.8554000188237169
5613,1353.72901,10.37313,56.5,37.6,46.8,6.02918,432.17059000000006,3,0.9915012474694892
5618,1382.21307,10.65727,56.5,37.6,45.8,6.4085,468.45966,9,1.2122743136402165
5623,1494.54363,11.36562,56.5,37.6,45.8,5.90214,569.6215,3,1.37363755244685
5628,1488.09041,11.39963,56.5,37.6,45.8,7.0701399999999985,579.394,9,1.018997953102194
5633,1430.82214,10.97142,56.5,37.6,45.8,6.1543199999999985,514.19575,9,1.152812280492625
5638,1435.5646,10.91539,56.5,37.6,45.8,7.14153,507.76403,9,1.3869953109135225
5643,1422.46295,10.9354,56.5,37.6,45.8,6.76805,508.87906,9,0.9911735249684593
5648,1346.03022,10.27908,56.5,37.6,45.8,5.28016,424.14528,3,0.6013290510018068
5653,1347.12578,10.30309,56.5,37.6,45.8,5.54213,422.67059000000006,3,0.08588379801198877
5658,1323.98437,10.09499,56.5,37.6,45.8,5.52285,398.08138,3,0.13905858728123782
5663,1380.53234,10.62925,56.5,37.6,45.8,5.91357,466.27931,3,0.839146700204145
5668,1373.38884,10.5212,56.5,37.6,45.8,5.80463,453.42859,3,0.5922893889895455
5673,1336.18551,10.24506,56.5,37.6,45.8,5.48035,418.36266,3,0.17893141473983454
5678,1283.56946,9.81285,56.5,37.6,45.8,5.5319,367.69562,3,0.34411549518475787
5683,1286.67594,9.86488,56.5,36.6,45.8,5.29982,374.41397,3,0.6241234713215505
5688,1323.57924,10.18303,56.5,36.6,45.8,6.3864,406.48309,3,1.7332252973535975
5693,1322.34855,10.07298,56.5,36.6,44.8,5.7270699999999986,399.76294,3,0.35870196918523634
5698,1259.5425699999996,9.66278,56.5,36.6,44.8,4.86188,349.91953,0,1.3503132485525742
5703,1184.80565,9.03246,56.5,36.6,44.8,5.07589,284.39531,0,1.447432643212846
5708,1273.73947,9.74882,55.5,36.6,44.8,6.02466,358.62769,3,1.0526687371214427
5713,1266.23589,9.69279,55.5,36.6,44.8,4.92886,352.37916,0,1.4712071626649976
5718,1213.54475,9.25457,55.5,36.6,44.8,5.19497,306.84481,3,1.1087674676272345
5723,1156.72673,8.9064,55.5,36.6,44.8,4.54265,275.5935,0,0.4283592721794712
5728,1164.5756,8.91441,54.5,35.6,43.8,4.38234,276.26138,0,0.5143691945033982
5733,1108.11766,8.44017,54.5,35.6,43.8,3.89226,224.21217,0,1.4580367598332256
5738,1102.30982,8.43817,54.5,35.6,43.8,4.24822,203.97034,0,0.6385901855879528
5743,1107.80255,8.42817,54.5,35.6,43.8,4.7061,223.13816,0,0.48087947075443477
5748,1096.44192,8.43017,53.5,35.6,43.8,4.35911,217.56656,0,0.35376762768147535
5753,1107.15717,8.4922,53.5,35.6,43.8,4.2895900000000005,237.60755,0,0.5207885736870723
5758,1095.52647,8.43217,53.5,35.6,42.8,3.58983,213.57427,5,1.3496979156777518
5763,1098.4828699999996,8.45018,53.5,35.6,42.8,4.35186,234.09405,0,0.36955048328196594
5768,1124.4157300000004,8.62626,52.5,35.6,42.8,4.32401,250.12517000000003,0,0.47520865232453735
5773,1156.38152,8.87038,52.5,35.6,42.8,5.26604,268.52159,3,1.2480095921184993
5778,1219.96802,9.34662,52.5,35.6,42.8,5.49651,316.19059,3,0.736800860357611
5783,1275.22529,9.68679,52.5,34.6,42.8,5.02583,352.6605600000001,3,1.216922260598198
5788,1347.99625,10.33511,52.5,34.6,42.8,6.12648,423.42088,3,1.1882685170756444
5793,1446.355,11.14151,52.5,34.6,42.8,5.5411,536.1595,3,0.9244427197542511
5798,1493.9284300000004,11.44966,53.5,34.6,42.8,6.236280000000002,588.76825,9,0.7194685934649824
5803,1404.7244,10.7313,53.5,34.6,42.8,5.5708,480.88269,3,0.5097526493932442
5808,1400.58228,10.74131,53.5,34.6,42.8,5.48484,482.52244,3,0.54711754477013
5813,1308.46667,10.01895,53.5,34.6,42.8,5.90917,391.53231,3,0.7455562978098583
5818,1353.60903,10.40714,53.5,34.6,42.8,5.49185,435.82788,3,0.22829103289603284
5823,1347.74113,10.3191,53.5,34.6,42.8,5.50049,426.61588,3,0.16733556231350477
5828,1358.36636,10.45717,53.5,34.6,42.8,5.78116,440.73572,3,0.5042780868367198
5833,1354.01416,10.35912,53.5,34.6,42.8,4.9529,433.12319,3,1.2929520332391045
5838,1379.84191,10.50519,53.5,34.6,42.8,5.39321,448.27522,3,0.44518759921224504
5843,1555.6688800000004,11.89788,54.5,34.6,42.8,6.5583399999999985,655.34369,9,0.014791524874207705
5848,1599.10033,12.16201,54.5,34.6,42.8,7.715160000000001,700.20144,4,1.3933770067113296
5853,1632.76201,12.45215,55.5,34.6,42.8,7.405839999999999,749.14262,4,1.082731461898087
5858,1720.76552,13.17451,55.5,34.6,42.8,7.18887,889.5586199999998,4,0.6535653535607763
5863,1613.92761,12.31008,56.5,34.6,42.8,7.91557,727.12,4,1.3586331105843994
5868,1594.52319,12.22804,56.5,34.6,42.8,7.20719,713.17294,9,1.2064411661643657
5873,1673.82216,12.73229,56.5,34.6,42.8,7.9805100000000015,801.23294,4,1.0562548198470865
5878,1614.63305,12.44615,57.5,34.6,42.8,6.57992,750.441,9,0.6128177268972398
5883,1591.8967699999996,12.28007,57.5,34.6,43.8,7.251010000000001,720.33362,9,1.2951227919975694
5888,1513.24289,11.66376,57.5,34.6,43.8,6.45824,618.12825,9,0.29794057964511056
5893,1438.91119,11.00144,57.5,35.6,43.8,5.55442,518.48491,3,0.7911863597657376
5898,1417.8708,10.86937,57.5,35.6,43.8,6.27895,496.65462,9,1.1235031405648972
5903,1500.0965,11.5377,57.5,35.6,43.8,6.8215,598.55425,9,0.5778484571496673
5908,1525.08381,11.61774,57.5,35.6,43.8,6.63886,606.54838,9,0.32938443564285336
5913,1515.43401,11.5297,57.5,35.6,43.8,6.60672,596.84956,9,0.371121501652729
5918,1479.19111,11.28158,57.5,35.6,43.8,6.39518,558.9658099999998,9,0.6764817917244159
5923,1493.04295,11.36162,57.5,35.6,43.8,5.85498,570.04406,3,1.3276078236631628
5928,1440.11185,11.01544,57.5,35.6,43.8,6.49586,520.7524400000002,9,0.8562346490338267
5933,1362.50849,10.43116,57.5,35.6,43.8,6.03085,439.41825,3,1.0043113759077493
5938,1433.20831,10.90339,57.5,35.6,43.8,6.10198,504.44672,3,1.3253442697934763
5943,1430.47707,11.01144,57.5,35.6,43.8,6.00384,517.41766,3,1.2138378600600768
5948,1422.40304,10.89138,57.5,35.6,43.8,6.13097,502.05019,3,1.369064303519324
5953,1356.20528,10.37913,57.5,35.6,43.8,5.45056,434.55259,3,0.2872471997765782
5958,1306.59089,10.06698,57.5,35.6,43.8,5.35436,398.60494,3,0.4518941187508132
5963,1223.67476,9.32061,57.5,35.6,43.8,5.34061,313.38203,3,0.8793486359138925
5968,1174.45049,9.04447,56.5,35.6,43.8,4.93125,286.64938,0,1.1381662901329037
5973,1205.32071,9.18854,56.5,35.6,43.8,5.01612,304.29162,0,1.3865721256278754
5978,1165.55103,8.98044,56.5,34.6,43.8,5.1182,280.39047,0,1.5320359767324934
5983,1161.43901,8.86838,55.5,34.6,43.8,5.35998,270.64991000000003,3,1.1468751404949595
5988,1235.1104,9.47468,55.5,34.6,43.8,3.79614,330.61803,0,1.904790997651584
5993,1248.6921,9.60075,55.5,34.6,42.8,5.6670300000000005,343.8310600000001,3,0.5608838643388334
5998,1325.30502,10.06698,55.5,34.6,42.8,5.91637,396.01809,3,0.7540411258586631
6003,1382.8134,10.63726,55.5,34.6,42.8,5.68006,467.82031,3,0.4797070013711123
6008,1376.76546,10.47118,55.5,34.6,42.8,6.880539999999999,449.2435,9,1.4181511695456013
6013,1444.2238,11.1335,55.5,34.6,42.8,6.04183,535.62469,3,1.3638572871086563
6018,1521.30191,11.57372,55.5,34.6,42.8,6.32281,603.2705599999998,9,0.5402391892787874
6023,1487.52026,11.45766,55.5,34.6,42.8,5.79214,582.84375,3,1.360987820823138
6028,1515.77922,11.5357,55.5,34.6,42.8,6.72451,598.02487,9,0.4557961009037402
6033,1520.19134,11.61574,55.5,34.6,42.8,5.9593300000000005,609.88306,9,1.1182300607445543
6038,1440.84718,11.08348,55.5,34.6,42.8,5.87151,527.49775,3,1.076209490657626
6043,1233.17455,9.45467,55.5,34.6,42.8,5.01098,328.79241,0,1.4868355129534248
6048,1099.38337,8.44417,55.5,34.6,42.8,3.04728,74.29332,5,0.3795077221988381
6113,1102.56494,8.436169999999999,50.5,33.6,39.8,3.18495,92.53369,5,0.048176036842093393
6118,1099.21828,8.42416,51.5,33.6,39.8,3.81559,129.07154,5,1.4992145609194703
6123,1095.0162300000004,8.43017,51.5,33.6,39.8,3.5241800000000003,168.08842,5,0.984560681968202
6128,1094.70105,8.43217,52.5,33.6,39.8,4.32025,163.684,0,0.6875987490243861
6133,1107.5924,8.43217,52.5,34.6,40.8,4.24557,192.05211,0,0.680979229892217
6138,1107.83258,8.51821,53.5,34.6,40.8,4.8398,239.4195,0,0.8064239774148353
6143,1164.68071,8.92441,53.5,35.6,41.8,4.97861,276.19719,0,1.2060393738765829
6148,1161.76921,8.94042,54.5,35.6,42.8,4.91109,276.01653,0,1.056391258881126
6153,1179.62803,9.04647,54.5,36.6,42.8,4.81806,287.43425,0,0.9093941675558466
6158,1218.37716,9.37263,55.5,36.6,43.8,5.07902,320.43188,3,1.2312038725872585
6163,1249.54755,9.62076,55.5,36.6,43.8,5.06861,347.04494,3,1.1511248941058676
6168,1229.09249,9.42066,55.5,36.6,43.8,5.20826,321.34381,3,1.013109390852248
6173,1240.66312,9.49869,56.5,36.6,43.8,5.345,330.73478,3,0.7669231805344341
6178,1205.98104,9.23657,56.5,36.6,43.8,5.09499,304.34641,3,1.2765539386379126
6183,1106.8871,8.416160000000001,56.5,36.6,43.8,5.0604,216.09405,0,1.3266949110554194
6188,1100.10369,8.43017,56.5,36.6,43.8,4.73501,198.9282,0,0.5956085902181778
6193,1096.95216,8.45218,56.5,36.6,43.8,3.1839,125.64503,5,0.2277283081850817
6198,1101.19932,8.44617,56.5,36.6,43.8,4.76627,146.38286000000005,0,0.9196479277373556
6203,1099.89361,8.43417,56.5,36.6,43.8,3.27997,103.98906,5,0.22755292653373874
6208,1101.04916,8.44617,56.5,36.6,43.8,2.86524,77.90769,5,0.76788146801062
6213,1107.83258,8.442169999999999,56.5,36.6,43.8,2.17303,31.65323,5,2.434367942220097
6218,1106.58694,8.426160000000001,56.5,36.6,43.8,4.20707,107.59958,0,1.2291490692593317
6223,1108.31279,8.44417,56.5,36.6,43.8,2.93318,78.26961,5,0.612882955260702
6228,1100.10369,8.442169999999999,56.5,36.6,43.8,3.27452,114.44995,5,0.24919591327761942
6233,1095.43645,8.442169999999999,56.5,36.6,43.8,3.60615,93.34938,5,0.9874543648001332
6238,1100.4489,8.426160000000001,56.5,36.6,43.8,3.5117,81.55145,5,0.7780024943177256
6243,1099.54847,8.42817,56.5,36.6,43.8,3.05283,86.76581999999998,5,0.32405208122217544
6248,1095.99167,8.426160000000001,56.5,36.6,43.8,2.85524,63.77876,5,0.8241148103276625
6253,1095.85667,8.42216,56.5,36.6,43.8,2.63716,40.99084000000001,5,1.3690633486535702
6258,1098.99319,8.42416,56.5,36.6,43.8,3.1926,82.79603,5,0.13055168472644488
6263,1107.96765,8.42817,56.5,36.6,43.8,2.48674,35.04243,5,1.7182427791340598
6268,1095.69157,8.43217,56.5,36.6,43.8,3.92431,95.50377,5,1.7319590353600967
6273,1102.32483,8.43217,56.5,36.6,43.8,4.26708,130.45158999999998,0,0.9885905617509824
6278,1100.82407,8.45018,56.5,36.6,43.8,4.25397,135.7915,0,0.9706987913304267
6283,1107.21723,8.426160000000001,56.5,36.6,43.8,2.41121,52.22866,5,1.8525111118902686
6288,1102.08466,8.43217,56.5,36.6,43.8,3.11242,95.27109,5,0.17174108960483203
6293,1107.24726,8.42817,56.5,36.6,43.8,4.73266,218.63922,0,0.5471833490972312
6298,1098.33286,8.45018,57.5,36.6,43.8,3.5690699999999995,221.37305,5,1.3641311260320155
6303,1105.0111,8.43217,56.5,36.6,43.8,3.74157,167.68423,5,1.4261523565609249
6308,1094.52094,8.42817,56.5,36.6,43.8,4.27801,140.57295,0,0.9037879172921006
6313,1100.46392,8.43817,56.5,36.6,43.8,2.17767,49.81231,5,2.3936491903905845
6318,1103.10528,8.426160000000001,55.5,36.6,43.8,2.02626,49.91126,5,2.7437316007035917
6341,1114.06064,8.60825,51.5,35.6,41.8,3.53525,225.77398,5,1.3420602138561695
6346,1099.89361,8.426160000000001,51.5,35.6,41.8,2.39528,51.19067,5,1.8908058263882337
6351,1095.48143,8.436169999999999,51.5,35.6,41.8,2.88365,66.65834,5,0.7533821247183242
6356,1100.71904,8.436169999999999,51.5,35.6,41.8,4.3375,160.82773,0,0.681648620775018
6361,1101.54446,8.42216,51.5,35.6,42.8,4.31955,184.84047,0,0.5626612263110702
6366,1094.2808300000004,8.420160000000001,51.5,35.6,42.8,2.5564,25.48335,5,1.5923720066339695
6371,1102.89514,8.42416,51.5,35.6,43.8,4.08676,130.66095,0,1.2823300518340737
6376,1106.51193,8.41216,51.5,36.6,43.8,4.14778,113.13212,0,1.2801448102110393
6381,1097.50744,8.39815,51.5,36.6,44.8,4.8684699999999985,166.64502,0,1.0029239119515942
6386,1332.8987,10.19704,51.5,37.6,44.8,6.40484,409.62003,3,1.7715417265373057
6391,1110.42882,8.522210000000001,52.5,37.6,45.8,5.66228,240.11489,3,1.30960894975152
6396,1609.63547,12.28807,52.5,37.6,45.8,6.02075,732.78675,9,1.0937026978788411
6401,1184.9256300000004,8.98644,53.5,37.6,45.8,5.90361,277.84172,3,1.2387661561650576
6406,1096.84712,8.44017,53.5,38.6,45.8,4.2072400000000005,206.50025,0,0.7272026154571396
6411,1333.58912,10.22305,53.5,38.6,45.8,4.65538,409.73038,0,1.595954293000206
6416,1736.7933100000002,13.198520000000002,53.5,38.6,45.8,7.695689999999999,903.04775,4,0.2781009267491185
6421,1514.45858,11.64776,54.5,38.6,46.8,6.98212,608.12869,9,0.7997288792131443
6426,1107.6074199999996,8.42216,54.5,38.6,46.8,3.08387,125.92499,5,0.3300948676808819
6431,1404.84438,10.78133,54.5,38.6,46.8,6.53762,488.26862,9,1.0547674758163086
6436,1487.89536,11.3276,54.5,38.6,46.8,6.945189999999998,558.97125,9,0.9086665796196073
6441,1429.86172,10.98743,54.5,38.6,46.8,6.0508,513.3375599999998,3,1.2726308845097702
6446,1106.61697,8.4922,54.5,38.6,46.8,4.34816,234.46788,0,0.3787931802075036
6451,1130.55377,8.60225,54.5,38.6,46.8,5.53541,178.21555,3,1.7571922421879722
6456,1101.70956,8.43217,54.5,38.6,46.8,3.35983,120.88776,5,0.450753679992166
6461,1107.66741,8.460180000000001,54.5,38.6,46.8,2.17434,124.4384,5,2.3770712704188104
6466,1273.31933,9.76883,54.5,38.6,46.8,6.29989,362.59944,3,1.5954580341932374
6471,1210.07811,9.26258,54.5,38.6,46.8,4.48787,307.23306,0,0.6877719357510154
6476,1707.43893,13.07046,54.5,38.6,46.8,7.8193100000000015,855.26944,4,0.6186513458024953
6481,1758.86919,13.40262,55.5,38.6,46.8,8.61704,1426.01012,1,1.188418797569551
6486,1548.28528,11.95991,55.5,38.6,46.8,6.28455,678.46275,9,0.5248597586666612
6491,1749.92498,13.42864,56.5,38.6,47.8,8.82887,1300.732,1,1.0405155329048081
6496,1728.95953,13.18251,57.5,39.6,47.8,6.4001199999999985,932.19994,9,1.791637255837631
6501,1613.47743,12.30808,57.5,39.6,47.8,8.022219999999999,714.92744,4,1.5213975412130647
6506,1765.66762,13.45465,57.5,39.6,48.8,8.878789999999997,1098.0610000000001,1,1.5250116549852428
6511,1727.9090199999996,13.22254,58.5,39.6,48.8,7.44337,924.96681,4,0.18790284632585189
6516,1736.86839,13.38061,58.5,40.6,48.8,8.239460000000001,1452.02888,1,1.1599410062427933
6521,1720.46535,13.21853,59.5,40.6,48.8,6.898789999999999,896.703,4,1.1490676938663522
6526,1746.36817,13.3546,58.5,40.6,49.8,8.64437,1164.57125,1,0.9408427931869416
6531,1575.01352,12.03795,58.5,40.6,49.8,5.57905,679.48288,3,1.9964674415242305
6536,1776.72816,13.50067,59.5,40.6,49.8,7.75825,1042.22556,4,0.8694566248587121
6541,1571.7719,11.92389,59.5,41.6,49.8,7.769419999999998,637.83419,4,1.7961400952977424
6546,1600.72115,12.28207,59.5,41.6,50.8,7.5447,717.7318799999998,4,1.2511400790188651
6551,1180.30337,9.01846,59.5,41.6,50.8,4.37344,286.9683100000001,0,0.6021173627985182
6556,1754.05195,13.43064,59.5,41.6,50.8,8.58425,1013.50181,1,1.6845177269398577
6561,1753.93197,13.46065,59.5,41.6,50.8,7.641310000000002,1109.9735,4,1.2215520187188735
6566,1487.58017,11.40964,60.5,41.6,50.8,5.8971800000000005,586.83275,3,1.480255120093949
6571,1563.05249,11.9359,60.5,42.6,50.8,7.98412,654.20975,4,1.8215827058767853
6576,1385.24462,10.54321,60.5,42.6,50.8,6.5583300000000015,442.57825,9,1.3439865597333436
6581,1598.46997,12.21404,60.5,42.6,50.8,5.69454,726.04525,9,1.6211697197506794
6586,1683.9972100000002,12.81834,60.5,42.6,50.8,7.032310000000002,826.22762,4,1.0709255685957029
6591,1275.91557,9.83486,60.5,42.6,50.8,5.27082,373.55647,3,0.6816138899345041
6596,1276.47086,9.84086,59.5,42.6,50.8,5.83201,369.03125,3,0.6540355304072121
6601,1187.38681,9.08849,59.5,42.6,50.8,5.55352,292.41053,3,0.9016055266882123
6606,1460.8219,11.14951,59.5,42.6,50.8,5.68684,546.212,3,1.0319501602613845
6611,1735.7428,13.37861,59.5,42.6,50.8,7.7636,1151.94775,1,1.1113450789445682
6616,1660.18054,12.76031,59.5,42.6,50.8,6.46197,806.27,9,0.9844617991252702
6621,1499.63116,11.52169,59.5,42.6,51.8,7.94417,596.52338,4,2.130612919747341
6626,1174.70561,8.928410000000003,59.5,42.6,51.8,6.55882,269.29419,3,2.35480718506698
6631,1421.93785,10.83135,59.5,42.6,51.8,5.4470800000000015,496.00525,3,0.6688215853333276
6636,1106.60195,8.44617,59.5,42.6,51.8,3.64737,172.99562,5,1.249150956252069
6641,1598.18482,12.20203,59.5,42.6,51.8,7.0137800000000015,701.24494,9,0.8552788347841023
6646,1736.04311,13.3466,59.5,42.6,51.8,6.24822,949.03038,9,1.957829271004547
6651,1433.55352,11.02145,59.5,42.6,51.8,5.95058,521.57328,3,1.1522735697224604
6656,1480.49674,11.27757,59.5,42.6,51.8,6.22715,559.2395,9,0.8532374997083971
6661,1745.57278,13.43264,59.5,42.6,51.8,7.42835,946.02481,4,0.27580056933602876
6666,1210.00311,9.3046,59.5,42.6,51.8,4.205030000000002,313.3975,0,1.026845575947241
6671,1444.80912,11.1215,59.5,42.6,51.8,5.20754,540.1474400000002,3,1.2116893797420685
6676,1678.3545399999996,12.85235,59.5,42.6,51.8,7.0284,819.00281,4,1.1014531692716947
6681,1383.74393,10.53521,60.5,42.6,51.8,5.5258400000000005,456.77041,3,0.3381883690740287
6686,1339.9973,10.27908,60.5,42.6,51.8,4.98071,427.92994,3,1.2306757356533828
6691,1457.17514,11.21554,59.5,42.6,51.8,6.585369999999998,551.16094,9,0.6549651513915882
6696,1437.03525,11.00144,59.5,42.6,51.8,6.02313,525.14675,3,1.2823049281338985
6701,1421.27745,10.9274,59.5,42.6,51.8,6.15781,514.8002799999998,9,1.145883354636968
6706,1626.4139,12.45015,59.5,42.6,51.8,6.96587,735.31575,9,0.8822340757764113
6711,1498.58065,11.48168,59.5,42.6,51.8,6.03491,586.39581,9,1.0404432531530956
6716,1335.66011,10.21305,59.5,42.6,51.8,5.06581,415.93497,3,1.046648566016376
6721,1297.7363300000004,9.89889,59.5,42.6,51.8,4.74901,377.37172,0,1.4070118760067736
6726,1096.9972,8.43817,58.5,42.6,51.8,2.93841,47.56304,5,0.7157228185907974
6731,1110.83403,8.53222,58.5,42.6,51.8,3.78099,241.57391,0,1.72785347590218
6736,1135.07099,8.72231,57.5,42.6,50.8,3.70888,259.64098,5,1.8201409741569952
6741,1105.73148,8.43017,57.5,42.6,50.8,3.73621,125.55953,5,1.3110236272283862
6746,1146.83683,8.76233,57.5,41.6,50.8,4.81754,260.30441,0,0.7996548162191272
6751,1236.34109,9.46468,57.5,41.6,50.8,4.49777,328.8575600000001,0,0.8699776273293456
6756,1136.30169,8.71631,57.5,41.6,50.8,4.7687300000000015,259.68536,0,0.6903798183227015
6761,1156.66674,8.88439,56.5,41.6,49.8,4.93541,271.90731,0,1.0969524248557427
6766,1240.09296,9.47268,56.5,41.6,49.8,6.04683,322.64522,3,1.221486243304651
6771,1453.1683,11.1255,56.5,41.6,49.8,6.875310000000002,537.50894,9,0.924822928633055
6776,1336.75567,10.24907,56.5,41.6,49.8,5.85198,419.46044000000006,3,0.6100041164104495
6781,1215.78092,9.27859,56.5,41.6,49.8,5.95669,311.21944,3,1.1245444283022883
6786,1226.94642,9.42866,56.5,41.6,49.8,5.95218,325.07941,3,1.0497173166521574
6791,1276.71096,9.73281,56.5,41.6,49.8,5.00704,361.17731,3,1.232276419432344
6796,1170.80366,8.87238,56.5,41.6,49.8,5.32196,267.26472,3,1.201951991764205
6801,1428.43611,11.01945,56.5,41.6,49.8,6.02761,522.12331,3,1.274793812960592
6806,1340.7327699999996,10.34711,56.5,40.6,49.8,5.31975,430.42262,3,0.5286947071648628
6811,1095.06121,8.42416,56.5,40.6,49.8,4.33582,211.97811,0,0.41926011615841474
6816,1104.00564,8.47219,56.5,40.6,49.8,4.198930000000002,187.67277,0,0.797409503344686
6821,1096.23177,8.44017,55.5,40.6,48.8,4.06482,183.43108,0,1.1078683062303185
6826,1254.47005,9.63476,55.5,40.6,48.8,5.52703,351.35672,3,0.46632573252694953
6831,1184.95566,9.07849,55.5,40.6,48.8,5.14965,288.80694,3,1.272274065135355
6836,1099.65351,8.43417,55.5,40.6,48.8,3.49528,137.20394,5,0.7958503657107225
6841,1329.14698,10.19504,55.5,40.6,48.8,6.54514,412.06209,9,1.5382532198039423
6846,1413.95376,10.77533,55.5,40.6,48.8,5.85351,484.70531,3,0.8143225197227992
6851,1350.38242,10.38513,55.5,40.6,48.8,6.16501,438.18019,3,1.280841642199475
