,date,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category,distance
9393,2018-07-07 13:14:00.000,1094.0107,8.42416,55.5,37.6,44.8,4.3966400000000005,145.06486,14,1.1703810813350963
9398,2018-07-07 13:19:00.000,1155.31599,8.84637,54.5,37.6,44.8,3.69035,268.39178,14,1.4947108579955677
9403,2018-07-07 13:24:00.000,1097.6575300000004,8.42416,54.5,37.6,44.8,4.58311,177.24883,14,1.7134942334862857
9408,2018-07-07 13:29:00.000,1098.7530800000004,8.42817,54.5,37.6,44.8,3.75306,29.72456,14,1.7561221151979087
9413,2018-07-07 13:34:00.000,1098.55795,8.40816,54.5,37.6,44.8,4.17826,145.1902,14,0.5397539842829493
9418,2018-07-07 13:39:00.000,1101.36434,8.42817,54.5,37.6,44.8,3.4468300000000003,114.44748,5,1.4066552163144945
9433,2018-07-07 13:54:00.000,1093.96572,8.42817,51.5,37.6,44.8,3.39542,169.5722,5,1.5000330511104403
9438,2018-07-07 13:59:00.000,1100.2088,8.43817,51.5,37.6,44.8,3.4243900000000003,54.20963,5,1.324911377137841
9448,2018-07-07 14:10:00.000,1104.33583,8.436169999999999,51.5,37.6,43.8,2.37657,101.09543,5,1.4893614603550929
9453,2018-07-07 14:15:00.000,1101.25931,8.436169999999999,51.5,37.6,43.8,4.35344,152.03181,14,1.0239777437413133
9458,2018-07-07 14:20:00.000,1141.04393,8.75633,51.5,37.6,43.8,5.561719999999998,259.3877,2,1.6438267549913272
9463,2018-07-07 14:25:00.000,1093.83058,8.416160000000001,51.5,37.6,43.8,3.29116,165.20531,5,1.256174643953025
9468,2018-07-07 14:30:00.000,1104.35085,8.44818,51.5,37.6,43.8,3.9407,120.01717,14,0.6115358963657271
9473,2018-07-07 14:35:00.000,1095.31633,8.42216,51.5,37.6,43.8,4.90771,196.33275,2,0.9343343967851171
9478,2018-07-07 14:40:00.000,1114.12063,8.55223,51.5,37.6,43.8,4.8272900000000005,239.70519,2,0.6326604019282536
9483,2018-07-07 14:45:00.000,1098.57297,8.43017,51.5,37.6,43.8,2.9721,110.95398,5,0.32547982788129826
9488,2018-07-07 14:50:00.000,1133.18012,8.73232,51.5,37.6,43.8,3.95154,260.81931000000003,14,1.0196367573905116
9493,2018-07-07 14:55:00.000,1295.05,9.86488,51.5,37.6,43.8,5.55547,372.0565,9,0.8304000158778625
9498,2018-07-07 15:00:00.000,1100.2088,8.41816,51.5,37.6,43.8,4.15155,171.91956000000005,14,0.38297736278357786
9503,2018-07-07 15:05:00.000,1102.2198,8.426160000000001,51.5,37.6,43.8,3.885580000000001,125.56651,14,0.6559055673022057
9508,2018-07-07 15:10:00.000,1100.31383,8.42216,51.5,37.6,43.8,3.87052,102.76748,14,0.8830606402079808
9513,2018-07-07 15:15:00.000,1098.55795,8.43417,51.5,37.6,43.8,4.12634,168.75264,14,0.305314486878059
9518,2018-07-07 15:20:00.000,1095.97665,8.41816,51.5,37.6,43.8,3.6576,102.54762,14,1.359059938164228
9523,2018-07-07 15:25:00.000,1108.13267,8.43417,51.5,37.6,43.8,4.59208,176.03236,2,1.5215987911443896
9528,2018-07-07 15:30:00.000,1093.9057300000004,8.416160000000001,51.5,37.6,43.8,4.36223,217.88175,14,1.1560427779847104
9533,2018-07-07 15:35:00.000,1097.34242,8.45618,50.5,37.6,43.8,2.73659,106.57035,5,0.583370023744732
9538,2018-07-07 15:40:00.000,1122.945,8.64827,50.5,37.6,43.8,5.04824,248.07494,2,0.4662994488863342
9543,2018-07-07 15:45:00.000,1107.98266,8.436169999999999,50.5,37.6,43.8,4.71981,175.03105,2,1.3178085635491725
9548,2018-07-07 15:50:00.000,1107.0522,8.41816,50.5,37.6,43.8,3.97041,163.52995,14,0.1901528043414799
9553,2018-07-07 15:55:00.000,1415.66467,10.77332,50.5,37.6,43.8,6.28735,476.82809,6,1.2506615345231695
9558,2018-07-07 16:00:00.000,1269.3423699999996,9.66278,50.5,37.6,43.8,5.5494,346.43828,9,1.0284509636460093
9563,2018-07-07 16:05:00.000,1336.57563,10.27708,51.5,37.6,43.8,6.582910000000001,414.17197,6,1.3218044943147378
9568,2018-07-07 16:10:00.000,1444.40399,11.1315,51.5,37.6,43.8,6.66757,538.3955599999998,6,0.3122479742823299
9573,2018-07-07 16:15:00.000,1294.8849699999996,9.95292,51.5,37.6,43.8,5.71669,383.2455,9,0.6546851031157725
9578,2018-07-07 16:20:00.000,1113.26517,8.538219999999999,51.5,37.6,43.8,4.43825,241.55192,14,1.4873950558390996
9583,2018-07-07 16:25:00.000,1549.78597,11.90588,52.5,37.6,43.8,6.34856,662.13131,6,1.0936564190375588
9588,2018-07-07 16:30:00.000,1288.4017199999996,9.9209,52.5,37.6,43.8,4.41866,384.48847,2,1.762197549998535
9593,2018-07-07 16:35:00.000,1408.14607,10.7153,52.5,37.6,43.8,5.87886,482.20103,9,0.412580342766867
9598,2018-07-07 16:40:00.000,1265.87566,9.74081,53.5,37.6,43.8,5.3364,358.59256,2,1.1971997630487394
9603,2018-07-07 16:45:00.000,1104.23072,8.43417,53.5,37.6,43.8,2.86953,99.97476,5,0.2634381740081112
9608,2018-07-07 16:50:00.000,1105.35631,8.44617,52.5,37.6,43.8,4.91373,229.38553,2,0.6169764415204365
9613,2018-07-07 16:55:00.000,1442.36288,10.98543,52.5,37.6,43.8,5.76889,516.6334099999998,9,0.4575530408261831
9618,2018-07-07 17:00:00.000,1294.2097,9.9109,52.5,37.6,44.8,7.1905100000000015,375.3875,6,1.9163369697388135
9623,2018-07-07 17:06:00.000,1476.5348,11.35962,53.5,37.6,44.8,6.38646,569.42069,6,0.7531378707262302
9628,2018-07-07 17:11:00.000,1472.19762,11.24556,53.5,37.6,44.8,5.7950800000000005,559.0455599999998,9,0.8093279644680433
9633,2018-07-07 17:16:00.000,1096.1567699999996,8.43217,53.5,37.6,44.8,4.80245,210.58264,2,0.9052475631650277
9638,2018-07-07 17:21:00.000,1202.16918,9.1085,53.5,37.6,44.8,5.67413,291.62281,9,1.4089323747044453
9643,2018-07-07 17:26:00.000,1214.83544,9.26058,53.5,37.6,44.8,5.24138,306.95725,2,0.7562803090316269
9648,2018-07-07 17:31:00.000,1151.54911,8.76033,53.5,37.6,44.8,4.15771,261.45564,14,1.0771375375178365
9653,2018-07-07 17:36:00.000,1102.85009,8.442169999999999,53.5,37.6,44.8,3.75713,79.48595,14,1.296689423551399
9658,2018-07-07 17:41:00.000,1107.66741,8.42416,53.5,37.6,44.8,3.4853400000000003,164.17522,14,1.6707652695290405
9663,2018-07-07 17:46:00.000,1189.14276,9.05247,53.5,37.6,44.8,4.33293,285.73344,14,1.5771453678598606
9668,2018-07-07 17:51:00.000,1096.96717,8.43417,53.5,37.6,44.8,3.29066,150.62133,5,1.1699617736893364
9673,2018-07-07 17:56:00.000,1358.71157,10.45917,52.5,37.6,44.8,5.4508800000000015,453.86772,9,0.6097445752929197
9678,2018-07-07 18:01:00.000,1177.10679,9.03647,52.5,37.6,44.8,5.39588,284.54200000000003,2,1.1635959335473394
9683,2018-07-07 18:06:00.000,1099.93859,8.44417,52.5,37.6,44.8,4.09669,188.49183,14,0.29262307667902
9688,2018-07-07 18:11:00.000,1094.32588,8.43217,52.5,37.6,44.8,3.80674,190.14689,14,0.7136796092403648
9693,2018-07-07 18:16:00.000,1108.4929,8.44017,52.5,37.6,44.8,4.05881,146.77086,14,0.27473058829145025
9698,2018-07-07 18:21:00.000,1144.36063,8.76633,52.5,37.6,44.8,5.10464,263.029,2,0.45487029820880587
9703,2018-07-07 18:26:00.000,1101.42441,8.42817,52.5,37.6,44.8,4.85436,222.80278,2,0.7334789996000471
9708,2018-07-07 18:31:00.000,1102.20478,8.43217,52.5,37.6,44.8,5.18107,209.70488,2,0.9757517285063222
9713,2018-07-07 18:36:00.000,1098.06273,8.43217,52.5,37.6,44.8,4.94948,213.89342,2,0.749875533854403
9718,2018-07-07 18:41:00.000,1107.38233,8.43017,52.5,37.6,44.8,3.87994,135.30941,14,0.5937925912771613
9723,2018-07-07 18:46:00.000,1106.01671,8.43217,51.5,37.6,44.8,4.209219999999998,190.27827,14,0.6016764198809689
9728,2018-07-07 18:51:00.000,1106.52695,8.44417,51.5,37.6,44.8,4.17165,159.57641999999996,14,0.45952515946195116
9733,2018-07-07 18:56:00.000,1107.20221,8.436169999999999,51.5,37.6,44.8,3.04183,69.65609,5,0.30189835925417424
9738,2018-07-07 19:01:00.000,1107.53241,8.41816,51.5,37.6,43.8,4.11916,145.65733,14,0.39047392675735715
9743,2018-07-07 19:06:00.000,1096.17178,8.426160000000001,51.5,37.6,43.8,4.153569999999998,133.05884,14,0.5630628359349054
9748,2018-07-07 19:11:00.000,1101.72457,8.420160000000001,50.5,37.6,43.8,3.45324,89.64868,5,1.3858696003287907
9753,2018-07-07 19:16:00.000,1099.36836,8.42817,50.5,37.6,43.8,2.84205,115.55876,5,0.4250237469759036
9758,2018-07-07 19:21:00.000,1100.97416,8.42817,50.5,37.6,43.8,3.44558,93.08342,5,1.3685318390195562
9763,2018-07-07 19:26:00.000,1107.09718,8.42817,50.5,37.6,43.8,3.1893700000000003,94.66279,5,0.699117661743304
9768,2018-07-07 19:31:00.000,1095.85667,8.43217,50.5,36.6,43.8,3.86378,96.92122,14,0.9482041563653696
9773,2018-07-07 19:36:00.000,1095.0162300000004,8.420160000000001,50.5,36.6,43.8,3.47337,100.68767,5,1.45056032326074
9778,2018-07-07 19:41:00.000,1109.04812,8.43817,50.5,36.6,43.8,3.36702,73.19095,5,1.1540905951310563
9783,2018-07-07 19:46:00.000,1098.87314,8.426160000000001,50.5,36.6,43.8,2.97448,67.20398,5,0.15345698340611635
9788,2018-07-07 19:51:00.000,1099.51844,8.43017,49.5,36.6,43.8,3.35362,58.1609,5,1.1336114244737023
9793,2018-07-07 19:56:00.000,1099.62348,8.436169999999999,49.5,36.6,43.8,3.14202,21.40438,5,0.7732436093019552
9816,2018-07-07 20:20:00.000,1227.2916300000004,9.45867,49.5,36.6,42.8,4.85744,327.86334,2,0.47497457285477496
9821,2018-07-07 20:25:00.000,1101.37936,8.442169999999999,50.5,36.6,42.8,4.63145,233.81122,2,1.079966114517857
9826,2018-07-07 20:30:00.000,1108.04265,8.42416,50.5,36.6,42.8,3.65116,93.73936,14,1.4300641693952472
9832,2018-07-07 20:36:00.000,1101.97969,8.44017,50.5,36.6,42.8,2.10855,18.875020000000006,5,2.255479223259802
10030,2018-07-07 23:55:00.000,1098.40787,8.380139999999999,49.5,37.6,42.8,4.15453,136.41952,14,0.5391717000035159
10035,2018-07-08 00:00:00.000,1099.80359,8.42216,49.5,37.6,42.8,4.21537,151.97343999999995,14,0.6126904625877548
10040,2018-07-08 00:05:00.000,1098.37791,8.426160000000001,50.5,38.6,42.8,3.66438,95.49976,14,1.3857917057095956
10045,2018-07-08 00:10:00.000,1108.4929,8.454180000000001,50.5,38.6,42.8,2.66191,21.44692,5,0.8955856181021224
10050,2018-07-08 00:15:00.000,1095.84166,8.43817,50.5,38.6,42.8,3.01115,17.36896,5,0.6119841446352902
10055,2018-07-08 00:20:00.000,1097.35736,8.43417,50.5,38.6,43.8,3.28036,79.30488000000003,5,0.9232814647623906
10060,2018-07-08 00:25:00.000,1101.69454,8.420160000000001,51.5,39.6,43.8,3.22336,97.56652,5,0.7931169512734276
10065,2018-07-08 00:30:00.000,1099.48848,8.44017,51.5,39.6,44.8,4.11406,88.55959,14,0.9338938664979209
10070,2018-07-08 00:35:00.000,1097.6575300000004,8.43017,51.5,39.6,44.8,3.10178,58.8249,5,0.4857924084729749
10147,2018-07-08 01:52:00.000,1096.74208,8.42817,50.5,38.6,42.8,4.72385,226.5305,2,0.9194261031796845
10152,2018-07-08 01:57:00.000,1125.87144,8.624260000000001,51.5,38.6,42.8,4.79631,251.3448,2,0.6116955250711488
10157,2018-07-08 02:02:00.000,1166.0913,8.97043,52.5,38.6,42.8,4.76541,280.20459,2,0.5703295680927076
10162,2018-07-08 02:09:00.000,1101.70956,8.4922,52.5,38.6,42.8,5.42103,227.70764,2,1.375098239365137
10167,2018-07-08 02:14:00.000,1190.56837,9.13451,53.5,38.6,43.8,4.81975,293.42103,2,0.4132404681444892
10172,2018-07-08 02:19:00.000,1195.4459,9.21455,54.5,39.6,43.8,3.42159,306.57538,14,2.3901664700920753
10177,2018-07-08 02:24:00.000,1104.3058,8.44818,54.5,39.6,44.8,3.3916800000000005,187.32167,5,1.5944297362678959
10182,2018-07-08 02:29:00.000,1143.17506,8.79235,54.5,39.6,44.8,5.1425,262.06756,2,0.5463536506643665
10187,2018-07-08 02:34:00.000,1139.99349,8.75433,54.5,39.6,44.8,4.99329,260.79464,2,0.2981561622137345
10192,2018-07-08 02:39:00.000,1100.67399,8.416160000000001,54.5,39.6,44.8,2.91673,153.0553,5,0.7062652408610711
10197,2018-07-08 02:44:00.000,1094.22084,8.436169999999999,54.5,39.6,44.8,3.74794,176.36998,14,0.8632402740517021
10202,2018-07-08 02:49:00.000,1103.06016,8.42216,54.5,39.6,44.8,3.32577,169.02345,5,1.349631231858496
10207,2018-07-08 02:54:00.000,1100.67399,8.43417,55.5,39.6,44.8,3.7909,213.04888,14,0.8663098727693281
10212,2018-07-08 02:59:00.000,1107.41229,8.476189999999999,55.5,39.6,44.8,3.98574,238.03958,14,0.7539177152515307
10217,2018-07-08 03:04:00.000,1106.21169,8.43417,55.5,39.6,44.8,3.18502,187.64177,5,1.230099497674171
10222,2018-07-08 03:09:00.000,1182.04424,9.09249,55.5,39.6,44.8,4.99446,288.54712,2,0.06858250292007187
10227,2018-07-08 03:14:00.000,1260.89324,9.70079,56.5,39.6,44.8,5.46016,354.60906,9,1.063881802092002
10232,2018-07-08 03:19:00.000,1341.70806,10.25307,56.5,39.6,44.8,5.88871,416.17866,9,0.5579773498892069
10237,2018-07-08 03:24:00.000,1295.72541,9.9189,57.5,38.6,44.8,5.36639,375.90188,9,1.0727375575257991
10242,2018-07-08 03:29:00.000,1209.73297,9.3086,57.5,38.6,44.8,4.43322,312.63381,2,1.4840298229805184
10247,2018-07-08 03:34:00.000,1376.61545,10.56522,57.5,38.6,44.8,5.64391,459.64969,9,0.16249439251268466
10252,2018-07-08 03:39:00.000,1434.30387,10.9234,57.5,38.6,44.8,5.62056,506.31684,9,0.41416123165896684
10257,2018-07-08 03:44:00.000,1300.33273,9.98093,57.5,38.6,44.8,4.43344,387.94456,2,1.7456919816597292
10262,2018-07-08 03:49:00.000,1285.16009,9.82886,57.5,38.6,44.8,5.41319,368.97466,9,1.0364685076433464
10267,2018-07-08 03:54:00.000,1319.01683,10.14101,56.5,37.6,44.8,5.50171,404.50494,9,0.6846186466833349
10272,2018-07-08 03:59:00.000,1206.41627,9.21255,56.5,37.6,44.8,5.04608,303.68803,2,0.24117581286096837
10277,2018-07-08 04:04:00.000,1122.52486,8.60225,56.5,37.6,44.8,5.12556,248.49014,2,0.5901909845740118
10282,2018-07-08 04:09:00.000,1122.62989,8.63627,55.5,37.6,43.8,5.24637,249.09622,2,0.8555700755486195
10287,2018-07-08 04:14:00.000,1153.00482,8.81836,55.5,37.6,43.8,4.33476,265.71869,14,1.4110514886572478
10292,2018-07-08 04:19:00.000,1158.04737,8.86238,55.5,37.6,43.8,5.52355,266.69134,2,1.5289716506775268
10297,2018-07-08 04:24:00.000,1138.16253,8.73232,54.5,36.6,43.8,4.73977,259.21955,2,0.7017378232202889
10302,2018-07-08 04:29:00.000,1100.14873,8.41816,54.5,36.6,43.8,4.45124,191.08519,14,1.325438816362054
10307,2018-07-08 04:34:00.000,1100.95921,8.43817,54.5,36.6,42.8,4.3737900000000005,194.63967,14,1.1000459457182414
10312,2018-07-08 04:39:00.000,1107.09718,8.42216,53.5,36.6,42.8,4.22708,219.49923,14,0.8184222869054005
10317,2018-07-08 04:44:00.000,1106.49684,8.416160000000001,53.5,36.6,42.8,5.1015,221.13814,2,0.7657844729214065
10322,2018-07-08 04:49:00.000,1104.62098,8.45018,53.5,35.6,42.8,5.43227,232.74356,2,1.3819513788106954
10327,2018-07-08 04:54:00.000,1105.82158,8.454180000000001,53.5,35.6,42.8,5.27764,234.98984,2,0.9990340838287087
10332,2018-07-08 04:59:00.000,1110.98411,8.5042,52.5,35.6,41.8,5.01958,237.8348,2,0.5319490822654495
10337,2018-07-08 05:04:00.000,1124.9560000000001,8.59825,52.5,35.6,41.8,4.62655,246.80841,2,1.0331016217876334
10342,2018-07-08 05:10:00.000,1100.83909,8.42216,52.5,35.6,41.8,4.6115900000000005,218.96022,2,1.2044555811342332
10347,2018-07-08 05:15:00.000,1101.66451,8.43017,52.5,35.6,41.8,4.75622,221.45791,2,0.8932426701885889
10352,2018-07-08 05:20:00.000,1102.71502,8.416160000000001,52.5,34.6,41.8,4.82886,186.12845,2,1.0888605509794058
10357,2018-07-08 05:25:00.000,1095.00122,8.442169999999999,51.5,34.6,40.8,4.29354,208.24097,14,0.9195723319637619
10362,2018-07-08 05:30:00.000,1170.2784,8.96243,51.5,34.6,40.8,4.79864,276.33275,2,0.49072389497350166
10367,2018-07-08 05:35:00.000,1204.28522,9.28859,51.5,34.6,40.8,5.9111,308.76862,9,1.3450427337836817
10372,2018-07-08 05:40:00.000,1159.92331,8.88439,51.5,34.6,40.8,5.2392,271.18956000000003,2,0.758182717869553
10377,2018-07-08 05:45:00.000,1133.97551,8.6903,51.5,34.6,40.8,4.9770699999999986,256.08958,2,0.33787381105679865
10382,2018-07-08 05:50:00.000,1206.05604,9.17854,51.5,34.6,40.8,5.5145,299.73728,2,1.4887108789382928
10387,2018-07-08 05:55:00.000,1273.75463,9.77683,51.5,34.6,40.8,5.5422400000000005,362.21125,9,0.9163745586145141
10392,2018-07-08 06:00:00.000,1391.41269,10.64926,51.5,33.6,40.8,6.39951,467.45644,6,1.1216438954159513
10397,2018-07-08 06:05:00.000,1344.33448,10.28909,51.5,33.6,40.8,5.35935,425.10956,9,0.8734290226334703
10402,2018-07-08 06:10:00.000,1333.16898,10.22105,51.5,33.6,40.8,5.5736300000000005,413.93712,9,0.515841351989019
10407,2018-07-08 06:15:00.000,1417.40546,10.86537,51.5,33.6,40.8,5.85405,496.69722,9,0.42576837764852954
10412,2018-07-08 06:20:00.000,1390.72226,10.60924,52.5,33.6,40.8,6.30821,463.07225,6,1.2882028508214678
10417,2018-07-08 06:25:00.000,1325.57515,10.17903,52.5,33.6,40.8,5.53936,407.09791,9,0.6095657147644469
10422,2018-07-08 06:30:00.000,1253.7496,9.54272,52.5,33.6,40.8,5.61271,339.1155,9,1.0426799422787867
10427,2018-07-08 06:35:00.000,1187.56692,9.03447,52.5,33.6,40.8,4.27985,286.0545,14,1.4883815614868994
10432,2018-07-08 06:40:00.000,1239.64264,9.53871,52.5,33.6,40.8,5.25643,336.53541,2,0.8986268906879913
10437,2018-07-08 06:45:00.000,1228.32713,9.42466,52.5,33.6,40.8,5.44844,325.2426200000001,2,1.3478982760575724
10442,2018-07-08 06:50:00.000,1267.88659,9.67678,52.5,33.6,40.8,5.69031,351.92897,9,0.9130085632373334
10447,2018-07-08 06:55:00.000,1109.3633,8.53022,52.5,33.6,40.8,4.91905,242.21695,2,0.4929080770506126
10452,2018-07-08 07:00:00.000,1095.72153,8.44017,52.5,33.6,40.8,4.74331,204.9062,2,1.040821125362158
10457,2018-07-08 07:05:00.000,1106.91706,8.42416,51.5,33.6,40.8,3.59085,182.57738,14,1.3512527772685998
10462,2018-07-08 07:10:00.000,1100.9891699999996,8.43417,51.5,33.6,40.8,4.32781,172.8505,14,0.9258699505308664
10467,2018-07-08 07:15:00.000,1095.18133,8.43417,51.5,33.6,39.8,4.00397,139.67068999999998,14,0.34253404248902036
10472,2018-07-08 07:20:00.000,1098.51298,8.41816,51.5,33.6,39.8,3.34099,83.81277,5,1.0852731344234539
10477,2018-07-08 07:25:00.000,1098.7681,8.42817,50.5,33.6,39.8,3.63703,105.04536,14,1.398401009410415
10482,2018-07-08 07:30:00.000,1095.82657,8.43017,50.5,33.6,39.8,3.8364,81.61494,14,1.1352272400987238
10487,2018-07-08 07:35:00.000,1102.42987,8.43017,50.5,33.6,39.8,3.45214,95.72849,5,1.3885704749778516
10492,2018-07-08 07:40:00.000,1102.85009,8.43217,50.5,33.6,39.8,3.85055,76.6808,14,1.1607259192808634
10497,2018-07-08 07:45:00.000,1101.52944,8.43217,50.5,33.6,39.8,3.83632,147.85513999999995,14,0.6374467783212983
10502,2018-07-08 07:50:00.000,1107.36731,8.43017,50.5,33.6,39.8,4.20517,147.88403,14,0.5999391282172986
10507,2018-07-08 07:55:00.000,1100.23883,8.40816,49.5,33.6,39.8,3.67962,93.91438,14,1.3588283460899704
10512,2018-07-08 08:00:00.000,1098.51298,8.42817,49.5,33.6,39.8,3.94461,63.06541,14,1.2015715585853033
10517,2018-07-08 08:05:00.000,1098.21274,8.42216,49.5,33.6,40.8,3.97291,118.55146,14,0.5905850779136335
10522,2018-07-08 08:10:00.000,1102.20478,8.43817,49.5,33.6,40.8,4.34741,126.28598,14,1.0971163995160025
10527,2018-07-08 08:15:00.000,1102.3849,8.44017,50.5,34.6,41.8,3.19886,67.11083,5,0.7149535599472581
10532,2018-07-08 08:20:00.000,1095.13629,8.41416,50.5,34.6,41.8,2.33282,9.63026,5,1.716850864639247
10538,2018-07-08 08:26:00.000,1097.43244,8.426160000000001,50.5,35.6,42.8,2.85098,3.80861,5,0.7353460152909345
10544,2018-07-08 08:32:00.000,1100.58397,8.42817,50.5,35.6,43.8,3.0757,54.57619,5,0.44151693497174227
10549,2018-07-08 08:37:00.000,1094.94116,8.43017,50.5,35.6,43.8,4.53788,66.33247,14,1.9413030187628206
10554,2018-07-08 08:42:00.000,1103.01519,8.44617,50.5,35.6,43.8,3.92967,89.14894,14,0.938001783001293
10559,2018-07-08 08:47:00.000,1093.93569,8.42216,50.5,35.6,43.8,3.16375,82.52365999999998,5,0.6152403177007071
10564,2018-07-08 08:52:00.000,1107.3523,8.426160000000001,50.5,35.6,43.8,2.66081,37.91173,5,0.8146628273925371
10579,2018-07-08 09:09:00.000,1102.2198,8.420160000000001,50.5,35.6,42.8,2.9243900000000003,72.9263,5,0.05504098164756291
10584,2018-07-08 09:14:00.000,1095.51146,8.41816,50.5,35.6,42.8,3.83812,121.00862,14,0.7941189422929452
10589,2018-07-08 09:19:00.000,1101.79958,8.42416,51.5,35.6,42.8,2.93691,138.21206,5,0.565156217629734
10594,2018-07-08 09:24:00.000,1092.76513,8.40415,51.5,35.6,42.8,3.635,153.03445,14,1.2230870031500385
10608,2018-07-08 09:38:00.000,1101.81459,8.43417,51.5,35.6,42.8,4.68245,182.57128,2,1.3143103707656314
10613,2018-07-08 09:43:00.000,1101.90469,8.42216,52.5,35.6,42.8,4.78246,161.34042,2,1.359585111961417
10618,2018-07-08 09:48:00.000,1105.62645,8.410160000000001,52.5,35.6,41.8,3.78757,156.0615,14,0.7547024234765142
10623,2018-07-08 09:53:00.000,1094.2658199999996,8.42216,52.5,35.6,41.8,3.46838,98.48100000000001,5,1.434559947735012
10628,2018-07-08 09:58:00.000,1099.60846,8.42817,52.5,35.6,41.8,1.92133,23.90892,5,2.72987859413346
10633,2018-07-08 10:03:00.000,1102.95513,8.43017,52.5,35.6,41.8,2.94292,54.84244,5,0.22334774416454511
10638,2018-07-08 10:08:00.000,1101.13918,8.41216,52.5,35.6,41.8,2.44047,2.27372,5,1.4886453275334735
10643,2018-07-08 10:13:00.000,1105.85161,8.42817,52.5,35.6,41.8,3.2569999999999997,36.19489,5,0.9485766293214479
10648,2018-07-08 10:18:00.000,1106.30179,8.43017,52.5,35.6,41.8,3.24824,66.71849,5,0.8451706239777688
10653,2018-07-08 10:23:00.000,1099.8635800000004,8.43417,52.5,35.6,41.8,3.47899,106.01996,5,1.4733939455137584
10658,2018-07-08 10:28:00.000,1099.66853,8.420160000000001,53.5,35.6,41.8,3.85763,159.92791,14,0.5348209384098107
10663,2018-07-08 10:33:00.000,1099.80359,8.42416,53.5,35.6,41.8,3.55283,118.70884,14,1.5668157032705579
10668,2018-07-08 10:38:00.000,1099.42835,8.43017,53.5,35.6,41.8,4.04052,133.75641000000002,14,0.4017298369658958
10673,2018-07-08 10:43:00.000,1097.44738,8.41416,53.5,35.6,41.8,3.88021,114.22262,14,0.7629168832745428
10678,2018-07-08 10:48:00.000,1108.7930000000001,8.44818,53.5,35.6,41.8,4.27417,125.11638,14,0.9068065071678358
10683,2018-07-08 10:53:00.000,1096.50191,8.44617,53.5,35.6,41.8,3.76613,111.94903,14,1.0272301615077202
10688,2018-07-08 10:58:00.000,1106.33182,8.43017,54.5,35.6,41.8,3.66523,134.0062,14,1.1838981635901065
10693,2018-07-08 11:03:00.000,1096.39694,8.45218,54.5,35.6,41.8,2.97055,166.74823,5,0.8404122719545541
10698,2018-07-08 11:08:00.000,1107.12721,8.426160000000001,54.5,35.6,41.8,4.30679,128.05396000000002,14,0.9769164625049463
10851,2018-07-08 13:42:00.000,1100.1187,8.43217,54.5,37.6,41.8,4.44706,228.81655,14,1.4433141962791676
10856,2018-07-08 13:47:00.000,1182.1793,9.04247,55.5,37.6,42.8,5.66628,288.55534,9,1.4352918329674158
10861,2018-07-08 13:52:00.000,1304.21959,10.03096,55.5,38.6,43.8,5.84103,391.93506,9,0.6534417050767961
10866,2018-07-08 13:57:00.000,1230.68327,9.36463,56.5,38.6,43.8,4.69361,318.77559,2,0.8045392828256344
10871,2018-07-08 14:02:00.000,1119.40328,8.60425,56.5,38.6,43.8,4.62234,245.72945,2,1.0479276825040682
10876,2018-07-08 14:07:00.000,1103.07518,8.436169999999999,56.5,38.6,44.8,2.89252,128.4563,5,0.4845775148268883
10881,2018-07-08 14:12:00.000,1102.00965,8.42416,56.5,38.6,44.8,4.1352400000000005,184.33767,14,0.36647188987484214
10886,2018-07-08 14:17:00.000,1101.5144300000004,8.426160000000001,56.5,38.6,44.8,3.12965,99.49488,5,0.5603313830743032
10891,2018-07-08 14:22:00.000,1106.91706,8.43217,56.5,38.6,44.8,2.87805,82.4397,5,0.14891614575293438
10896,2018-07-08 14:27:00.000,1103.24028,8.44417,56.5,38.6,44.8,3.1106,138.95236,5,0.742239637762839
10901,2018-07-08 14:32:00.000,1122.3747,8.582239999999999,56.5,38.6,44.8,4.97469,246.14439,2,0.4342431932810438
10906,2018-07-08 14:37:00.000,1101.99464,8.44617,56.5,38.6,44.8,5.47489,225.35995,2,1.5176892192312803
10911,2018-07-08 14:42:00.000,1233.45955,9.44667,57.5,38.6,44.8,5.44188,325.85081,2,1.3320407541058006
10916,2018-07-08 14:47:00.000,1119.5834,8.62626,57.5,38.6,44.8,4.79825,247.43719,2,0.6322425224616259
10921,2018-07-08 14:52:00.000,1115.6364,8.53222,57.5,38.6,44.8,4.9934,240.38408,2,0.4940226396847049
10926,2018-07-08 14:57:00.000,1096.89217,8.44417,56.5,38.6,44.8,4.19901,219.6532,14,0.7567970363266758
10931,2018-07-08 15:02:00.000,1239.67267,9.49069,56.5,38.6,44.8,5.75002,330.28041,9,1.0922806662866313
10936,2018-07-08 15:07:00.000,1184.46044,9.05448,56.5,37.6,44.8,4.75045,287.40869,2,0.6027386322350275
10941,2018-07-08 15:12:00.000,1105.43139,8.47819,55.5,37.6,44.8,5.34071,234.47797000000003,2,1.1499464082190987
10946,2018-07-08 15:17:00.000,1107.11219,8.5022,55.5,37.6,44.8,3.14803,238.11728,5,1.6125627129005897
10951,2018-07-08 15:22:00.000,1367.13082,10.46917,55.5,37.6,44.8,4.94224,445.14459000000005,2,1.502502597352223
10956,2018-07-08 15:27:00.000,1344.87475,10.34111,55.5,37.6,44.8,5.33337,435.21259,9,0.9052599957269025
