,date,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category,distance
20635,2018-07-15 09:35:00.000,1758.7792399999996,13.47466,65.5,39.6,52.8,9.33918,1524.64588,1,1.0493973029626296
20640,2018-07-15 09:40:00.000,1710.32033,13.02844,65.5,39.6,53.8,6.13053,875.12631,0,0.9783148081018019
20645,2018-07-15 09:45:00.000,1763.04135,13.43264,65.5,39.6,53.8,7.3712300000000015,988.76719,10,1.3553873654348068
20650,2018-07-15 09:50:00.000,1657.65937,12.76231,65.5,39.6,53.8,7.63477,819.76031,10,0.40384628107938425
20655,2018-07-15 09:55:00.000,1700.23537,13.12449,64.5,39.6,53.8,6.17727,890.30056,0,0.9022746220498173
20660,2018-07-15 10:00:00.000,1511.51712,11.66777,64.5,39.6,53.8,5.79895,626.2810599999998,9,1.3529497389969856
20665,2018-07-15 10:06:00.000,1586.29901,12.08797,64.5,39.6,53.8,7.618810000000001,686.00938,10,1.2729091914120012
20670,2018-07-15 10:11:00.000,1759.09443,13.49267,64.5,39.6,53.8,7.76178,1254.1703699999996,11,0.6168635907452952
20675,2018-07-15 10:16:00.000,1565.99395,12.06796,64.5,39.6,53.8,8.74152,680.1338099999998,10,2.3427545768002602
20680,2018-07-15 10:21:00.000,1493.52315,11.45366,63.5,40.6,53.8,5.7649,589.26638,9,1.0417261825945647
20685,2018-07-15 10:26:00.000,1302.10355,10.00695,63.5,40.6,53.8,5.13472,387.97381,2,1.0456748750915172
20690,2018-07-15 10:31:00.000,1749.48982,13.39662,62.5,40.6,52.8,8.05328,1100.6225,11,0.7783263715666414
20695,2018-07-15 10:36:00.000,1722.89657,13.11048,62.5,40.6,52.8,7.1517100000000005,892.15631,0,1.203386506271866
20700,2018-07-15 10:41:00.000,1741.38576,13.41063,62.5,40.6,52.8,7.70166,1031.01931,11,1.0831870495451996
20705,2018-07-15 10:46:00.000,1669.92028,12.83034,62.5,40.6,52.8,7.48673,804.17519,10,0.7284350889977094
20710,2018-07-15 10:51:00.000,1265.8156,9.62276,62.5,40.6,51.8,6.68032,342.55969,6,1.8615661649226682
20715,2018-07-15 10:56:00.000,1487.2351099999996,11.40764,61.5,40.6,51.8,7.52738,567.08381,6,1.820847801520853
20720,2018-07-15 11:01:00.000,1310.7328699999996,10.05897,61.5,40.6,51.8,4.6634699999999984,394.27075,2,1.3102266485313785
20725,2018-07-15 11:06:00.000,1377.8309800000004,10.59124,61.5,40.6,50.8,6.17726,460.93275,9,1.069647118043972
20730,2018-07-15 11:11:00.000,1667.144,12.86036,61.5,40.6,50.8,7.613360000000001,820.58825,10,0.4384127160965536
20735,2018-07-15 11:16:00.000,1748.55929,13.40462,61.5,40.6,50.8,8.15366,1128.8006300000004,11,0.8383613115542365
20740,2018-07-15 11:21:00.000,1696.66369,12.90638,61.5,40.6,50.8,8.10208,823.1755,10,0.6709577362218103
20745,2018-07-15 11:26:00.000,1766.7333,13.44665,61.5,40.6,50.8,8.14465,1061.0695,11,1.1275136258870309
20750,2018-07-15 11:31:00.000,1542.62745,11.88788,60.5,40.6,49.8,7.024210000000001,643.44706,6,0.8811411248081384
20755,2018-07-15 11:36:00.000,1616.809,12.39213,60.5,40.6,49.8,7.24938,738.39581,10,1.4086370468762675
20760,2018-07-15 11:41:00.000,1292.1385699999996,9.86688,60.5,40.6,49.8,4.9787300000000005,373.45653,2,0.8038718596662335
20765,2018-07-15 11:46:00.000,1418.12592,10.85136,60.5,40.6,49.8,7.23186,490.9188400000001,6,1.3339808664966488
20770,2018-07-15 11:51:00.000,1396.56028,10.73731,59.5,40.6,48.8,5.56595,490.72741,9,0.40852582345443844
20775,2018-07-15 11:56:00.000,1690.5255100000004,12.98042,59.5,39.6,48.8,5.84306,864.3095,0,1.5775596539597978
20780,2018-07-15 12:01:00.000,1101.28934,8.43217,60.5,39.6,48.8,2.6431400000000003,105.07795,5,0.8072670680817802
20785,2018-07-15 12:06:00.000,1690.40553,12.93039,59.5,39.6,48.8,7.8775,840.325,10,0.18696987672297555
20790,2018-07-15 12:11:00.000,1404.43925,10.78733,59.5,39.6,48.8,8.18325,473.40169,10,2.9107077033889026
20795,2018-07-15 12:16:00.000,1260.06782,9.65477,59.5,39.6,48.8,5.5687,349.61047,9,0.9884183389826254
20800,2018-07-15 12:21:00.000,1479.41619,11.3216,59.5,39.6,48.8,5.5810900000000006,565.23562,9,0.8915929500158185
20805,2018-07-15 12:26:00.000,1649.5701800000004,12.62224,59.5,39.6,48.8,6.04536,778.9896200000002,0,1.3014894639948924
20810,2018-07-15 12:31:00.000,1516.25943,11.58573,59.5,39.6,47.8,6.8329,608.31481,6,0.3722095617863113
20815,2018-07-15 12:36:00.000,1435.95486,11.07147,59.5,39.6,47.8,6.26179,535.18969,6,1.0799635586074343
20820,2018-07-15 12:41:00.000,1457.55038,11.26757,59.5,39.6,47.8,5.1457,561.05981,9,1.535648202134147
20825,2018-07-15 12:46:00.000,1121.12913,8.57424,59.5,39.6,47.8,3.4112,249.78958,14,2.08841842421528
20830,2018-07-15 12:51:00.000,1103.58542,8.416160000000001,58.5,39.6,47.8,4.29136,180.60366,14,0.8210569826174057
20835,2018-07-15 12:56:00.000,1197.62193,9.13451,58.5,39.6,47.8,5.42862,295.22794,2,1.2522185905765169
20840,2018-07-15 13:01:00.000,1107.24726,8.42416,58.5,39.6,47.8,2.12035,30.89582,5,2.1993325811509803
20845,2018-07-15 13:07:00.000,1308.55677,9.96493,57.5,39.6,46.8,5.31471,380.22762,2,1.2805439982881284
20850,2018-07-15 13:12:00.000,1312.63883,10.06497,57.5,39.6,46.8,4.517530000000002,396.19219,2,1.607279534085291
20855,2018-07-15 13:17:00.000,1102.68499,8.43817,57.5,38.6,46.8,3.761,87.20733,14,1.224997280296074
20860,2018-07-15 13:22:00.000,1142.04947,8.80035,56.5,38.6,46.8,2.97186,271.84856,5,1.828866976003538
20865,2018-07-15 13:27:00.000,1356.1302,10.38313,56.5,38.6,46.8,5.27652,435.4095,9,1.0322505347104092
20870,2018-07-15 13:32:00.000,1158.81273,8.928410000000003,56.5,38.6,46.8,4.51817,281.31166,2,1.2400503427710734
20875,2018-07-15 13:37:00.000,1432.83321,11.02345,56.5,38.6,45.8,4.6566,549.5110599999998,2,2.657521553901441
20880,2018-07-15 13:42:00.000,1549.77095,11.84185,56.5,38.6,45.8,7.30871,641.64212,6,1.4322495032055425
20885,2018-07-15 13:47:00.000,1775.88787,13.53069,56.5,38.6,45.8,7.3204699999999985,1045.81775,11,1.3786646529631337
20890,2018-07-15 13:52:00.000,1261.95877,9.59274,57.5,38.6,45.8,7.360889999999999,335.41897,6,2.4000908614714302
20895,2018-07-15 13:57:00.000,1744.0269,13.30257,58.5,38.6,45.8,7.36708,925.18175,10,1.0515082962449585
20900,2018-07-15 14:02:00.000,1598.68019,12.25206,58.5,38.6,45.8,7.1997,717.35006,6,1.575645533152648
20905,2018-07-15 14:07:00.000,1514.48846,11.50969,58.5,38.6,45.8,7.4016199999999985,572.31512,6,1.5364894247728762
20910,2018-07-15 14:12:00.000,1661.66621,12.68827,58.5,38.6,45.8,6.72917,812.76062,0,0.4572175593528362
20915,2018-07-15 14:17:00.000,1742.2562300000004,13.41463,58.5,38.6,45.8,7.216760000000002,1127.0810000000001,11,1.2610960219541814
20920,2018-07-15 14:22:00.000,1320.29243,10.19304,58.5,38.6,45.8,5.35616,421.01128,9,0.8927436115285939
20925,2018-07-15 14:27:00.000,1629.1452800000004,12.52019,58.5,38.6,46.8,5.20845,779.84025,9,2.846637142791923
20930,2018-07-15 14:32:00.000,1509.85126,11.57772,58.5,38.6,46.8,5.74178,602.4381900000002,9,1.1448222523550824
20935,2018-07-15 14:37:00.000,1667.86445,12.75631,58.5,38.6,46.8,6.79875,813.7848799999998,0,0.5566744184464547
20940,2018-07-15 14:42:00.000,1459.59149,11.19954,59.5,38.6,46.8,7.21253,565.27594,6,1.1125554925995769
20945,2018-07-15 14:47:00.000,1347.87613,10.34711,59.5,38.6,46.8,4.94676,433.21419,2,1.3860511145253736
20950,2018-07-15 14:52:00.000,1203.66994,9.29259,59.5,38.6,46.8,3.05969,315.24438,5,2.2606838649523313
20955,2018-07-15 14:57:00.000,1118.50286,8.59625,59.5,38.6,46.8,4.75445,249.44159,2,0.7147129684991659
20960,2018-07-15 15:02:00.000,1101.1843,8.43217,59.5,39.6,46.8,2.63816,40.40475,5,0.8581351547240009
20965,2018-07-15 15:07:00.000,1749.81987,13.47866,58.5,39.6,46.8,8.51327,1033.86431,11,1.8547904035701166
20970,2018-07-15 15:12:00.000,1760.62529,13.39862,59.5,39.6,46.8,8.5052,982.35619,10,1.7756447260790131
20975,2018-07-15 15:17:00.000,1554.88865,12.00994,59.5,39.6,47.8,3.75971,685.65881,14,5.707309802038299
20980,2018-07-15 15:22:00.000,1680.7257,12.96041,59.5,39.6,47.8,6.150930000000002,871.00269,0,0.9324197333527878
20985,2018-07-15 15:27:00.000,1586.16401,12.16401,60.5,39.6,47.8,6.819439999999998,709.79288,6,1.1084086952858854
20990,2018-07-15 15:32:00.000,1347.08073,10.37113,60.5,39.6,47.8,6.06304,431.38844000000006,9,0.8470210348831652
20995,2018-07-15 15:37:00.000,1473.27816,11.21354,60.5,39.6,47.8,6.26049,541.93,6,1.0683123255521276
21000,2018-07-15 15:42:00.000,1312.41374,10.04697,60.5,39.6,47.8,6.38672,406.69775,6,1.5407553408375423
21005,2018-07-15 15:47:00.000,1454.23368,11.18353,59.5,39.6,47.8,5.9356,559.07394,9,0.9393684134488453
21010,2018-07-15 15:52:00.000,1479.10101,11.31559,59.5,39.6,47.8,5.15763,570.01406,9,1.5525481524330957
21015,2018-07-15 15:57:00.000,1173.83514,9.04447,59.5,40.6,47.8,5.26601,290.95456,2,0.8070957558838683
21020,2018-07-15 16:02:00.000,1270.96319,9.67478,59.5,40.6,47.8,7.439789999999999,348.68256,6,2.43095222594884
21025,2018-07-15 16:08:00.000,1546.76943,11.85786,59.5,40.6,47.8,7.10465,637.762,6,1.0047642448552605
21030,2018-07-15 16:13:00.000,1518.91574,11.66777,59.5,40.6,47.8,7.3715199999999985,620.3165,6,1.5139491437562782
21035,2018-07-15 16:18:00.000,1430.1769,10.95542,59.5,40.6,47.8,5.6898,514.95706,9,0.4289626792015928
21040,2018-07-15 16:23:00.000,1559.91597,11.95791,59.5,40.6,47.8,6.633780000000002,651.5465,6,0.6483202647313311
21045,2018-07-15 16:28:00.000,1382.16816,10.49319,59.5,40.6,47.8,6.61618,450.92584000000005,6,1.0177057373972145
21050,2018-07-15 16:33:00.000,1423.48358,10.96542,59.5,40.6,47.8,4.71376,510.64684000000005,2,2.2496451828813013
21055,2018-07-15 16:38:00.000,1444.35894,11.06147,59.5,40.6,47.8,5.8064,533.0369999999999,9,0.6125864283847539
21060,2018-07-15 16:43:00.000,1168.85272,8.922410000000003,58.5,40.6,47.8,6.49969,273.05266,9,2.390538516227952
21065,2018-07-15 16:48:00.000,1203.14461,9.19254,58.5,40.6,47.8,4.59813,186.17667,2,1.4390937810797935
21070,2018-07-15 16:53:00.000,1310.71785,10.05097,58.5,40.6,47.8,6.953060000000002,386.21647,6,1.5980830039802723
21075,2018-07-15 16:58:00.000,1205.06559,9.21055,57.5,40.6,47.8,6.880889999999999,299.42597,6,2.2349070256574852
21080,2018-07-15 17:03:00.000,1299.2822099999996,9.99294,57.5,40.6,47.8,6.21793,388.14866,9,1.3155612555011063
21085,2018-07-15 17:08:00.000,1095.78159,8.420160000000001,57.5,40.6,47.8,3.435,164.66516,5,1.5625130060084778
21090,2018-07-15 17:13:00.000,1244.21992,9.52871,56.5,40.6,47.8,5.59692,337.96281,9,1.0605205620919134
21095,2018-07-15 17:18:00.000,1100.19371,8.43417,56.5,40.6,47.8,1.2914,98.47991,5,4.356012269000682
21100,2018-07-15 17:23:00.000,1106.64693,8.41816,55.5,40.6,47.8,4.6203,158.67217,2,1.6020931443296256
21105,2018-07-15 17:28:00.000,1099.75855,8.426160000000001,55.5,40.6,46.8,2.58192,61.31397,5,0.9429176821742183
21110,2018-07-15 17:33:00.000,1107.5924,8.42216,55.5,39.6,46.8,4.41827,135.40102,14,1.263090809335592
21115,2018-07-15 17:38:00.000,1105.34137,8.41816,55.5,39.6,46.8,4.55086,145.89847,14,1.6343344223331655
21120,2018-07-15 17:43:00.000,1105.26622,8.410160000000001,54.5,39.6,46.8,3.82352,146.37306,14,0.6800848481183178
21125,2018-07-15 17:48:00.000,1123.83049,8.55023,54.5,39.6,46.8,5.28275,238.97147,2,0.9905505545966846
21130,2018-07-15 17:53:00.000,1108.02764,8.426160000000001,54.5,39.6,46.8,2.96433,73.93815,5,0.09459813316604107
21135,2018-07-15 17:58:00.000,1113.35527,8.54022,54.5,39.6,45.8,5.12616,241.97511,2,0.637046453113399
21140,2018-07-15 18:03:00.000,1254.36495,9.66678,54.5,39.6,45.8,5.44597,352.93731,9,1.0934709047538893
21145,2018-07-15 18:08:00.000,1219.83287,9.3006,54.5,39.6,45.8,4.7908300000000015,314.26956,2,0.5418713320334134
21150,2018-07-15 18:13:00.000,1189.87816,9.07849,54.5,39.6,45.8,5.37944,290.17925,2,1.1170940618718543
21155,2018-07-15 18:18:00.000,1158.9478,8.87839,54.5,39.6,45.8,5.63195,268.48656,2,1.8201121639569782
21160,2018-07-15 18:23:00.000,1102.00965,8.426160000000001,54.5,39.6,45.8,4.81623,208.48142,2,0.9047333039504111
21165,2018-07-15 18:28:00.000,1151.24901,8.77834,54.5,39.6,45.8,5.30056,261.80662,2,0.9445430079078804
21170,2018-07-15 18:33:00.000,1096.39694,8.416160000000001,53.5,38.6,45.8,4.46064,189.29795,14,1.350800922414398
21175,2018-07-15 18:38:00.000,1094.7461,8.44017,53.5,38.6,45.8,3.98852,129.90031000000002,14,0.4578301637546109
21180,2018-07-15 18:43:00.000,1105.3713300000004,8.42817,53.5,38.6,45.8,4.08624,137.17569,14,0.40508544459353907
21185,2018-07-15 18:48:00.000,1099.09822,8.426160000000001,53.5,38.6,45.8,3.40208,69.68516,5,1.2487227026591214
21190,2018-07-15 18:53:00.000,1095.10625,8.42817,52.5,38.6,44.8,2.61368,11.94779,5,1.0517071681866261
21212,2018-07-15 19:15:00.000,1098.69302,8.436169999999999,50.5,38.6,43.8,3.70004,78.02416,14,1.4272846846348177
21217,2018-07-15 19:20:00.000,1100.7490699999996,8.436169999999999,50.5,38.6,43.8,3.3085,66.98051,5,1.0035912859692167
21222,2018-07-15 19:25:00.000,1106.75204,8.426160000000001,50.5,38.6,43.8,3.37764,37.73755,5,1.2417582206670004
21243,2018-07-15 19:46:00.000,1093.99568,8.426160000000001,50.5,38.6,42.8,3.23941,60.83623000000001,5,0.8311702218653034
21248,2018-07-15 19:51:00.000,1101.43942,8.43017,50.5,38.6,42.8,2.5437,43.83264000000001,5,1.0806866243394162
21253,2018-07-15 19:56:00.000,1099.57851,8.43217,50.5,38.6,42.8,2.72092,37.7062,5,0.6789901885704102
21258,2018-07-15 20:01:00.000,1102.17475,8.426160000000001,50.5,38.6,42.8,2.76106,27.60695,5,0.6596434035844596
21263,2018-07-15 20:07:00.000,1100.17877,8.43017,50.5,38.6,42.8,4.59504,175.66827,2,1.518716690336949
21268,2018-07-15 20:12:00.000,1100.1187,8.442169999999999,50.5,38.6,42.8,3.2417700000000003,46.96586,5,0.8725772768578149
21273,2018-07-15 20:17:00.000,1099.41333,8.42216,50.5,38.6,42.8,2.85733,52.94955,5,0.31113688881558743
21278,2018-07-15 20:22:00.000,1102.42987,8.43017,50.5,38.6,42.8,3.91384,99.10102,14,0.8542234880589286
21283,2018-07-15 20:27:00.000,1094.68604,8.416160000000001,50.5,38.6,42.8,4.6887300000000005,166.92647,2,1.4296312923679997
21288,2018-07-15 20:32:00.000,1095.46641,8.43217,50.5,38.6,42.8,2.48628,61.11533000000001,5,1.193906059104124
21293,2018-07-15 20:37:00.000,1108.47789,8.42416,50.5,38.6,42.8,3.75639,108.82803,14,1.0720184928183665
21298,2018-07-15 20:42:00.000,1098.79813,8.42416,50.5,38.6,42.8,3.85382,72.88059,14,1.1931107531531822
21303,2018-07-15 20:47:00.000,1107.12721,8.420160000000001,50.5,38.6,42.8,2.48906,49.51346,5,1.2064623139413686
21308,2018-07-15 20:52:00.000,1096.24679,8.42817,49.5,38.6,42.8,2.93208,48.96662,5,0.2769872764297566
21313,2018-07-15 20:57:00.000,1106.90205,8.42416,49.5,38.6,42.8,3.99005,125.18345,14,0.5068076811676747
21318,2018-07-15 21:02:00.000,1101.07919,8.43017,49.5,38.6,42.8,3.22276,89.3372,5,0.777443124399392
21323,2018-07-15 21:07:00.000,1102.26477,8.43217,49.5,38.6,42.8,3.39541,75.06201999999998,5,1.2287549878320523
21328,2018-07-15 21:12:00.000,1099.59345,8.42416,49.5,38.6,42.8,3.3065300000000004,70.90945,5,0.9951053143984221
21333,2018-07-15 21:17:00.000,1099.72859,8.44417,49.5,38.6,42.8,3.11812,50.10232,5,0.560263092798479
21338,2018-07-15 21:22:00.000,1099.83363,8.43017,49.5,38.6,42.8,2.57846,16.357770000000002,5,1.105568040711186
21343,2018-07-15 21:27:00.000,1094.71607,8.436169999999999,50.5,38.6,42.8,2.40873,15.79831,5,1.5086135264141782
21487,2018-07-15 23:52:00.000,1107.2323199999996,8.426160000000001,50.5,37.6,40.8,2.72468,73.26886,5,0.5525950839141036
21492,2018-07-15 23:57:00.000,1107.21723,8.43217,50.5,38.6,41.8,3.976080000000001,110.05537,14,0.6780174501995218
21497,2018-07-16 00:02:00.000,1099.03823,8.43217,51.5,38.6,41.8,3.14613,93.76013,5,0.5856277654779742
21502,2018-07-16 00:07:00.000,1101.03422,8.442169999999999,51.5,39.6,42.8,4.51226,155.14869,14,1.5026638653654503
21507,2018-07-16 00:12:00.000,1095.25634,8.426160000000001,51.5,39.6,43.8,4.54886,147.35839,14,1.6257142142127128
21512,2018-07-16 00:17:00.000,1099.80359,8.442169999999999,52.5,40.6,43.8,3.986380000000001,124.66683,14,0.5149754507767413
21517,2018-07-16 00:22:00.000,1095.69157,8.43017,52.5,40.6,44.8,3.51665,130.95584,14,1.630818672662786
21522,2018-07-16 00:27:00.000,1106.63198,8.43217,52.5,40.6,44.8,3.16925,96.24044,5,0.6508816482751792
21527,2018-07-16 00:32:00.000,1106.16672,8.43817,52.5,40.6,44.8,1.93495,33.84599,5,2.6781267524950647
21532,2018-07-16 00:37:00.000,1101.07919,8.41816,52.5,40.6,44.8,3.21607,51.56291,5,0.7939448611277284
21537,2018-07-16 00:42:00.000,1099.84857,8.42416,52.5,40.6,44.8,2.12145,10.84895,5,2.242666106950024
21542,2018-07-16 00:47:00.000,1106.13669,8.42817,52.5,40.6,44.8,2.71927,15.09214,5,0.8215855495572802
21608,2018-07-16 01:53:00.000,1107.27729,8.436169999999999,53.5,40.6,43.8,3.93584,98.54445,14,0.8345352258859223
21613,2018-07-16 01:58:00.000,1098.70804,8.420160000000001,53.5,40.6,43.8,2.90917,40.69529,5,0.36026623810643615
21618,2018-07-16 02:03:00.000,1099.44336,8.42416,53.5,40.6,44.8,2.37942,14.08866,5,1.5865431593771635
21623,2018-07-16 02:09:00.000,1105.58147,8.426160000000001,53.5,41.6,45.8,1.65522,0.8122699999999999,5,3.46499408651309
21628,2018-07-16 02:14:00.000,1098.28789,8.39015,53.5,41.6,45.8,1.84364,0.34249,5,2.97948527301409
21822,2018-07-16 05:28:00.000,1133.96049,8.6903,54.5,40.6,43.8,4.9336400000000005,254.29922,2,0.3689796629725522
21827,2018-07-16 05:33:00.000,1264.9151,9.69079,54.5,40.6,43.8,5.18676,354.13441,2,0.8531320183240276
21832,2018-07-16 05:38:00.000,1365.46496,10.5212,55.5,40.6,44.8,5.80738,449.69069,9,0.24298734156062535
21837,2018-07-16 05:43:00.000,1305.28511,10.03896,55.5,40.6,44.8,5.3343300000000005,396.76638,9,1.02912539953557
21842,2018-07-16 05:48:00.000,1186.39636,9.07048,55.5,40.6,44.8,4.91144,289.9646600000001,2,0.16208357426980402
21847,2018-07-16 05:53:00.000,1246.29091,9.49469,55.5,40.6,44.8,4.84448,331.02884,2,0.5214400810182067
21852,2018-07-16 05:58:00.000,1190.0281699999996,9.15252,55.5,40.6,44.8,5.1565400000000015,298.0012200000001,2,0.5127370355978066
21857,2018-07-16 06:03:00.000,1245.04535,9.5027,56.5,40.6,44.8,6.10356,334.21184,9,1.387811972770058
21862,2018-07-16 06:09:00.000,1307.83646,10.04897,56.5,40.6,44.8,5.54627,396.90678,9,0.6654012879732657
21867,2018-07-16 06:14:00.000,1270.9782,9.68078,56.5,40.6,44.8,5.4674,351.62744,9,1.0755170438938124
21872,2018-07-16 06:19:00.000,1215.88595,9.3166,56.5,40.6,44.8,5.4478,313.28231,2,1.3220876758030127
21877,2018-07-16 06:24:00.000,1306.95097,9.98894,57.5,40.6,44.8,5.50135,384.87688,9,0.8062552801404246
21882,2018-07-16 06:29:00.000,1103.43541,8.51421,57.5,40.6,44.8,4.02608,239.20878,14,0.7557630442623251
21887,2018-07-16 06:34:00.000,1095.79661,8.426160000000001,56.5,39.6,44.8,4.1676400000000005,186.48595,14,0.46734595671152956
21892,2018-07-16 06:39:00.000,1113.40031,8.46819,56.5,39.6,44.8,4.94691,236.0063,2,0.5366078173708382
21897,2018-07-16 06:44:00.000,1141.73428,8.746319999999999,56.5,39.6,44.8,4.36333,262.38675,14,1.445818405454176
21902,2018-07-16 06:49:00.000,1101.84455,8.43217,55.5,39.6,43.8,4.01054,217.2795,14,0.5180711063563408
21907,2018-07-16 06:54:00.000,1107.36731,8.43417,55.5,38.6,43.8,4.39505,155.92748,14,1.1433266607066033
21912,2018-07-16 06:59:00.000,1102.73004,8.426160000000001,54.5,38.6,43.8,3.58719,138.05852,14,1.400826968500178
21917,2018-07-16 07:04:00.000,1101.0192,8.42817,54.5,38.6,43.8,3.72586,151.99458,14,0.9498863420680494
21922,2018-07-16 07:09:00.000,1102.57995,8.42817,54.5,38.6,42.8,4.3232300000000015,217.22105,14,1.0466891677110297
21927,2018-07-16 07:14:00.000,1106.45187,8.42817,53.5,37.6,42.8,4.6752699999999985,217.94725,2,1.0739186055007943
21932,2018-07-16 07:19:00.000,1132.30965,8.67029,53.5,37.6,42.8,4.63647,251.11559,2,0.9914555824544301
21937,2018-07-16 07:24:00.000,1252.48916,9.59474,53.5,37.6,42.8,5.57343,342.9417200000001,9,1.036621598395171
21942,2018-07-16 07:29:00.000,1211.2037,9.23256,53.5,37.6,42.8,5.59879,306.52816,9,1.3106704240623017
21947,2018-07-16 07:34:00.000,1197.66697,9.14452,53.5,37.6,41.8,4.237,296.8404700000001,14,1.530141095445448
21952,2018-07-16 07:39:00.000,1103.22526,8.43417,53.5,36.6,41.8,3.26346,144.74008,5,1.0790050654888823
21957,2018-07-16 07:44:00.000,1099.0082,8.42416,52.5,36.6,41.8,4.56999,189.99098,2,1.4695023875244229
21962,2018-07-16 07:49:00.000,1102.20478,8.43217,52.5,36.6,41.8,2.8339999999999996,82.6183,5,0.26372486584978005
21967,2018-07-16 07:54:00.000,1198.05709,9.19654,52.5,36.6,41.8,4.45101,304.37009,2,1.4262682123305672
21972,2018-07-16 07:59:00.000,1213.27462,9.3006,52.5,36.6,41.8,5.32365,316.60959,2,0.9967171850126975
21977,2018-07-16 08:04:00.000,1195.49087,9.12651,52.5,36.6,40.8,5.056769999999998,296.84753,2,0.24251815858986633
21982,2018-07-16 08:09:00.000,1316.12056,10.03096,52.5,35.6,40.8,5.43866,390.74575,9,0.8676291362028624
21987,2018-07-16 08:14:00.000,1179.71813,9.06448,52.5,35.6,40.8,5.14391,291.85694,2,0.4735291466200745
21992,2018-07-16 08:19:00.000,1281.27323,9.88689,52.5,35.6,40.8,5.889880000000002,375.99738,9,0.8219209722185835
21997,2018-07-16 08:24:00.000,1246.57621,9.5187,52.5,35.6,40.8,5.50465,333.11078,9,1.1693432976987856
22002,2018-07-16 08:29:00.000,1144.97591,8.83237,52.5,35.6,40.8,3.93252,269.47616,14,1.1259381550608922
22007,2018-07-16 08:34:00.000,1132.60974,8.71631,52.5,35.6,40.8,6.40714,256.33561000000003,9,2.3308161404662777
22012,2018-07-16 08:39:00.000,1095.21129,8.43817,52.5,35.6,40.8,3.95282,166.47398,14,0.2332387027657672
22017,2018-07-16 08:44:00.000,1245.3305,9.59474,52.5,35.6,40.8,4.45637,342.45522,2,1.4925267713974293
22022,2018-07-16 08:49:00.000,1177.61703,9.00245,52.5,35.6,40.8,4.73336,285.16038,2,0.6508528976748281
22027,2018-07-16 08:54:00.000,1223.46469,9.3146,52.5,35.6,40.8,5.72875,312.54903,9,1.2349270611235972
22032,2018-07-16 08:59:00.000,1266.70108,9.65677,52.5,35.6,40.8,5.4440800000000005,350.28172,9,1.1139493665575644
22037,2018-07-16 09:04:00.000,1102.56494,8.45018,52.5,35.6,40.8,5.1538900000000005,232.78717000000003,2,0.7541483622683304
22042,2018-07-16 09:09:00.000,1245.48051,9.56073,52.5,35.6,40.8,6.79142,333.45062,6,1.9391367754178754
22047,2018-07-16 09:14:00.000,1165.82117,8.92041,52.5,35.6,40.8,5.1135,276.87956,2,0.41310109372108733
22052,2018-07-16 09:19:00.000,1133.37517,8.66628,52.5,35.6,40.8,5.25384,248.88811,2,0.8745412081198611
22057,2018-07-16 09:24:00.000,1226.73634,9.44867,52.5,35.6,40.8,5.24012,326.8960600000001,2,0.8156900937498096
22062,2018-07-16 09:29:00.000,1106.3768699999996,8.43217,51.5,35.6,40.8,4.40718,170.766,14,1.1699060896663958
22067,2018-07-16 09:34:00.000,1130.70385,8.60625,51.5,35.6,40.8,5.49455,245.97931,2,1.4964864528355983
22072,2018-07-16 09:39:00.000,1232.34913,9.42266,51.5,35.6,40.8,5.62131,324.24313,9,1.1581116194824368
22077,2018-07-16 09:44:00.000,1101.43942,8.45018,51.5,35.6,40.8,3.9524,189.21616,14,0.31073824557479846
22082,2018-07-16 09:49:00.000,1094.44593,8.42817,51.5,35.6,40.8,4.82535,179.51197,2,1.1524692226133104
22087,2018-07-16 09:54:00.000,1100.26886,8.426160000000001,51.5,35.6,40.8,2.89956,133.64269,5,0.5290658277156345
22092,2018-07-16 09:59:00.000,1099.66853,8.44417,51.5,35.6,40.8,3.16915,121.69098,5,0.7497636972148127
22097,2018-07-16 10:04:00.000,1101.1843,8.42817,50.5,35.6,40.8,2.71807,65.80417,5,0.5802158073703328
22102,2018-07-16 10:10:00.000,1104.17073,8.43417,50.5,35.6,40.8,1.9849,55.79683000000001,5,2.5215415521346207
22107,2018-07-16 10:15:00.000,1105.92662,8.41816,50.5,35.6,40.8,2.79678,19.73428,5,0.659300040239539
22112,2018-07-16 10:20:00.000,1099.77356,8.43417,50.5,35.6,40.8,3.23423,33.08096,5,0.9075446798439611
22271,2018-07-16 12:59:00.000,1105.6715,8.42817,51.5,38.6,42.8,3.52978,109.02397,14,1.672889581246511
22301,2018-07-16 13:29:00.000,1095.79661,8.436169999999999,51.5,39.6,43.8,3.93407,89.63691,14,0.928657177910585
22690,2018-07-16 20:00:00.000,1324.40466,10.18503,56.5,44.6,45.8,5.46876,413.79791,9,0.693680754790023
22695,2018-07-16 20:05:00.000,1103.25529,8.44617,56.5,44.6,45.8,4.56205,177.76986000000005,14,1.6489717048658157
22700,2018-07-16 20:10:00.000,1297.7515,9.98093,56.5,44.6,46.8,4.29775,383.54831,2,2.048142134276727
22705,2018-07-16 20:15:00.000,1563.24754,11.96391,57.5,45.6,46.8,6.755960000000001,669.9395599999998,6,0.7702042626903282
22710,2018-07-16 20:20:00.000,1480.9619300000004,11.35361,57.5,45.6,47.8,5.63248,569.01738,9,0.8886319775249681
