,date,Generator_speed,Rotor_speed,Gearbox_oil_tem,Generator_bearing_tem_drive,Generator_bearing_tem_nondrive,wind_speed,active_power
225,2018-01-03 03:54:00.000,1103.31528,8.45218,53.9,23.1,37.4,4.1963099999999995,181.84506000000002
226,2018-01-03 04:04:00.000,1106.55691,8.41816,53.9,23.1,36.4,3.6933599999999998,195.5232
227,2018-01-03 04:14:00.000,1110.29376,8.43817,53.9,23.1,36.4,4.01248,231.74847000000003
228,2018-01-03 04:24:00.000,1278.37682,9.784839999999999,54.9,23.1,36.4,5.54181,361.34783999999996
230,2018-01-03 04:44:00.000,1287.7715,9.874880000000001,55.9,24.1,39.4,5.627619999999999,371.62852999999996
231,2018-01-03 04:54:00.000,1221.75385,9.3006,56.9,23.1,38.4,5.01754,310.00259
233,2018-01-03 05:14:00.000,1162.6396,8.9004,56.9,22.1,37.4,4.51486,272.987
234,2018-01-03 05:24:00.000,1358.81654,10.36913,56.9,23.1,38.4,5.32868,435.97553
235,2018-01-03 05:34:00.000,1437.11019,11.02145,57.9,24.1,39.4,5.29099,518.08078
236,2018-01-03 05:44:00.000,1404.8292199999999,10.77332,57.9,25.1,42.4,5.19979,489.16347
237,2018-01-03 05:54:00.000,1496.10453,11.503689999999999,56.9,25.1,44.4,4.82172,593.9000599999998
238,2018-01-03 06:04:00.000,1519.47088,11.67977,56.9,23.1,47.4,5.99482,608.4295
239,2018-01-03 06:14:00.000,1262.7391400000001,9.61075,56.9,22.1,48.4,4.71349,345.37131
240,2018-01-03 06:24:00.000,1327.33096,10.17703,54.9,22.1,48.4,5.6265300000000025,407.8275
241,2018-01-03 06:34:00.000,1428.57096,10.88538,54.9,22.1,47.4,5.03791,513.64322
242,2018-01-03 06:44:00.000,1597.56962,12.17002,54.9,23.1,48.4,5.76091,691.49312
243,2018-01-03 06:54:00.000,1205.80092,9.23657,53.9,24.1,50.4,4.88919,306.03694
244,2018-01-03 07:04:00.000,1102.92517,8.436169999999999,52.9,25.1,50.4,3.88404,168.22218999999996
245,2018-01-03 07:14:00.000,1152.08945,8.83237,50.9,25.1,49.4,3.49205,138.71145
246,2018-01-03 07:24:00.000,1161.70915,8.9104,50.9,26.1,48.4,4.02041,271.52834
247,2018-01-03 07:34:00.000,1099.63849,8.47419,49.9,26.1,46.4,4.47054,233.04806000000002
248,2018-01-03 07:44:00.000,1100.56895,8.436169999999999,49.9,24.1,42.4,2.8164599999999997,119.21798999999999
249,2018-01-03 07:54:00.000,1124.82093,8.64827,49.9,23.1,41.4,3.69049,250.96311
250,2018-01-03 08:04:00.000,1277.73159,9.788839999999999,49.9,23.1,40.4,4.6057,361.19731
251,2018-01-03 08:14:00.000,1218.48227,9.24657,51.9,23.1,40.4,5.10339,302.20156000000014
252,2018-01-03 08:24:00.000,1281.2133199999996,9.75082,51.9,24.1,41.4,5.46641,357.57262000000014
253,2018-01-03 08:34:00.000,1143.79026,8.78834,51.9,24.1,41.4,3.97761,263.85022000000004
254,2018-01-03 08:44:00.000,1279.8776599999999,9.87688,52.9,22.1,38.4,4.51633,373.45041000000003
255,2018-01-03 08:54:00.000,1296.47575,9.890889999999999,52.9,22.1,38.4,4.7371,376.85166
258,2018-01-03 09:24:00.000,1338.61659,10.26707,55.9,24.1,40.4,4.52323,420.99653
259,2018-01-03 09:34:00.000,1302.67385,9.942910000000001,55.9,23.1,39.4,4.36972,387.60231
260,2018-01-03 09:44:00.000,1460.4167699999994,11.26357,55.9,21.1,37.4,5.39807,563.72281
262,2018-01-03 10:04:00.000,1469.09113,11.20554,55.9,21.1,41.4,5.6823,560.14675
263,2018-01-03 10:14:00.000,1499.72125,11.555710000000001,55.9,22.1,46.4,4.8624,606.0369400000002
264,2018-01-03 10:24:00.000,1509.67122,11.59773,55.9,23.1,49.4,5.45351,605.77775
265,2018-01-03 10:34:00.000,1619.5105,12.45015,55.9,24.1,52.4,5.92435,752.71488
267,2018-01-03 10:54:00.000,1412.75324,10.81735,54.9,22.1,52.4,5.7484,486.26612
268,2018-01-03 11:04:00.000,1593.42749,12.12199,54.9,20.1,49.4,6.67973,688.6750599999997
269,2018-01-03 11:14:00.000,1371.94806,10.50319,54.9,20.1,50.4,5.58787,450.32730999999995
270,2018-01-03 11:24:00.000,1338.19644,10.291089999999999,53.9,20.1,51.4,5.06621,425.29355999999996
272,2018-01-03 11:44:00.000,1395.6898099999999,10.703289999999999,52.9,22.1,52.4,4.6916199999999995,473.68003
273,2018-01-03 11:54:00.000,1280.01265,9.78684,52.9,22.1,53.4,5.01856,360.03272000000015
274,2018-01-03 12:04:00.000,1181.6991,9.084489999999999,51.9,23.1,53.4,5.29017,290.44487999999996
275,2018-01-03 12:14:00.000,1193.58491,9.14852,51.9,24.1,51.4,5.51198,299.13052999999996
276,2018-01-03 12:24:00.000,1268.18675,9.79084,50.9,25.1,51.4,5.18561,367.80838
277,2018-01-03 12:34:00.000,1243.5596699999999,9.54472,50.9,24.1,47.4,4.96638,337.47778
278,2018-01-03 12:44:00.000,1192.87961,9.07649,49.9,22.1,43.4,4.85049,287.3566600000001
279,2018-01-03 12:54:00.000,1155.40601,8.9084,49.9,21.1,42.4,5.63811,271.31031
280,2018-01-03 13:04:00.000,1149.16301,8.74832,49.9,21.1,42.4,4.13983,231.12481
